P31946	9606.ENSP00000361930
O75529	9606.ENSP00000258281
Q15542	9606.ENSP00000358854
Q9Y6J9	9606.ENSP00000294168
P49848	9606.ENSP00000399982
Q5H9L4	9606.ENSP00000361998
Q15545	9606.ENSP00000312709
Q7Z7C8	9606.ENSP00000362068
Q9HBM6	9606.ENSP00000339917
Q16594	9606.ENSP00000370193
Q7Z5A9	9606.ENSP00000418575
Q8N3H0	9606.ENSP00000393987
Q7Z5A8	9606.ENSP00000358644
Q96LR4	9606.ENSP00000295569
Q7Z5A7	9606.ENSP00000383933
Q8N103	9606.ENSP00000356033
P37802	9606.ENSP00000357076
Q9UI15	9606.ENSP00000377494
Q01995	9606.ENSP00000432282
P17542	9606.ENSP00000294339
Q16559	9606.ENSP00000334547
Q9BVV6	9606.ENSP00000346359
P37837	9606.ENSP00000321259
Q96BW9	9606.ENSP00000398596
Q9C0D5	9606.ENSP00000263635
Q9HCD6	9606.ENSP00000387593
Q92844	9606.ENSP00000376505
Q7L7X3	9606.ENSP00000261716
Q9UL54	9606.ENSP00000310094
Q9H2K8	9606.ENSP00000376317
Q03518	9606.ENSP00000346206
Q9P031	9606.ENSP00000256151
Q03519	9606.ENSP00000364034
Q6NXT6	9606.ENSP00000385347
Q9H2D6	9606.ENSP00000384312
Q13395	9606.ENSP00000040877
Q8IXB3	9606.ENSP00000329548
B6A8C7	9606.ENSP00000439454
Q7Z7G0	9606.ENSP00000284322
Q5VWN6	9606.ENSP00000328426
Q9UK61	9606.ENSP00000417509
Q9H6P5	9606.ENSP00000338624
Q6P1N9	9606.ENSP00000276692
Q93075	9606.ENSP00000287652
Q17R31	9606.ENSP00000431376
P10636	9606.ENSP00000340820
Q86VP1	9606.ENSP00000379612
Q16635	9606.ENSP00000469981
Q9BXI6	9606.ENSP00000384996
Q4KMP7	9606.ENSP00000386538
Q8IV04	9606.ENSP00000443654
P0CG34	9606.ENSP00000472749
Q9C0C2	9606.ENSP00000437271
Q8WUA7	9606.ENSP00000336724
Q9NU19	9606.ENSP00000362590
Q71U36	9606.ENSP00000301071
P68363	9606.ENSP00000336799
Q9BQE3	9606.ENSP00000301072
Q6PEY2	9606.ENSP00000318197
P68366	9606.ENSP00000248437
Q9NY65	9606.ENSP00000333326
A6NHL2	9606.ENSP00000369784
Q96M53	9606.ENSP00000299290
Q9H4B7	9606.ENSP00000217133
Q13885	9606.ENSP00000369703
Q9BVA1	9606.ENSP00000259818
Q13509	9606.ENSP00000320295
P04350	9606.ENSP00000264071
P68371	9606.ENSP00000341289
P07437	9606.ENSP00000339001
Q9BUF5	9606.ENSP00000318697
A6NNZ2	9606.ENSP00000309431
Q3ZCM7	9606.ENSP00000456206
O60347	9606.ENSP00000225235
Q9NVG8	9606.ENSP00000361731
Q9P2M4	9606.ENSP00000386921
Q8TC07	9606.ENSP00000448182
Q8TBP0	9606.ENSP00000309794
Q9HA65	9606.ENSP00000221543
Q8N5T2	9606.ENSP00000264866
Q96BZ9	9606.ENSP00000346139
Q8IYX1	9606.ENSP00000300504
Q9NUY8	9606.ENSP00000377700
Q9ULP9	9606.ENSP00000293970
Q3MII6	9606.ENSP00000365962
Q2M2D7	9606.ENSP00000339973
Q9UFV1	9606.ENSP00000462799
Q9Y2I9	9606.ENSP00000440207
Q96DN5	9606.ENSP00000287380
Q8IZP1	9606.ENSP00000482345
A6NDS4	9606.ENSP00000484556
A0A087WVF3	9606.ENSP00000478426
A0A087X179	9606.ENSP00000483965
A6NER0	9606.ENSP00000482590
Q6DHY5	9606.ENSP00000456861
P0C7X1	9606.ENSP00000482630
A0A087WXS9	9606.ENSP00000481258
Q0IIM8	9606.ENSP00000349781
Q66K14	9606.ENSP00000349291
O75347	9606.ENSP00000306362
Q99426	9606.ENSP00000221855
Q9NVR7	9606.ENSP00000411253
Q15814	9606.ENSP00000361967
Q86TI0	9606.ENSP00000261439
O60343	9606.ENSP00000366863
Q92609	9606.ENSP00000402935
Q9P0N9	9606.ENSP00000475727
O95759	9606.ENSP00000366036
Q6ZT07	9606.ENSP00000411197
Q9BTW9	9606.ENSP00000347719
Q5QJ74	9606.ENSP00000403925
Q15813	9606.ENSP00000439170
Q8TEA7	9606.ENSP00000273980
Q9BYX2	9606.ENSP00000481721
Q9UPU7	9606.ENSP00000300584
Q9UJT1	9606.ENSP00000320797
Q9UJT0	9606.ENSP00000357651
P23258	9606.ENSP00000251413
Q9NRH3	9606.ENSP00000251412
Q9UHD2	9606.ENSP00000329967
A7MCY6	9606.ENSP00000354777
Q9BZK7	9606.ENSP00000405574
O60907	9606.ENSP00000217964
Q9Y4P3	9606.ENSP00000307260
Q12788	9606.ENSP00000454836
P62380	9606.ENSP00000237264
Q6SJ96	9606.ENSP00000247219
P20226	9606.ENSP00000375942
Q16650	9606.ENSP00000374205
Q3YBR2	9606.ENSP00000409016
O75333	9606.ENSP00000335191
Q96SF7	9606.ENSP00000207157
O95935	9606.ENSP00000358677
O60806	9606.ENSP00000356795
O43435	9606.ENSP00000331791
Q9UMR3	9606.ENSP00000386170
Q9UL17	9606.ENSP00000177694
Q9Y458	9606.ENSP00000362390
Q13207	9606.ENSP00000240328
O15119	9606.ENSP00000257566
P57082	9606.ENSP00000240335
Q99593	9606.ENSP00000309913
O95947	9606.ENSP00000378650
O15178	9606.ENSP00000296946
Q8N7M0	9606.ENSP00000282670
Q8WW35	9606.ENSP00000324323
Q8IZS6	9606.ENSP00000355736
Q5JR98	9606.ENSP00000341803
Q9BUR4	9606.ENSP00000324203
Q9Y4C2	9606.ENSP00000419235
A6NFQ2	9606.ENSP00000412724
Q8N3R3	9606.ENSP00000341539
Q9H3H9	9606.ENSP00000361866
Q969E4	9606.ENSP00000361711
Q96EI5	9606.ENSP00000361712
Q5H9L2	9606.ENSP00000361765
Q9BRU2	9606.ENSP00000329794
Q8IYN2	9606.ENSP00000361770
Q9UHQ7	9606.ENSP00000361745
Q8IUC6	9606.ENSP00000248244
Q86XR7	9606.ENSP00000415139
P23193	9606.ENSP00000428426
Q15560	9606.ENSP00000343515
O75764	9606.ENSP00000406293
Q12870	9606.ENSP00000246080
Q9Y242	9606.ENSP00000365433
Q9UGU0	9606.ENSP00000352463
O43680	9606.ENSP00000356857
Q7RTU1	9606.ENSP00000296096
Q7RTU0	9606.ENSP00000455444
Q9BQ70	9606.ENSP00000263346
P36402	9606.ENSP00000340347
Q9UL49	9606.ENSP00000334294
Q5QJ38	9606.ENSP00000357796
Q9BT92	9606.ENSP00000324404
Q9NR00	9606.ENSP00000319914
P56279	9606.ENSP00000385036
O95988	9606.ENSP00000343223
P20061	9606.ENSP00000257264
P20062	9606.ENSP00000215838
Q13428	9606.ENSP00000367028
Q8WWU5	9606.ENSP00000308708
Q8TDR4	9606.ENSP00000300258
B9ZVM9	9606.ENSP00000355797
P53999	9606.ENSP00000265073
P17987	9606.ENSP00000317334
P78371	9606.ENSP00000299300
P50991	9606.ENSP00000377958
P48643	9606.ENSP00000280326
P49368	9606.ENSP00000295688
Q99832	9606.ENSP00000258091
Q96SF2	9606.ENSP00000353048
P50990	9606.ENSP00000286788
Q7Z6L1	9606.ENSP00000404923
O15040	9606.ENSP00000352510
Q92526	9606.ENSP00000327191
P40227	9606.ENSP00000275603
O14776	9606.ENSP00000296702
Q5VWI1	9606.ENSP00000357631
P57738	9606.ENSP00000273590
P13693	9606.ENSP00000477781
P13385	9606.ENSP00000296145
Q13569	9606.ENSP00000376611
Q9H147	9606.ENSP00000361705
Q5QJE6	9606.ENSP00000411010
Q5VZ19	9606.ENSP00000357465
Q587J7	9606.ENSP00000390621
B5MCY1	9606.ENSP00000384376
Q9BXT4	9606.ENSP00000251864
Q9H7E2	9606.ENSP00000440190
Q8NAT2	9606.ENSP00000406052
O60522	9606.ENSP00000346065
Q8NHU6	9606.ENSP00000347444
Q8NDG6	9606.ENSP00000387303
Q9Y2W6	9606.ENSP00000357812
Q86YL5	9606.ENSP00000430325
P04053	9606.ENSP00000360216
Q9NYB0	9606.ENSP00000300086
P28347	9606.ENSP00000435233
Q15562	9606.ENSP00000472109
Q99594	9606.ENSP00000345772
Q15561	9606.ENSP00000352926
Q96MN5	9606.ENSP00000234827
Q8N8B7	9606.ENSP00000440038
Q15185	9606.ENSP00000482075
Q5HYJ1	9606.ENSP00000370607
Q9NZ01	9606.ENSP00000215567
Q2MV58	9606.ENSP00000380779
Q96GX1	9606.ENSP00000304941
Q6NUS6	9606.ENSP00000483364
O75443	9606.ENSP00000376543
Q96PL2	9606.ENSP00000358430
P42680	9606.ENSP00000370912
Q86SX3	9606.ENSP00000376307
Q7L2K0	9606.ENSP00000355022
Q5T9Z0	9606.ENSP00000356536
Q8IYR6	9606.ENSP00000364013
Q9UIK5	9606.ENSP00000272771
Q96QE5	9606.ENSP00000462963
Q10587	9606.ENSP00000266304
Q969V4	9606.ENSP00000341346
Q9UIF3	9606.ENSP00000207457
Q9BXF9	9606.ENSP00000379263
Q8WW24	9606.ENSP00000295201
Q96M29	9606.ENSP00000283025
Q9Y4R8	9606.ENSP00000262319
O15273	9606.ENSP00000312624
Q86WV5	9606.ENSP00000380762
Q9UKZ4	9606.ENSP00000403954
Q9NT68	9606.ENSP00000429430
Q9P273	9606.ENSP00000424226
Q6N022	9606.ENSP00000278550
P24821	9606.ENSP00000265131
Q9UQP3	9606.ENSP00000239462
Q92752	9606.ENSP00000356646
Q9HBL0	9606.ENSP00000171887
Q68CZ2	9606.ENSP00000312143
Q8IZW8	9606.ENSP00000254051
P22105	9606.ENSP00000407685
Q99973	9606.ENSP00000262715
Q6URK8	9606.ENSP00000290871
P55072	9606.ENSP00000351777
Q8NA31	9606.ENSP00000463762
Q8NHR7	9606.ENSP00000340644
P54274	9606.ENSP00000276603
Q15554	9606.ENSP00000254942
O14746	9606.ENSP00000309572
Q15569	9606.ENSP00000481045
Q96S53	9606.ENSP00000361158
A2RU30	9606.ENSP00000400892
Q9Y6M0	9606.ENSP00000005995
Q9UGI8	9606.ENSP00000350937
Q8NFU7	9606.ENSP00000362748
Q6N021	9606.ENSP00000442788
O43151	9606.ENSP00000386869
Q96IP4	9606.ENSP00000318298
Q96A09	9606.ENSP00000289166
Q5VWP2	9606.ENSP00000358458
Q8NEK8	9606.ENSP00000443410
P05452	9606.ENSP00000296130
Q9NXF1	9606.ENSP00000364037
Q8IYF3	9606.ENSP00000379226
Q9BXU0	9606.ENSP00000280358
Q8IWB6	9606.ENSP00000240361
Q9BXT5	9606.ENSP00000256246
Q8NA77	9606.ENSP00000331500
C9J3V5	9606.ENSP00000397002
Q8N6G2	9606.ENSP00000369840
O15482	9606.ENSP00000478834
Q8N6K0	9606.ENSP00000283547
Q8IWB9	9606.ENSP00000258991
Q5JUR7	9606.ENSP00000365200
O43247	9606.ENSP00000386118
Q5T0J7	9606.ENSP00000323795
Q5VZQ5	9606.ENSP00000357811
Q96LM6	9606.ENSP00000307142
Q6PEX7	9606.ENSP00000455854
Q6ZNM6	9606.ENSP00000349669
Q53QW1	9606.ENSP00000315557
Q8NA69	9606.ENSP00000355241
Q8TBZ9	9606.ENSP00000297203
Q96M34	9606.ENSP00000295622
Q8N6V9	9606.ENSP00000342169
P52655	9606.ENSP00000452454
Q9UNN4	9606.ENSP00000384597
Q00403	9606.ENSP00000359531
P32780	9606.ENSP00000265963
Q13888	9606.ENSP00000328901
Q13889	9606.ENSP00000445162
Q92759	9606.ENSP00000259895
Q6ZYL4	9606.ENSP00000476100
Q9NZI6	9606.ENSP00000263707
Q8IUE1	9606.ENSP00000453704
Q92664	9606.ENSP00000370532
Q92994	9606.ENSP00000448323
Q12789	9606.ENSP00000348510
Q8WUA4	9606.ENSP00000352536
Q9Y5Q9	9606.ENSP00000263956
Q9UKN8	9606.ENSP00000361219
Q9Y5Q8	9606.ENSP00000361180
Q969F1	9606.ENSP00000357863
Q04206	9606.ENSP00000384273
Q9HCS4	9606.ENSP00000282111
Q9NQB0	9606.ENSP00000358404
Q00059	9606.ENSP00000420588
Q01664	9606.ENSP00000204517
Q8WVM0	9606.ENSP00000356134
Q9H5Q4	9606.ENSP00000355471
Q12800	9606.ENSP00000257915
Q14186	9606.ENSP00000364519
Q14188	9606.ENSP00000420616
Q5H9I0	9606.ENSP00000385461
P15923	9606.ENSP00000262965
P19532	9606.ENSP00000314129
P19484	9606.ENSP00000351742
O14948	9606.ENSP00000265440
P04155	9606.ENSP00000291527
Q03403	9606.ENSP00000291526
Q07654	9606.ENSP00000430690
Q92734	9606.ENSP00000240851
O95379	9606.ENSP00000427424
Q9UBB9	9606.ENSP00000384421
P10646	9606.ENSP00000233156
P48307	9606.ENSP00000222543
P0C1Z6	9606.ENSP00000375639
P02786	9606.ENSP00000353224
Q9UP52	9606.ENSP00000420525
P13726	9606.ENSP00000334145
Q03167	9606.ENSP00000212355
O95455	9606.ENSP00000261296
Q8WUH2	9606.ENSP00000377027
P01135	9606.ENSP00000295400
P01137	9606.ENSP00000221930
P61812	9606.ENSP00000355896
P10600	9606.ENSP00000238682
O43294	9606.ENSP00000378332
P36897	9606.ENSP00000364133
P37173	9606.ENSP00000351905
Q15583	9606.ENSP00000327959
Q9GZN2	9606.ENSP00000362981
P22735	9606.ENSP00000206765
P21980	9606.ENSP00000355330
O95932	9606.ENSP00000202625
Q08188	9606.ENSP00000370867
P49221	9606.ENSP00000296125
O43548	9606.ENSP00000220420
Q96PF1	9606.ENSP00000389466
Q5JRA6	9606.ENSP00000340900
O43493	9606.ENSP00000386443
Q9Y4F4	9606.ENSP00000355045
Q6ZUX3	9606.ENSP00000368876
Q96RS0	9606.ENSP00000260129
Q9BXR0	9606.ENSP00000250237
Q9P2Z0	9606.ENSP00000249861
Q96EK4	9606.ENSP00000304689
Q6YHU6	9606.ENSP00000385995
Q9NVV9	9606.ENSP00000254250
Q9H0W7	9606.ENSP00000310796
Q8WTV1	9606.ENSP00000054650
Q8WY91	9606.ENSP00000385006
Q7Z6K1	9606.ENSP00000400500
Q8TBB0	9606.ENSP00000309007
Q9BT49	9606.ENSP00000215742
Q8NA92	9606.ENSP00000292894
Q9H5L6	9606.ENSP00000305533
P24557	9606.ENSP00000389414
P10827	9606.ENSP00000264637
P05543	9606.ENSP00000329374
P10828	9606.ENSP00000379904
Q9P2T0	9606.ENSP00000340088
Q5T1C6	9606.ENSP00000357804
Q8N1Q8	9606.ENSP00000357807
Q9NWX6	9606.ENSP00000231198
Q9BWD1	9606.ENSP00000356015
P09110	9606.ENSP00000333664
P24752	9606.ENSP00000265838
P42765	9606.ENSP00000285093
Q99757	9606.ENSP00000216185
P10599	9606.ENSP00000363641
Q8N1K5	9606.ENSP00000357231
Q5TEJ8	9606.ENSP00000363031
Q8IYQ7	9606.ENSP00000434887
Q86YJ6	9606.ENSP00000327323
Q96FV9	9606.ENSP00000261600
Q8NI27	9606.ENSP00000245838
Q96J01	9606.ENSP00000265097
Q86V81	9606.ENSP00000421592
Q13769	9606.ENSP00000420306
Q86W42	9606.ENSP00000326531
Q6I9Y2	9606.ENSP00000295899
P52888	9606.ENSP00000304467
P00734	9606.ENSP00000308541
Q92748	9606.ENSP00000281030
Q9UPZ6	9606.ENSP00000406482
Q9C0I4	9606.ENSP00000272643
Q9NS62	9606.ENSP00000258613
Q6ZMP0	9606.ENSP00000347484
P25325	9606.ENSP00000380402
Q9BU02	9606.ENSP00000288014
Q16762	9606.ENSP00000385828
Q9NXG2	9606.ENSP00000370741
Q9BTF0	9606.ENSP00000423933
Q9BV44	9606.ENSP00000339532
P04216	9606.ENSP00000284240
P01266	9606.ENSP00000220616
Q9P016	9606.ENSP00000341657
Q99595	9606.ENSP00000356256
P31483	9606.ENSP00000401371
O95411	9606.ENSP00000352424
Q13009	9606.ENSP00000286827
Q8IVF5	9606.ENSP00000437188
Q01085	9606.ENSP00000358089
Q08629	9606.ENSP00000378401
Q92563	9606.ENSP00000362201
Q9BQ16	9606.ENSP00000349677
Q7Z2Z1	9606.ENSP00000268138
Q9NPL8	9606.ENSP00000418803
P35590	9606.ENSP00000361554
Q02763	9606.ENSP00000369375
O15164	9606.ENSP00000340507
Q13263	9606.ENSP00000253024
Q6ZNK6	9606.ENSP00000440509
Q96CG3	9606.ENSP00000354911
P49788	9606.ENSP00000237696
Q9NQ88	9606.ENSP00000179259
Q96MW7	9606.ENSP00000386186
Q4W5G0	9606.ENSP00000317170
Q6B0B8	9606.ENSP00000308354
Q8IY51	9606.ENSP00000355162
Q53EQ6	9606.ENSP00000421489
Q17RP2	9606.ENSP00000296736
Q6NT04	9606.ENSP00000380071
Q495A1	9606.ENSP00000419085
Q86V40	9606.ENSP00000387075
A6NFA1	9606.ENSP00000476820
Q86X45	9606.ENSP00000484634
P62072	9606.ENSP00000257245
Q9Y5L4	9606.ENSP00000215570
Q96DA6	9606.ENSP00000372005
Q9Y3D7	9606.ENSP00000315693
Q9BVV7	9606.ENSP00000169551
Q9Y584	9606.ENSP00000320236
O14925	9606.ENSP00000464522
Q9BSF4	9606.ENSP00000270502
O43615	9606.ENSP00000270538
Q3ZCQ8	9606.ENSP00000445806
O60220	9606.ENSP00000361993
Q9Y5J9	9606.ENSP00000438455
Q9Y5J7	9606.ENSP00000378588
Q96H15	9606.ENSP00000274532
P01033	9606.ENSP00000218388
P16035	9606.ENSP00000262768
P35625	9606.ENSP00000266085
Q99727	9606.ENSP00000287814
Q9UNS1	9606.ENSP00000450607
Q9UJW2	9606.ENSP00000259782
Q9GZM7	9606.ENSP00000271064
Q9BSI4	9606.ENSP00000267415
Q96A98	9606.ENSP00000270631
Q9BVW5	9606.ENSP00000261881
O75663	9606.ENSP00000356807
Q8TB96	9606.ENSP00000319918
P58753	9606.ENSP00000376445
Q9BRJ7	9606.ENSP00000306670
Q07352	9606.ENSP00000388402
P47974	9606.ENSP00000282388
Q9Y5M6	9606.ENSP00000460371
Q8WZ42	9606.ENSP00000467141
Q5JTD0	9606.ENSP00000361522
Q3LXA3	9606.ENSP00000378360
P20366	9606.ENSP00000321106
Q86UU9	9606.ENSP00000334042
Q9UHF0	9606.ENSP00000483110
P51854	9606.ENSP00000358931
Q9H0I9	9606.ENSP00000280605
P29401	9606.ENSP00000391481
Q8TBR7	9606.ENSP00000312017
Q71RH2	9606.ENSP00000369863
Q96CP7	9606.ENSP00000292090
A6NGC4	9606.ENSP00000331965
Q96MV1	9606.ENSP00000359222
Q6ZRR5	9606.ENSP00000312672
A0PJX2	9606.ENSP00000217320
Q04724	9606.ENSP00000365682
Q04725	9606.ENSP00000466542
Q04726	9606.ENSP00000452871
Q04727	9606.ENSP00000365720
Q08117	9606.ENSP00000221561
Q9H808	9606.ENSP00000246112
Q9UKI8	9606.ENSP00000411099
Q86UE8	9606.ENSP00000316512
O43897	9606.ENSP00000061240
Q9Y6L7	9606.ENSP00000350630
Q9Y490	9606.ENSP00000316029
Q9Y4G6	9606.ENSP00000453508
Q9BXR5	9606.ENSP00000308925
Q15399	9606.ENSP00000354932
O60603	9606.ENSP00000260010
O15455	9606.ENSP00000296795
O00206	9606.ENSP00000363089
O60602	9606.ENSP00000440643
Q9Y2C9	9606.ENSP00000389600
Q9NYK1	9606.ENSP00000370034
Q9NR97	9606.ENSP00000312082
Q9NR96	9606.ENSP00000417517
Q9H1K6	9606.ENSP00000267984
Q9NZ63	9606.ENSP00000361524
P31314	9606.ENSP00000359215
O43763	9606.ENSP00000233638
O43711	9606.ENSP00000296921
P0CAT3	9606.ENSP00000475001
Q9NV29	9606.ENSP00000465638
Q96IK0	9606.ENSP00000468025
Q8N9M5	9606.ENSP00000315387
Q8N8V8	9606.ENSP00000329795
Q6UX40	9606.ENSP00000314116
Q6UXF1	9606.ENSP00000324651
Q9BVC6	9606.ENSP00000227525
Q8TBZ6	9606.ENSP00000273962
Q6PF06	9606.ENSP00000297994
Q7L0Y3	9606.ENSP00000312356
B3SHH9	9606.ENSP00000484263
Q12893	9606.ENSP00000266025
Q8NCL8	9606.ENSP00000447731
Q9H0C3	9606.ENSP00000266534
Q4V9L6	9606.ENSP00000376553
Q6ZMR5	9606.ENSP00000334611
O60235	9606.ENSP00000283916
Q9UL52	9606.ENSP00000307519
Q6ZWK6	9606.ENSP00000348639
Q9BTD3	9606.ENSP00000376304
Q96AQ2	9606.ENSP00000429275
O75204	9606.ENSP00000258439
Q5BJH2	9606.ENSP00000372201
A0AVI4	9606.ENSP00000372394
Q8N3G9	9606.ENSP00000413163
Q92545	9606.ENSP00000186436
Q9H6X4	9606.ENSP00000312615
Q86UB9	9606.ENSP00000306344
Q9NPI0	9606.ENSP00000278826
Q8IV31	9606.ENSP00000352284
Q9NV12	9606.ENSP00000275767
Q96I45	9606.ENSP00000290079
Q96AN5	9606.ENSP00000293261
Q7Z5S9	9606.ENSP00000296529
Q8NBT3	9606.ENSP00000301204
Q9BVK8	9606.ENSP00000222284
Q9Y6G1	9606.ENSP00000211314
Q9P0S9	9606.ENSP00000444561
Q6UXP3	9606.ENSP00000386163
Q6P9G4	9606.ENSP00000302144
Q4W5P6	9606.ENSP00000336987
Q8N614	9606.ENSP00000371364
Q8WZ71	9606.ENSP00000422431
Q96B96	9606.ENSP00000233047
Q9NX00	9606.ENSP00000253047
Q8TC26	9606.ENSP00000281924
Q5U3C3	9606.ENSP00000361143
Q9HC07	9606.ENSP00000370736
Q9H0V1	9606.ENSP00000323068
Q96HH4	9606.ENSP00000412524
Q8WVE6	9606.ENSP00000415030
Q8WUU8	9606.ENSP00000296776
Q9BSA9	9606.ENSP00000264771
Q53S58	9606.ENSP00000402661
Q9P2C4	9606.ENSP00000356057
Q6ZP80	9606.ENSP00000394178
Q96B77	9606.ENSP00000331640
Q14656	9606.ENSP00000358999
A5PLL7	9606.ENSP00000360715
Q8WZ59	9606.ENSP00000291934
Q8IY95	9606.ENSP00000305069
Q5HYL7	9606.ENSP00000384234
Q66K66	9606.ENSP00000343507
Q8N511	9606.ENSP00000292114
O75674	9606.ENSP00000460823
Q6ZVM7	9606.ENSP00000368818
Q5SNT2	9606.ENSP00000344503
A6NGA9	9606.ENSP00000340212
Q969S6	9606.ENSP00000375053
Q9BSN7	9606.ENSP00000454945
Q6UW68	9606.ENSP00000346954
Q6UWW9	9606.ENSP00000346981
Q9BTX3	9606.ENSP00000305892
Q96SK2	9606.ENSP00000380747
Q6ICI0	9606.ENSP00000385494
A6NML5	9606.ENSP00000334072
A2RRL7	9606.ENSP00000390407
Q6NUQ4	9606.ENSP00000238788
Q68D42	9606.ENSP00000345468
Q9P0N5	9606.ENSP00000440638
Q8N7C4	9606.ENSP00000338164
A2RU14	9606.ENSP00000436596
Q86XT9	9606.ENSP00000457492
Q6QAJ8	9606.ENSP00000339830
A6NGB7	9606.ENSP00000342162
Q9H0R3	9606.ENSP00000483276
A0PJW6	9606.ENSP00000303987
Q6GV28	9606.ENSP00000364166
Q96A57	9606.ENSP00000341364
Q9H6L2	9606.ENSP00000258173
C9JQI7	9606.ENSP00000401477
B4DJY2	9606.ENSP00000403130
Q8WY98	9606.ENSP00000309792
A6NFC5	9606.ENSP00000402790
Q5W0B7	9606.ENSP00000366715
Q96Q45	9606.ENSP00000386264
Q5SV17	9606.ENSP00000368007
Q24JQ0	9606.ENSP00000372720
Q9NWH2	9606.ENSP00000383594
Q9BU79	9606.ENSP00000398083
Q5VVB8	9606.ENSP00000357125
Q9H330	9606.ENSP00000363714
Q9BRR3	9606.ENSP00000363984
A6NEH6	9606.ENSP00000388684
Q9NWD8	9606.ENSP00000340668
Q2WGJ8	9606.ENSP00000454468
Q8N6I4	9606.ENSP00000388431
Q8N6L7	9606.ENSP00000366528
P0C7T8	9606.ENSP00000453962
Q8TBM7	9606.ENSP00000361355
Q8N2U0	9606.ENSP00000301939
P61165	9606.ENSP00000443216
Q9NX78	9606.ENSP00000261556
Q8WUH6	9606.ENSP00000280756
Q2M3C6	9606.ENSP00000373594
Q0VDI3	9606.ENSP00000426067
Q5VZI3	9606.ENSP00000288502
Q6UE05	9606.ENSP00000316775
Q5T292	9606.ENSP00000363268
Q9BX74	9606.ENSP00000475700
Q9BX73	9606.ENSP00000416050
Q9BRN9	9606.ENSP00000330433
Q53FP2	9606.ENSP00000362021
Q8NCS4	9606.ENSP00000362435
Q9H6F2	9606.ENSP00000187762
Q9NVV0	9606.ENSP00000363824
Q9NV64	9606.ENSP00000326063
Q9GZU3	9606.ENSP00000338165
Q969M1	9606.ENSP00000356967
Q96HV5	9606.ENSP00000406885
Q5BJD5	9606.ENSP00000433126
Q9NWC5	9606.ENSP00000319009
Q96B21	9606.ENSP00000281441
O95807	9606.ENSP00000363478
P56557	9606.ENSP00000439768
Q4KMG9	9606.ENSP00000371348
Q9UK28	9606.ENSP00000470879
Q9BZW5	9606.ENSP00000317000
Q9BZW4	9606.ENSP00000374014
Q9NUR3	9606.ENSP00000371318
Q9NS93	9606.ENSP00000342322
Q8N2M4	9606.ENSP00000280734
Q8N661	9606.ENSP00000321038
Q8NBN3	9606.ENSP00000374484
Q96K49	9606.ENSP00000283206
A6NKF7	9606.ENSP00000455099
O15321	9606.ENSP00000433967
Q99805	9606.ENSP00000365567
Q9HD45	9606.ENSP00000360184
Q92544	9606.ENSP00000381104
Q96EY4	9606.ENSP00000351380
Q9Y2S6	9606.ENSP00000397843
Q8TDI8	9606.ENSP00000297784
Q8TDI7	9606.ENSP00000351732
Q7Z5M5	9606.ENSP00000352413
Q7Z404	9606.ENSP00000477627
Q8N6Q1	9606.ENSP00000327234
Q6UXY8	9606.ENSP00000379531
Q7Z403	9606.ENSP00000465261
Q7Z402	9606.ENSP00000455041
Q8IU68	9606.ENSP00000325561
O94876	9606.ENSP00000376930
O75069	9606.ENSP00000350718
Q9ULS5	9606.ENSP00000261226
Q9UM00	9606.ENSP00000480514
Q7Z6W1	9606.ENSP00000361852
Q6UWJ1	9606.ENSP00000389399
Q5TGY1	9606.ENSP00000294543
Q96DC7	9606.ENSP00000252100
Q13445	9606.ENSP00000214869
Q15363	9606.ENSP00000262225
Q9Y3Q3	9606.ENSP00000299705
Q7Z7H5	9606.ENSP00000404042
Q9Y3A6	9606.ENSP00000359305
Q8WW62	9606.ENSP00000288025
Q9Y3B3	9606.ENSP00000405926
Q6PL24	9606.ENSP00000216468
Q9BVK6	9606.ENSP00000330945
P49755	9606.ENSP00000303145
Q9P0T7	9606.ENSP00000356301
P82094	9606.ENSP00000381567
O14668	9606.ENSP00000444278
O14669	9606.ENSP00000246794
Q9BZD7	9606.ENSP00000359378
Q9BZD6	9606.ENSP00000257836
Q8NEW7	9606.ENSP00000324775
Q6UXZ0	9606.ENSP00000332404
Q96BF3	9606.ENSP00000301272
P0DMS9	9606.ENSP00000358730
Q9NVH6	9606.ENSP00000335261
P17152	9606.ENSP00000319992
Q86X19	9606.ENSP00000335094
Q96B42	9606.ENSP00000281017
Q96HH6	9606.ENSP00000266673
Q86YD3	9606.ENSP00000315635
Q6ZUK4	9606.ENSP00000382237
Q5JXX7	9606.ENSP00000316940
P57088	9606.ENSP00000422473
Q8WWA1	9606.ENSP00000322837
Q69YG0	9606.ENSP00000306564
Q9BTV4	9606.ENSP00000303992
Q2T9K0	9606.ENSP00000376227
Q9BQJ4	9606.ENSP00000275954
Q9NW97	9606.ENSP00000394899
Q8NDY8	9606.ENSP00000311122
Q6P2H8	9606.ENSP00000361311
Q969K7	9606.ENSP00000362562
Q9BXS4	9606.ENSP00000234831
Q9H2L4	9606.ENSP00000257663
Q8N0U2	9606.ENSP00000360315
Q0P6H9	9606.ENSP00000260403
Q6YI46	9606.ENSP00000414786
Q6PI78	9606.ENSP00000297632
Q96MH6	9606.ENSP00000395204
Q5SWH9	9606.ENSP00000361095
Q9BUB7	9606.ENSP00000312599
Q6P5X7	9606.ENSP00000349296
A0PK05	9606.ENSP00000374234
