PA37438	P31946
PA37874	Q9BXN6
PA36080	Q9Y5K1
PA134930231	Q6ZMY3
PA36082	Q9HCB6
PA36083	Q9BUD6
PA162404650	Q6IQ16
PA36084	O43791
PA36086	Q13103
PA36088	P35321
PA36089	P22528
PA36090	P35326
PA36091	P35325
PA36093	P22532
PA36094	P22531
PA36095	Q96RM1
PA36096	Q9BYE4
PA36055	P09486
PA134897382	Q7Z699
PA134956365	Q7Z698;B3KPL5
PA134871045	Q2MJR0
PA36087	P35270
PA36056	Q14515
PA142670876	Q5BIV9
PA36097	Q9UBC9
PA134866393	Q96PI1
PA142672442	Q9H040
PA143485621	Q8NCJ5
PA143485622	Q8WW59
PA25511	Q5W111
PA134905215	P49903
PA165697465	Q9NUQ6
PA134868765	Q99611;Q8N9T3
PA142670871	Q96BD6
PA142670872	Q99619
PA142670873	Q6PJ21
PA142670874	Q96A44
PA35972	P52788
PA134888733	Q7Z6I5
PA134912609	Q96N96
PA134942358	Q9BXB7
PA144596270	Q96L03
PA142670884	Q7Z5L4
PA142670885	Q8TB22
PA142670886	Q7Z572
PA142670887	Q8NHS9
PA25707	Q9BR10
PA142670875	Q68D10
PA142672229	Q96LK8
PA142672262	Q96N06
PA164717042	Q537H7
PA142672495	Q5T0L3
PA165617678	A4D263
PA36253	P63272
PA36255	O00267
PA36256	Q7KZ85
PA36101	P02549
PA38256	Q8NHX4
PA36103	P11277;Q59FP5;Q86TX9
PA36104	Q01082;B2ZZ89
PA36106	O15269
PA36107	O15270
PA162404677	Q9NUV7;Q8N2H1
PA36058	Q96JI7
PA36102	Q13813
PA36105	O15020
PA37918	Q9H254
PA38020	Q9NRC6
PA128394765	Q969W0
PA143485333	Q8NFR3
PA134895240	Q8NCC5
PA162404376	Q5VSR9
PA162404384	Q5MJ10
PA162404385	Q5MJ09
PA162404394	Q5MJ08
PA162404403	Q5MJ07
PA143485369	Q9BT56
PA36098	O43609
PA36099	O43597
PA36100	O43610
PA37975	Q9C004
PA24633	P21549
PA142670869	Q9BXG8
PA134894920	Q9Y6N5
PA36109	Q13501
PA162402954	Q8N9Q2
PA36110	Q9HD15
PA134951844	Q96JX3
PA142672514	Q8NEQ6
PA37883	Q8WTU2
PA144596269	Q8N5C6
PA335	P36956
PA336	Q12772;Q8NCY3
PA37899	Q9BX66
PA142670890	O94875;B7Z997
PA27775	Q14247;Q53HG7
PA162404706	Q6ZRS2
PA36119	Q86TD4;B3KPP4
PA29452	P23327
PA165432823	Q9C0H9
PA36111	P12931
PA134908523	Q96GP6
PA38420	Q14162
PA38255	Q8WXA9;B3KRJ9
PA142670870	Q8NEF9
PA36116	P11831
PA143485610	Q9UGK8
PA33733	P10124
PA134887956	Q7Z6B7
PA164742513	O75044;B7ZM87;B3KM24
PA134935463	O43295
PA36122	Q9H3Y6
PA36128	P49458
PA36123	P37108
PA36124	P09132
PA36125	P61011
PA36126	Q9UHB9;B3KMI9
PA36127	O76094
PA36129	Q96SB4
PA36130	P78362
PA162404805	Q9UPE1
PA36131	P08240
PA128394701	Q9Y5M8;Q549N5
PA134983994	O60687
PA36133	P78539
PA162404806	Q9UH36
PA38177	Q8IYB3
PA38178	Q9UQ35
PA165513415	A7MD48
PA164726295	Q9BXP5
PA37877	Q9GZT4
PA28427	O75494
PA35698	Q05519
PA165618223	Q8WXF0
PA35696	Q07955
PA35699	Q01130
PA35701	P84103;B2R6F3
PA35702	Q08170
PA35703	Q13243
PA35704	Q13247
PA35705	Q16629
PA165543687	Q9BRL6
PA35707	Q13242
PA134957023	Q9UHV2;Q53GC0
PA134948884	Q14140
PA134941720	Q9UJW9
PA134897438	Q9NUC0
PA162378085	A2A2V5
PA25681	Q9BYN0
PA36135	Q05066;A7WPU8
PA38046	P81877;Q9P038
PA38017	Q9BWW4
PA38018	Q9BWG4
PA36141	Q04837;A4D1U3
PA24702	P51649
PA162399971	Q9NQ55
PA134941788	Q8WYL5
PA134861867	Q76I76
PA134929326	Q8TE77
PA162380490	Q8WWF3;A4D1L0
PA36145	O43805
PA36146	Q14714
PA142670865	A2VEC9
PA36154	P30872;Q86SW9
PA36155	P30874
PA36156	P32745;Q86YF2
PA36157	P31391
PA36158	P35346
PA36147	P43307
PA36148	P43308
PA36150	P51571
PA36149	Q9UNL2
PA36151	Q08945
PA142670866	Q9NP77
PA142672393	Q9Y2M2
PA36159	Q16384
PA162404839	Q16385
PA36161	Q99909
PA36162	O60224
PA36163	O60225
PA134879420	Q7RTT5
PA36164	Q15532;Q4VAX0
PA36168	Q9Y5Y6
PA36203	Q9UEE5
PA36204	O94768;Q53QE7
PA38642	O60284
PA343	P50225
PA341	P50226
PA415	O43704
PA164742557	O00338
PA162405069	Q6IMI6
PA162405070	O75897
PA340	P49888;Q53X91
PA162404859	Q9HBF5
PA346	Q06520;A8K015
PA36249	O00204
PA134932545	Q8WU08
PA128394683	Q9NY57
PA134888050	Q86UX6
PA38252	Q9Y2H1
PA162404933	Q8TBR4
PA412	Q9BR01
PA142670854	O94864
PA38331	Q8TDW4
PA36173	Q9NRC1
PA35596	Q9Y365
PA38806	Q9Y3M8;B2R789
PA338	P42229;A8K6I5
PA36186	P51692
PA38610	Q9NY15
PA38611	Q8WWQ8
PA134955569	O95630
PA134939947	Q6ZMT1;D0IN09
PA134877600	Q96MF2
PA36175	Q99469
PA36176	Q8WVM7
PA36177	Q8N3U4;Q6MZP3;Q6MZM3
PA36178	Q9UJ98
PA142670864	Q96FJ0
PA36179	Q92783
PA36180	O75886
PA162404948	Q9ULZ2
PA162404971	Q9UGK3
PA134981867	Q14849
PA38284	Q96DR4
PA38286	Q9NSY2
PA38287	P59095
PA38285	Q9NQZ5
PA38804	Q92502
PA36181	P49675;Q6IBK0
PA36183	P42224
PA36184	P52630
PA337	P40763
PA36185	Q14765
PA339	P42226
PA36187	P02808
PA36188	O95793;B3KRE0;Q6PJX3
PA36189	Q9NUL3;Q4LE57;A8K276
PA134976391	Q9Y2K9
PA162405002	O95210
PA36190	P52823
PA36191	O76061;Q6FHC9
PA36193	Q9UHE8
PA38473	Q8NFT2;Q6YPB2;B3KS24
PA142670863	Q658P3
PA134874572	Q687X5
PA31764	Q13285
PA162405011	Q8IWL8
PA35780	Q15468
PA36195	Q13586
PA134926985	Q9P246;B3KUB5
PA142670761	Q86TL2
PA162405934	Q86WV6
PA36196	P31948
PA36197	O94804
PA36198	Q15831
PA36202	O75716
PA36206	P49842
PA36210	Q9Y6E0;Q5U0E6;Q6P0Y1
PA36211	O00506
PA36214	Q9BXU1
PA37900	Q9BYT3
PA38097	Q8TDR2
PA38212	Q9NRP7
PA38251	Q15208
PA38243	Q9UEW8
PA36213	Q13188
PA142670860	Q8N2I9
PA36215	Q13043
PA134891744	Q8NE28
PA37898	Q9UBI4
PA37897	Q9UJZ1
PA134939552	Q8TAV4
PA35491	P16949
PA35540	Q93045
PA38049	Q9NZ72
PA38089	Q9H169
PA134987118	Q9H668
PA27816	P27105
PA143485623	Q9Y6Q2
PA162390383	Q9Y6Q2;Q9UNN4
PA143485624	Q8WXE9
PA134883643	Q6ZVD7
PA142670861	Q9P2F5
PA36640	P09430;Q4ZG82
PA36641	Q05952;Q4VB56
PA162407405	Q9H6E5
PA143485320	Q5TH74
PA162379799	Q8N412
PA165585550	Q8N7X2
PA162379319	Q8N801
PA134990065	O95772
PA134956551	Q9BX79;B3KPB8
PA162405043	Q7Z7C7
PA164726342	Q7RTN6;Q86YC8
PA24743	Q9C0K7
PA134867032	Q9Y3F4
PA38145	Q96SI9
PA38082	Q7RTU9
PA38394	Q13033
PA134863218	Q9NRL3;Q59GV6
PA36224	O43815
PA134939426	Q5VSL9
PA134923427	Q9ULQ0
PA36225	P08842
PA29969	P46977
PA143485625	Q8TCJ2
PA142672479	Q69YW2
PA36228	O60499
PA36229	O75558
PA36230	Q86Y82
PA36231	O14662
PA36232	P56962
PA38061	Q9P2W9
PA142670857	Q8N4C7
PA36233	Q16623;Q75ME0
PA38345	P61266
PA27831	P32856
PA36235	Q13277;Q53YE2
PA36236	Q12846
PA36237	Q13190
PA36238	O43752
PA36239	O15400
PA36240	Q9UNK0
PA36241	P61764
PA36242	Q15833;Q53GF4
PA36243	O00186
PA134962267	Q6ZWJ1
PA134954258	Q5T5C0
PA134985567	Q8NFX7
PA134976821	Q6J9G0
PA134942462	Q9Y6J8
PA36244	Q8WUJ0
PA36246	P53597
PA36245	Q9P2R7;Q9Y4T0
PA36247	Q96I99
PA25942	Q9HAC7
PA25621	Q9UBS9
PA28934	Q9BXA5
PA38146	Q9UMX1
PA165394338	Q8IWZ8
PA165394371	Q8IX01;A8K5G0
PA34292	Q06330
PA35758	P14410
PA134861022	Q8IWU6
PA134902131	Q8IWU5
PA134977552	Q8NBK3
PA134921869	Q8NBJ7
PA37149	P63165
PA134914683	P61956
PA35973	P55854
PA134979206	Q6EEV6
PA165618311	O94901
PA165378369	Q9UH99
PA165618375	Q8TAQ9
PA38095	Q8TC36
PA36250	P51687
PA36252	O75486
PA36259	Q15526
PA36260	Q15527
PA36261	O15260
PA36263	O75683
PA134935587	Q6UWL2
PA134942464	Q9UGT4
PA128394766	Q96L08
PA142670855	Q5VX71;B3KTY0
PA143485627	O60279
PA128394557	Q92537
PA36257	Q8IYB8
PA36264	O43463
PA134868807	Q9H5I1
PA134936035	Q15022;A8K1U9
PA128394564	Q7L0J3
PA134930999	Q7L1I2
PA142672181	Q8N300
PA25971	Q4LDE5;B3KQM1
PA36265	O95425;Q569J5
PA164726394	Q8NHG7
PA162405089	Q8N434
PA142670848	Q8N4V2
PA142672610	Q2M3V2
PA145149864	A6NEL2
PA134882354	Q53LP3
PA145149865	A6NJG2
PA144596472	Q6NVH7
PA142671099	Q9BRV3
PA134903574	Q1ZZU3
PA165543694	Q9UH65
PA25613	Q5T5J6;B3KXU9
PA24367	P49588
PA162375129	Q5JTZ9
PA38107	Q96A49
PA165586000	Q9NX95
PA162405118	Q5T4T6;B4DFB8
PA26079	P49589;A8MVQ3
PA134876767	Q8N0S2
PA142670849	Q6PIF2
PA164717081	A1L190
PA162381083	Q9HA77
PA142670850	Q0VAF6
PA36269	Q15431
PA36272	Q9BX26;Q8IWA1
PA38298	Q8IZU3
PA27878	Q9UQF0;D0EYG5
PA27146	P14868
PA142670851	Q6ZW31
PA142672015	Q6PI48;Q9H9J7
PA144596439	Q5JPH6
PA27837	P07814
PA134905925	Q9HCS7
PA142670853	O95926
PA28005	Q9Y285;Q6IBR2
PA162388068	Q9NSD9
PA134954893	O95363
PA36279	Q96PV0
PA29192	P49590
PA29580	P41252;Q7Z3U5
PA142671670	Q9NSE4
PA38768	P57105
PA30016	Q15046
PA30297	Q9P2J5
PA134982982	Q15031
PA30642	P56192
PA134863396	Q96GW9
PA134896920	Q92797
PA144596263	A6NDD5
PA36276	P17600
PA36278	O14994;Q59EX7;Q17R54
PA164726395	Q9H7C4
PA31447	O43776
PA134975331	Q8NF91
PA128394613	Q8WXH0;Q6MZP0
PA134931380	Q6ZMZ3
PA145149542	Q8N205
PA164726408	O15061
PA25752	Q9H7V2
PA36285	O43426;B9EGN3;C9JFZ1;Q05CZ1
PA36286	O15056
PA143485554	Q96I59
PA38244	Q9UMS6
PA134863299	Q8N3V7
PA38154	Q8TBG9
PA24847	Q9UMZ2
PA134889033	Q9H987
PA36288	P08247
PA36289	Q16563;A4D0R1
PA142670846	Q5VXT5
PA142671198	Q7L3T8
PA34093	P47897
PA34231	P54136
PA162400662	Q5T160
PA162405119	Q8N2H4
PA34945	P49591
PA134899753	Q9NP81
PA134866255	Q6XYQ8
PA134898675	Q9BT88
PA38321	Q8IV01;B0AZL9;Q8NDM9
PA37942	Q7L8C5
PA134887689	Q8NB59;A1L3Y1
PA134921618	Q9BQS2
PA134964250	Q17RD7
PA142670841	Q9BSW7
PA36290	P21579
PA36291	Q8N9I0
PA36292	Q9BQG1
PA36293	Q9H2B2
PA36294	O00445
PA38614	Q5T7P8
PA36295	O43581
PA134993261	Q8NBV8
PA134984583	Q86SS6
PA128394753	A2RTX5
PA36337	P26639;B3KTN2
PA134921815	Q8IYJ3
PA37985	Q9HCH5
PA37986	Q4VX76
PA37987	Q96C24;Q71SF7;A8K973;B2R7R4
PA37988	Q8TDW5
PA162405200	Q9BW92
PA35986	P37840
PA35988	Q16143
PA35989	O76070;Q6FHG5
PA37275	P26640
PA164742816	Q5ST30
PA128394735	Q86TM6
PA37340	P23381
PA37341	Q9UGM6
PA37431	P54577
PA142670559	Q9Y2Z4
PA142672461	Q7Z422
PA142671628	Q5T011
PA142670755	Q96A25
PA142670756	Q9NUM4
PA142670757	Q9BVX2
PA28438	Q9Y5J6;B2R4A9
PA134983361	Q3SY00
PA142670824	Q9NUJ3;B3KQZ4
PA142670825	Q8N4U5
PA162405861	Q9BXJ8
PA162405862	A0PK00
PA26387	Q9BXQ6
PA143485645	Q9H061
PA143485646	Q8IUX1
PA128394615	A2VDJ0;B3KU55
PA134886953	Q24JP5
PA143485652	Q14DG7
PA143485653	Q8N3T6
PA143485654	Q14C87
PA143485655	Q6IEE7
PA165697532	Q86TG1
PA165394503	A6NC51
PA165664735	B9EJG8
PA162405898	Q8N4L1
PA162405899	Q8IW70
PA145147959	Q9NX61
PA145147987	Q8NDZ6
PA162405922	Q8WVE7
PA162405923	Q5T4T1
PA162405947	Q96HP8
PA162405966	Q3YBM2
PA162405994	Q8NBL3
PA162405995	Q6ZVK1
PA162405996	Q7Z7N9
PA162406090	Q8IXX5
PA162406111	Q1AE95
PA162406118	Q6ZMB5
PA162406140	Q9Y519
PA162406163	Q9NVA4
PA27062	Q8NFB2;B7Z4G6
PA166048952	Q9H7F4
PA162406349	Q86VY9;A8K2A1
PA162406350	Q69YZ2
PA165429148	A6NKL6
PA165618420	B2RXF0
PA165479330	Q8NBD8
PA134887618	Q15714
PA142670697	O75157
PA27504	Q99576;Q5JRJ2
PA142670698	Q9Y3Q8
PA36427	P48775
PA142671885	Q5JRV8;Q7Z4S8
PA142671886	Q8WV15
PA29034	P52657;B2R506
PA29036	P29083
PA29037	P29084
PA29038	P35269
PA29039	P13984
PA164720349	Q6P1K8
PA37928	Q9NYW0
PA37929	Q9NYV9
PA37930	Q9NYV8
PA37931	Q9NYV7
PA33936	P59533
PA38739	P59534
PA38738	P59535
PA38737	P59536
PA38741	Q7RTR8
PA38729	P59537
PA38730	P59539
PA38731	P59540
PA38736	P59544
PA134879120	P59551
PA134961537	Q96EM0
PA142670711	Q9Y228
PA142670801	Q96CE8
PA142670802	Q96DZ7
PA36554	P30408
PA142670803	Q53R12
PA36557	P48230;B3KP26
PA36558	O14894
PA165450804	Q9ULZ0
PA25639	Q9Y2B4
PA38278	Q96A56
PA25650	Q8IXH6
PA37921	Q9NYW7;Q502V6
PA37922	Q9NYW6
PA37923	Q9NYW5
PA37924	Q9NYW4;A4D1U0;Q502V5
PA37925	Q9NYW3
PA37926	Q9NYW2
PA37927	Q9NYW1
PA348	P21731;Q05C92;Q0VAB0
PA134921784	Q96RJ0
PA28903	Q9P1P5
PA142670843	O14804
PA134881141	Q96RI8
PA28850	Q969N4
PA134931528	Q96RI9
PA30604	Q15750;A8K6K3
PA30605	Q9NYJ8
PA165757406	Q8N5C8
PA162405395	Q8N9U0
PA36299	O75410;Q5HYH0
PA36300	O95359
PA36301	Q9Y6A5
PA36305	P09758
PA165433031	Q9BSH4
PA437	P40200
PA36306	O75478
PA165664556	Q86TJ2
PA165752724	Q96BN2
PA165698494	O75528
PA36336	Q13148
PA36318	Q12962
PA36319	Q15544
PA36320	Q16514
PA36321	Q15543
PA36307	Q15573
PA36308	Q53T94
PA36309	Q15572
PA164726421	Q9H5J8
PA134947802	Q8IZX4
PA36310	P21675
PA36311	Q6P1X5;B3KMD8
PA38222	Q5VWG9
PA36313	Q92750
PA36312	O00268
PA38223	O75529
PA36314	Q15542
PA38224	Q9Y6J9
PA36315	P49848
PA36323	Q5H9L4
PA36316	Q15545
PA162405144	Q7Z7C8
PA38225	Q9HBM6
PA134907870	Q7Z5A9
PA134974674	Q8N3H0
PA134899352	Q7Z5A8
PA134873006	Q96LR4
PA134887312	Q7Z5A7
PA38016	Q8N103
PA36325	P37802
PA134896732	Q9UI15
PA36324	Q01995;Q5U0D2
PA36326	P17542
PA36327	Q16559
PA134873576	Q70YC4;Q70YC5
PA134992213	Q9BVV6
PA36328	P37837
PA142672392	Q96BW9
PA142670838	Q9C0D5;B9EK39
PA142670837	Q9HCD6
PA36330	Q92844
PA134872946	Q7L7X3
PA134907964	Q9UL54;Q86V37;A0PJ48
PA134975064	Q9H2K8
PA35021	Q03518
PA143485412	Q9P031
PA35022	Q03519;Q9UP03
PA162405167	Q6NXT6
PA142670699	Q9H2D6
PA36333	Q13395
PA134868023	Q8IXB3
PA165394443	B6A8C7
PA134977769	Q7Z7G0
PA128395774	Q9UK61
PA25671	Q9H6P5
PA134971804	Q6P1N9
PA134959721	Q93075
PA142670831	Q17R31
PA238	P10636
PA36339	Q86VP1
PA36341	Q16635
PA134888210	Q9BXI6
PA142670835	Q4KMP7
PA142670836	Q8IV04
PA164726584	P0CG34;P0CG35
PA38789	Q9C0C2
PA25888	Q8WUA7
PA134867087	Q9NU19
PA162407319	Q71U36
PA162407332	P68363
PA162407345	Q9BQE3
PA162407376	Q6PEY2
PA162407391	P68366
PA37074	Q9NY65
PA134953102	A6NHL2
PA134924486	Q96M53
PA38100	Q9H4B7
PA142670670	Q13885
PA142670671	Q9BVA1
PA134953867	Q13509
PA134949465	P04350
PA142670672	P68371
PA358	P07437;Q5SU16
PA128394736	Q9BUF5
PA134891743	O60347
PA134898118	Q9NVG8
PA128394697	Q9P2M4
PA134946839	Q8TC07
PA134881634	Q8TBP0
PA134922509	Q9HA65
PA134980991	Q8N5T2
PA25683	Q96BZ9
PA134890585	Q8IYX1
PA142670829	Q9NUY8
PA144596267	Q9ULP9
PA162405201	Q3MII6
PA162405218	Q86UD7
PA162405287	Q2M2D7
PA162405312	Q9UFV1
PA162405327	Q9Y2I9
PA142670600	Q96DN5
PA134941179	Q8IZP1
PA142670833	A6NDS4
PA145007622	Q6IPX1;Q6DHY5
PA145007654	P0C7X1
PA145148061	Q0IIM8;Q8N250
PA145148062	Q66K14;Q9BW24;B3KM54
PA36343	O75347;Q6FGD7
PA162405357	Q99426
PA143485628	Q9NVR7
PA36344	Q15814
PA36342	Q86TI0;Q8NC59;B9A6J6;Q7Z6H2
PA38807	O60343
PA38808	Q92609;B9A6K1
PA134929978	Q9P0N9
PA134885935	O95759
PA128394607	Q6ZT07
PA36345	Q9BTW9
PA162405374	Q5QJ74;B2R8D2
PA36346	Q15813
PA165664603	Q8TEA7
PA38280	Q9BYX2
PA142670832	Q9UPU7;B2RTQ2
PA134909953	Q9UJT1;B3KMV1
PA134936770	Q9UJT0
PA37079	P23258
PA37081	Q9NRH3
PA36348	Q9UHD2
PA142670830	A7MCY6
PA134928556	Q9BZK7
PA36349	O60907
PA38564	Q9BQ87
PA36350	Q9Y4P3
PA36351	Q12788
PA36353	P62380
PA134990291	Q6SJ96
PA36352	P20226;Q32MN7
PA36354	Q16650
PA134926528	Q3YBR2
PA36356	O75333
PA36357	Q96SF7;Q8N8P2
PA36358	O95935
PA36359	O60806;B3KRD9
PA36355	O43435;Q152R5
PA36361	Q9UMR3
PA36362	Q9UL17
PA36363	Q9Y458;B3KUL8
PA36360	Q13207
PA36365	O15119
PA36366	P57082
PA36367	Q99593
PA36368	O95947
PA36296	O15178
PA142670822	Q8N7M0
PA162405435	Q8WW35
PA36415	Q8IZS6
PA162405436	Q5JR98
PA164727568	Q9BUR4
PA162385749	Q9Y4C2
PA162385772	A6NFQ2
PA142672384	Q8N3R3
PA36375	Q15170
PA134922072	Q9H3H9
PA128394737	Q969E4
PA128394724	Q96EI5
PA134950668	Q5H9L2
PA142670828	Q6IPX3
PA134936264	Q9BRU2
PA134991274	Q8IYN2
PA134921975	Q9UHQ7
PA142670812	Q8IUC6
PA134881157	Q86XR7
PA165660570	Q86XR7;Q9Y3B3
PA36371	P23193
PA36373	Q15560;Q6IB64
PA36374	O75764
PA36382	Q12870;A4LBB6;Q6NVX3
PA36384	Q9Y242
PA36386	Q9UGU0
PA36387	O43680
PA38359	Q7RTU1
PA145007492	Q9BQ70
PA36392	P36402
PA36398	Q9UL49;Q86TP4
PA134982007	Q5QJ38
PA143485629	Q9BT92
PA25962	Q9NR00
PA36400	P56279
PA36401	O95988
PA36403	P20061
PA36404	P20062
PA36405	Q13428;B4DRA2
PA36407	Q12799;D1MPS5
PA36409	Q8WWU5
PA142670858	P53999;Q6IBA2
PA36406	P17987
PA26179	P78371
PA26181	P50991
PA26182	P48643
PA26180	P49368;B3KX11
PA26185	Q99832
PA162382100	Q96SF2
PA26186	P50990
PA164726436	Q7Z6L1
PA164726437	O15040
PA26184	Q92526
PA26183	P40227
PA38007	O14776
PA134864258	Q5VWI1
PA36412	P57738
PA36701	P13693
PA36420	P13385
PA36419	Q13569;B4E127
PA25709	Q9H147
PA142671963	Q5QJE6
PA142670823	Q5VZ19
PA162405542	Q587J7
PA36430	Q9BXT4
PA134962690	Q9H7E2
PA134953461	Q8NAT2
PA134945900	O60522
PA134937960	Q8NHU6
PA134890186	Q8NDG6;Q86WA0
PA36431	Q9Y2W6
PA142672361	Q86YL5
PA27449	P04053
PA134976325	Q9NYB0
PA36432	P28347
PA36433	Q15562
PA36434	Q99594
PA36435	Q15561
PA142672531	Q96MN5
PA142671118	Q15185
PA165664664	Q5HYJ1
PA28946	Q9NZ01
PA162405437	Q2MV58
PA162405472	Q96GX1
PA162405513	Q6NUS6
PA36438	Q96PL2
PA36436	P42680
PA134885988	Q86SX3
PA143485396	Q7L2K0
PA142670818	Q5T9Z0
PA36567	Q8IYR6
PA36568	Q9UIK5
PA142672226	Q96QE5
PA36439	Q10587
PA37976	Q969V4
PA36442	Q9UIF3
PA37865	Q9BXF9
PA142670819	Q8WW24
PA162405603	Q96M29
PA162405604	Q9Y4R8;B4DXS2
PA36370	O15273;A2TDC0
PA165431550	Q86WV5
PA31904	Q9UKZ4;B7ZMH4
PA134961178	Q9P273
PA134896466	Q6N022
PA35103	P24821;Q4LE33
PA134973710	Q9UQP3;B3KXB6
PA36642	Q92752;A1L306
PA36660	Q9HBL0;Q59G71;A1L0S7;Q86VB0
PA134888115	Q68CZ2;Q59GW4
PA142670717	Q8IZW8;Q6PJP3
PA36662	P22105;Q9Y464;O95680;O95681;Q6IPK3
PA36443	Q99973
PA165450719	Q6URK8
PA37289	P55072;Q96IF9
PA143485393	Q8NHR7
PA36445	P54274
PA36446	Q15554
PA36447	O14746
PA36448	Q15569
PA36449	Q96S53
PA128394561	A2RU30
PA33834	Q9Y6M0
PA37906	Q9UGI8;A4D0U5
PA162405605	Q8NFU7
PA162405634	Q6N021;A7E237
PA162405645	O43151
PA38531	Q96IP4
PA134962922	Q96A09
PA134955264	Q5VWP2
PA134947605	Q8NEK8
PA36590	P05452
PA134991964	Q9NXF1
PA36450	Q8IYF3
PA36451	Q9BXU0
PA36454	Q8IWB6
PA36455	Q9BXT5
PA165433159	Q8NA77
PA144596482	Q8N6G2
PA162405646	O15482
PA134935852	Q8N6K0
PA142670820	Q8IWB9
PA147358470	Q5JUR7
PA162378965	O43247
PA134904440	Q5T0J7
PA134969142	Q5VZQ5
PA162379191	Q96LM6
PA162378937	Q6PEX7
PA162380336	Q6ZNM6
PA162379291	Q53QW1
PA145149520	Q8NA69
PA162380726	Q8TBZ9
PA142672391	Q96M34
PA142670821	Q8N6V9
PA29033	P52655
PA29035	Q00403
PA29041	P32780
PA29042	Q13888
PA29043	Q13889
PA29044	Q92759
PA134962077	Q6ZYL4
PA134980544	Q9NZI6
PA38582	Q8IUE1
PA38581	Q8IUE0
PA29048	Q92664
PA164741296	Q92994
PA29052	Q12789
PA29053	Q8WUA4
PA29054	Q9Y5Q9
PA29055	Q9UKN8;B3KNH2
PA29056	Q9Y5Q8
PA162390481	Q969F1
PA296	Q04206
PA36393	Q9HCS4
PA36394	Q9NQB0;Q6FHW4;C6ZRK5
PA36458	Q00059
PA36462	Q01664
PA38198	Q8WVM0
PA38348	Q9H5Q4
PA36463	Q12800
PA36464	Q14186
PA36466	Q14188
PA134898258	Q5H9I0
PA164742580	P15923
PA36467	P19532;B4DIA5
PA36468	P19484
PA36469	O14948
PA36470	P04155
PA36471	Q03403
PA36472	Q07654
PA36473	Q92734
PA134957136	O95379
PA38441	Q9UBB9
PA36475	P10646
PA36476	P48307
PA37802	P0C1Z6
PA36478	P02786;A8K6Q8
PA36477	Q9UP52
PA158	P13726
PA36487	Q03167
PA128395791	O95455
PA134963946	Q8WUH2
PA36480	P01135
PA350	P01137
PA36482	P61812
PA36483	P10600;A5YM40;B3KVH9
PA36481	O43294
PA36485	P36897;Q5T7S2
PA36486	P37173;A3QNQ0;D2JYI1
PA36489	Q15583
PA38035	Q9GZN2
PA36490	P22735
PA36491	P21980
PA38098	O95932
PA36492	Q08188
PA36493	P49221
PA36494	O43548;B4DPS8
PA134870048	Q96PF1
PA143485536	Q5JRA6
PA37959	O43493
PA162387516	Q9Y4F4;Q6P183
PA162387471	Q6ZUX3
PA162405660	Q96RS0
PA134963074	Q9BXR0;Q71RF8
PA134988462	Q9P2Z0
PA134979842	Q96EK4
PA134882460	Q6YHU6
PA134920361	Q9NVV9
PA134886354	Q9H0W7
PA134987111	Q8WTV1
PA134864723	Q8WY91
PA134905837	Q7Z6K1
PA134873449	Q8TBB0
PA134964580	Q9BT49
PA134973337	Q8NA92
PA134981371	Q9H5L6
PA349	P24557;Q53F23
PA36507	P10827;Q6FH41
PA36347	P05543
PA36508	P10828
PA134953737	Q9P2T0
PA142670813	Q5T1C6
PA142670814	Q8N1Q8
PA142672318	Q8WUY1
PA162405691	Q9NWX6
PA19	Q9BWD1
PA24419	P09110
PA24431	P24752
PA24420	P42765;B3KNP8
PA38245	Q99757
PA37091	P10599
PA165618330	Q8N1K5
PA128394550	Q5TEJ8
PA134906927	Q8IYQ7;Q9H6P9
PA162405692	Q86YJ6
PA134887435	Q96FV9
PA128395788	Q8NI27
PA134893535	Q96J01
PA134925107	Q86V81
PA38188	Q13769
PA142670592	Q86W42
PA144596266	Q6I9Y2
PA36505	P52888
PA157	P00734
PA36509	Q92748
PA162405715	Q9UPZ6
PA134937912	Q9NS62;B3KTY7
PA143485631	Q6ZMP0
PA30928	P25325
PA38774	Q9BU02
PA37055	Q16762
PA134983093	Q9NXG2;Q6MZT3
PA134976355	Q9BTF0
PA134969445	Q9BV44
PA36510	P04216;B0YJA4
PA36479	P01266
PA128394653	Q9P016
PA38228	Q99595
PA38226	O60830
PA36511	P31483
PA36512	O95411
PA36514	Q13009
PA36515	Q8IVF5;B3KW11
PA36513	Q01085;Q49AS9
PA36081	Q08629
PA128394560	Q92563
PA134977377	Q9BQ16
PA142672278	Q7Z2Z1
PA25900	Q9NPL8
PA36516	P35590
PA36441	Q02763;Q59HG2
PA36519	O15164
PA38131	Q13263
PA162405786	Q6ZNK6
PA162405777	Q96CG3
PA34228	P49788
PA25506	Q9NQ88
PA38382	Q96MW7
PA38526	Q4W5G0;B3KNK0
PA38527	Q6B0B8
PA38528	Q8IY51
PA38525	Q17RP2
PA38524	Q6NT04
PA164726482	Q495A1
PA165696373	Q86V40
PA134921522	Q86X45
PA36521	P62072
PA36522	Q9Y5L4
PA142671967	Q96DA6
PA134897360	Q9BVV7;A8K1K8
PA38230	Q9Y584
PA38227	O14925;B1APJ0
PA147358399	Q9BSF4
PA38229	O43615
PA134902846	Q3ZCQ8
PA36523	O60220
PA36524	Q9Y5J9
PA36525	Q9Y5J7
PA134989118	Q96H15
PA36526	P01033;Q6FGX5
PA36527	P16035
