UniRef100_P31946	P31946;V9HWD6
UniRef100_A0A0A7C8F6	A0A0A7C8F6
UniRef100_A2NWW6	A2NWW6
UniRef100_P57078-2	B7ZAU7
UniRef100_E1CJT3	E1CJT3
UniRef100_Q12845	Q12845
UniRef100_Q3B7J4	Q3B7J4
UniRef100_Q9P0C5	Q9P0C5
UniRef100_Q9UDZ8	Q9UDZ8
UniRef100_Q9UG55	Q9UG55
UniRef100_B7Z610	B7Z610
UniRef100_B7Z6F1	B7Z6F1
UniRef100_B7Z9Y8	B7Z9Y8
UniRef100_A0A060VCZ2	A0A060VCZ2
UniRef100_B2RBE9	B2RBE9
UniRef100_G5D804	G5D804
UniRef100_L0R6H3	L0R6H3
UniRef100_B2R7B1	B2R7B1
UniRef100_F1SW66	F1SW66
UniRef100_F4MHL8	F4MHL8
UniRef100_F4NBV5	F4NBV5
UniRef100_F4ZUV0	F4ZUV0
UniRef100_A8K910	A8K910
UniRef100_A8KAI3	A8KAI3
UniRef100_Q2KJU5	Q2KJU5
UniRef100_Q6IEV0	Q6IEV0
UniRef100_X5D3F9	X5D3F9
UniRef100_A8K2U2	A8K2U2
UniRef100_A8K455	A8K455
UniRef100_A8K6X2	A8K6X2
UniRef100_E3UPB1	E3UPB1
UniRef100_H2PTR5	O95898
UniRef100_Q95IZ9	Q95IZ9
UniRef100_S5SA44	S5SA44
UniRef100_X5DP12	X5DP12
UniRef100_A0A024R666	A0A024R666
UniRef100_A0A0A7CAF8	A0A0A7CAF8
UniRef100_D8L392	D8L392
UniRef100_O43601	O43601
UniRef100_Q548H6	Q548H6
UniRef100_Q8WY95	Q8WY95
UniRef100_Q9HBD8	Q9HBD8
UniRef100_X5D2R8	X5D2R8
UniRef100_A5JQJ7	A5JQJ7
UniRef100_B0LXF6	B0LXF6
UniRef100_L0R855	L0R855
UniRef100_Q14732	Q14732
UniRef100_Q3YL85	Q3YL85
UniRef100_Q7Z665	Q7Z665
UniRef100_A0A2K6SKL9	Q9BTS4
UniRef100_A0A059QUY0	A0A059QUY0
UniRef100_B2R9L0	B2R9L0
UniRef100_F5BH05	F5BH05
UniRef100_C6ZRC1	C6ZRC1
UniRef100_F1AHJ1	F1AHJ1
UniRef100_M9PNN8	M9PNN8
UniRef100_A0A059QQR4	A0A059QQR4
UniRef100_A0A059RDU1	A0A059RDU1
UniRef100_A0A186VN48	A0A186VN48
UniRef100_A8DA00	A8DA00
UniRef100_A8K2T9	A8K2T9
UniRef100_A8K4K5	A8K4K5
UniRef100_A8K669	A8K669
UniRef100_A8K9I9	A8K9I9
UniRef100_F4MH70	F4MH70
UniRef100_Q2L6J4	Q2L6J4
UniRef100_Q2MCP2	Q2MCP2
UniRef100_Q53EK6	Q53EK6
UniRef100_Q53HJ9	Q53HJ9
UniRef100_Q96ID7	Q96ID7
UniRef100_S6EY87	S6EY87
UniRef100_O75952-4	E2ITE3
UniRef100_Q95HN7	Q95HN7
UniRef100_X5DP20	X5DP20
UniRef100_Q8WWD7	Q8WWD7
UniRef100_Q9BUN3	Q9BUN3
UniRef100_Q9C043	Q9C043
UniRef100_Q9HBL9	Q9HBL9
UniRef100_A7WPM3	A7WPM3
UniRef100_A8K1E7	A8K1E7
UniRef100_A8K8B7	A8K8B7
UniRef100_A8K9K0	A8K9K0
UniRef100_Q16812	Q16812
UniRef100_Q53FD7	Q53FD7
UniRef100_Q53GD0	Q53GD0
UniRef100_Q9BZ74	Q9BZ74
UniRef100_A0JLS3	A0JLS3
UniRef100_Q8TBE2	Q8TBE2
UniRef100_X5D2E8	X5D2E8
UniRef100_X5MFE7	X5MFE7
UniRef100_D7NQT2	D7NQT2
UniRef100_H7CHW8	H7CHW8
UniRef100_L8E766	L8E766
UniRef100_L8E9S2	L8E9S2
UniRef100_Q3KRG8	Q3KRG8
UniRef100_Q5U0I7	Q5U0I7
UniRef100_L8E7P0	L8E7P0
UniRef100_A0A2K5TR29	Q8N3T5
UniRef100_A0A0A7C9F9	A0A0A7C9F9
UniRef100_D3VVM4	D3VVM4
UniRef100_D4IH33	D4IH33
UniRef100_Q6EEZ7	Q6EEZ7
UniRef100_Q6P1R0	Q6P1R0
UniRef100_Q9UDS9	Q9UDS9
UniRef100_A0A078BCJ0	A0A078BCJ0
UniRef100_A0A0A7C536	A0A0A7C536
UniRef100_Q0Z7R3	Q0Z7R3
UniRef100_Q0ZCG4	Q0ZCG4
UniRef100_H0YPB7	Q71UL6
UniRef100_B4DVC7	B4DVC7
UniRef100_E5LAN0	E5LAN0
UniRef100_H9PWQ9	H9PWQ9
UniRef100_H9QXH4	H9QXH4
UniRef100_H9R0S8	H9R0S8
UniRef100_Q8NDS2	Q8NDS2
UniRef100_B0AZQ4	B0AZQ4
UniRef100_D3U3Z2	D3U3Z2
UniRef100_Q6GMX4	Q6GMX4
UniRef100_A4QMX8	A4QMX8
UniRef100_A9X9K9	A9X9K9
UniRef100_Q5U0C8	D2CT64;Q5U0C8
UniRef100_D3U4E8	D3U4E8
UniRef100_Q6FG98	Q6FG98
UniRef100_Q6NUQ9	Q6NUQ9
UniRef100_Q6PKT8	Q6PKT8
UniRef100_A0A2I3MK15	Q8NFT1
UniRef100_Q9H6M4	Q9H6M4
UniRef100_Q6ZVU3	Q6ZVU3
UniRef100_A0A059RSK8	A0A059RSK8
UniRef100_B7Z1V2	B7Z1V2
UniRef100_B7Z7C0	B7Z7C0
UniRef100_B7Z7W7	B7Z7W7
UniRef100_D2SSL1	D2SSL1
UniRef100_D3U3K1	D3U3K1
UniRef100_L8ECC1	L8ECC1
UniRef100_L8ECF6	L8ECF6
UniRef100_L8ECI9	L8ECI9
UniRef100_L8E9S3	L8E9S3
UniRef100_L8ECG4	L8ECG4
UniRef100_M1F367	M1F367
UniRef100_Q9NWJ7	Q9NWJ7
UniRef100_A0A180H5R5	A0A180H5R5
UniRef100_E5G0X6	E5G0X6
UniRef100_H9SCA9	H9SCA9
UniRef100_L8E9W8	L8E9W8
UniRef100_M1F4U6	M1F4U6
UniRef100_Q05C17	Q05C17;Q6PI32
UniRef100_Q8N563	Q8N563
UniRef100_Q8WYU8	Q8WYU8
UniRef100_Q9P0L6	Q9P0L6
UniRef100_Q6F3I1	Q6F3I1
UniRef100_Q6FHH6	Q6FHH6
UniRef100_Q6IAP9	Q6IAP9
UniRef100_W0HE70	W0HE70
UniRef100_A4FTY0	A4FTY0
UniRef100_D3VVK9	D3VVK9
UniRef100_Q58FF5	Q58FF5
UniRef100_Q96TB1	Q96TB1
UniRef100_A0A0A7C7X9	A0A0A7C7X9
UniRef100_Q0GM93	Q0GM93
UniRef100_Q3B7A7	Q3B7A7
UniRef100_Q86VC1	Q86VC1
UniRef100_Q8TE08	Q8TE08
UniRef100_H2QUY5	Q96P91
UniRef100_Q6WG73	Q6WG73
UniRef100_Q6ZUC8	Q6ZUC8
UniRef100_A0A059RP26	A0A059RP26
UniRef100_B7SEW2	B7SEW2
UniRef100_B7Z2I1	B7Z2I1
UniRef100_B7Z993	B7Z993
UniRef100_L8EBH5	L8EBH5
UniRef100_A0A059RZV4	A0A059RZV4
UniRef100_L8E8H1	L8E8H1
UniRef100_L8E9K3	L8E9K3
UniRef100_L8EBD9	L8EBD9
UniRef100_O14848	O14848
UniRef100_R9QTR3	R9QTR3
UniRef100_X5D7A4	X5D7A4
UniRef100_X5DR67	X5DR67
UniRef100_A5HC13	A5HC13
UniRef100_Q6IYF1	Q6IYF1
UniRef100_Q8N4X1	Q8N4X1
UniRef100_A0A097QFQ1	A0A097QFQ1
UniRef100_H9T456	H9T456
UniRef100_L8EAD1	L8EAD1
UniRef100_L8EC61	L8EC61
UniRef100_U6A3P1	U6A3P1
UniRef100_A9UF03	A9UF03
UniRef100_B0FYL2	B0FYL2
UniRef100_O75102	O75102
UniRef100_Q6P4R9	Q6P4R9
UniRef100_Q6PJM4	Q6PJM4
UniRef100_Q6ZP94	Q6ZP94
UniRef100_Q9P1T0	Q9P1T0
UniRef100_A0A0A7C9J8	A0A0A7C9J8
UniRef100_Q6YL46	Q6YL46
UniRef100_Q6ZMJ1	Q6ZMJ1
UniRef100_Q9Y4N5	Q9Y4N5
UniRef100_B7Z1J1	B7Z1J1
UniRef100_B7Z7J6	B7Z7J6
UniRef100_B7Z915	B7Z915
UniRef100_L8E997	L8E997
UniRef100_A0A077QWU1	A0A077QWU1
UniRef100_F6IQC6	F6IQC6;S5DMZ0
UniRef100_Q2M1U5	Q2M1U5
UniRef100_A8CLK2	A8CLK2
UniRef100_A8K1B4	A8K1B4
UniRef100_A8QI98	A8QI98
UniRef100_F6KS38	F6KS38
UniRef100_I6NWH5	I6NWH5
UniRef100_I7FC29	I7FC29
UniRef100_I7FC51	I7FC51
UniRef100_Q8N5Z9	Q8N5Z9
UniRef100_A5A158	A5A158
UniRef100_H9NPM6	H9NPM6
UniRef100_Q16479	Q16479
UniRef100_Q96MH4	Q96MH4
UniRef100_Q9H8G4	Q9H8G4
UniRef100_X5D2C1	X5D2C1
UniRef100_B5MBS1	B5MBS1
UniRef100_C1KBJ6	C1KBJ6
UniRef100_Q16060	Q16060
UniRef100_Q16185	Q16185
UniRef100_Q0ZAX1	Q0ZAX1
UniRef100_Q29635	Q29635
UniRef100_Q6FGQ2	Q6FGQ2
UniRef100_Q6MZU8	Q6MZU8
UniRef100_Q6NYC5	Q6NYC5
UniRef100_H0ZYB0	Q9UHA9
UniRef100_D3U471	D3U471
UniRef100_Q0ZCG5	Q0ZCG5
UniRef100_Q6P0P0	Q6P0P0
UniRef100_Q6PKB8	Q6PKB8
UniRef100_Q6FH32	Q6FH32
UniRef100_Q6JKH2	Q6JKH2
UniRef100_Q71VB8	Q71VB8
UniRef100_A7U8S4	A7U8S4
UniRef100_A8CGH7	A8CGH7
UniRef100_I3Q2C2	I3Q2C2
UniRef100_Q8IX60	Q8IX60
UniRef100_A0A2K5PD06	Q8N6S3
UniRef100_G3SBA8	Q9Y465
UniRef100_O43249	O43249
UniRef100_Q659E8	Q659E8
UniRef100_A2N0T0	A2N0T0
UniRef100_A5D6Q9	A5D6Q9
UniRef100_A5HM74	A5HM74
UniRef100_A0A096N0R6	G1UI34
UniRef100_H9QBC7	H9QBC7
UniRef100_Q13784	Q13784
UniRef100_Q8N325	Q8N325
UniRef100_Q9H3H0	Q9H3H0
UniRef100_D3VVD8	D3VVD8
UniRef100_D5H3W1	D5H3W1
UniRef100_Q6IPN0	Q6IPN0
UniRef100_A0A485N2V9	Q6LBH2
UniRef100_Q9BZC7-3	Q6P2G5
UniRef100_Q8WUR0	Q71RG1
UniRef100_A0A2J8KX88	Q9HCX5
UniRef100_Q9UPY7	Q9UPY7
UniRef100_Q6ZRV0	Q6ZRV0
UniRef100_B9TX05	B9TX05
UniRef100_B7Z8H3	B7Z8H3
UniRef100_B7Z8W8	B7Z8W8
UniRef100_B9TX38	B9TX38
UniRef100_O43627	O43627
UniRef100_S6FLQ0	S6FLQ0
UniRef100_U5YKI0	U5YKI0
UniRef100_X5BS38	X5BS38
UniRef100_A0A1D5QJE1	A2I831
UniRef100_Q8NAM9	Q8NAM9
UniRef100_Q8TCR4	Q8TCR4
UniRef100_Q96S01	Q96S01
UniRef100_D3VVM8	D3VVM8
UniRef100_D3VVN1	D3VVN1
UniRef100_Q562N2	Q562N2
UniRef100_Q7Z7M3	Q7Z7M3
UniRef100_A0A0A7C4Z3	A0A0A7C4Z3
UniRef100_A9X816	A9X816
UniRef100_Q6NXF8	Q6NXF8
UniRef100_I6L9B0	I6L9B0
UniRef100_Q16425	Q16425
UniRef100_Q6XB16	Q6XB16
UniRef100_Q6ZSZ7	Q6ZSZ7
UniRef100_A2VDK1	A2VDK1
UniRef100_B7Z6T9	B7Z6T9
UniRef100_U6BR70	U6BR70
UniRef100_Q9Y6I7-4	A0JLP1
UniRef100_E0X065	E0X065
UniRef100_A0A2J8K6H1	Q4TT76
UniRef100_Q4U3X3	Q4U3X3;D3Y5Y1
UniRef100_Q6FGU5	Q6FGU5
UniRef100_A0A186VNE4	A0A186VNE4
UniRef100_B2RC95	B2RC95
UniRef100_E9P7C2	E9P7C2
UniRef100_F4MHS0	F4MHS0
UniRef100_L0R375	L0R375
UniRef100_A0A059RXV5	A0A059RXV5
UniRef100_G9K388	G9K388
UniRef100_A0A2J8PQH5	Q53TH8
UniRef100_A5PHT2	A5PHT2
UniRef100_A8E0Y5	A8E0Y5
UniRef100_A8K039	A8K039
UniRef100_A8K360	A8K360
UniRef100_A8K3U5	A8K3U5
UniRef100_A8K5C4	A8K5C4
UniRef100_E2GJM7	E2GJM7
UniRef100_Q5ZEY7	Q5ZEY7
UniRef100_U4PSC4	U4PSC4
UniRef100_X5DQV1	X5DQV1
UniRef100_I6ZVY0	I6ZVY0
UniRef100_Q6UJZ6	Q6UJZ6
UniRef100_Q86YL1	Q86YL1
UniRef100_S5RG19	S5RG19
UniRef100_A5HC02	A5HC02
UniRef100_E5KNC9	E5KNC9
UniRef100_H9T2R7	H9T2R7
UniRef100_C0KZ88	I0JGT8;C0KZ88
UniRef100_L8E7S5	L8E7S5
UniRef100_A0A059QR65	A0A059QR65
UniRef100_A8K9U7	A8K9U7
UniRef100_G9I979	G9I979
UniRef100_A8K3Q9	A8K3Q9
UniRef100_A8K670	A8K670
UniRef100_A8K6I8	A8K6I8
UniRef100_A8K8C1	A8K8C1
UniRef100_A8KAQ0	A8KAQ0
UniRef100_A8MW57	A8MW57
UniRef100_E2FIL8	E2FIL8
UniRef100_L9LDI3	E3WH19
UniRef100_Q6UV35	Q6UV35
UniRef100_Q8TDS1	Q8TDS1
UniRef100_Q15217	Q15217
UniRef100_Q8NAG1	Q8NAG1
UniRef100_L5KR81	C1KC08
UniRef100_Q8N8S8	Q8N8S8
UniRef100_Q8TDR5	Q8TDR5
UniRef100_Q9UER0	Q9UER0
UniRef100_V9H114	V9H114
UniRef100_K9R230	K9R230
UniRef100_Q6NSA0	Q6NSA0
UniRef100_Q6NZ44	Q6NZ44
UniRef100_Q9BT54	Q9BT54
UniRef100_C8CH72	C8CH72;C7FDP9
UniRef100_D1H0P2	D1H0P2
UniRef100_Q0ZCF5	Q0ZCF5
UniRef100_Q16746	Q16746
UniRef100_Q2VYF7	Q2VYF7
UniRef100_Q86XZ8	Q86XZ8
UniRef100_Q8N1N7	Q8N1N7
UniRef100_A0A059RSG1	A0A059RSG1
UniRef100_H9QRX4	H9QRX4
UniRef100_Q6ZN96	Q6ZN96
UniRef100_Q6ZT72	Q6ZT72
UniRef100_Q9HBV3	Q9HBV3
UniRef100_Q9NZF9	Q9NZF9
UniRef100_A0A0A7C3X3	A0A0A7C3X3
UniRef100_A0A0A7C8C8	A0A0A7C8C8
UniRef100_B0AZP3	B0AZP3
UniRef100_B0AZU8	B0AZU8
UniRef100_C8C064	C8C064
UniRef100_D2CT71	D2CT71;D2CT70
UniRef100_A0A1A7YV38	D3YHE8
UniRef100_L7NVL6	L7NVL6
UniRef100_Q14890	Q14890
UniRef100_Q8N538	Q8N538
UniRef100_M4PPI4	M4PPI4
UniRef100_Q6NT65	Q6NT65
UniRef100_A0A0A7C522	A0A0A7C522
UniRef100_A0A0A7C900	A0A0A7C900
UniRef100_Q3B7X1	Q3B7X1
UniRef100_Q6J1Z9	Q6J1Z9
UniRef100_Q6WG69	Q6WG69
UniRef100_Q6ZRD9	Q6ZRD9
UniRef100_Q7Z5Z6	Q7Z5Z6
UniRef100_Q9P1S2	Q9P1S2
UniRef100_B7Z2M7	B7Z2M7
UniRef100_I7LNF1	I7LNF1
UniRef100_A1YZK9	A1YZK9
UniRef100_C4MDQ5	C4MDQ5
UniRef100_D2KI89	D2KI89
UniRef100_L8EAI0	L8EAI0
UniRef100_Q8NI65	Q8NI65
UniRef100_Q8WWG4	Q8WWG4
UniRef100_Q8WYY0	Q8WYY0
UniRef100_H2P1X8	Q9BVT2
UniRef100_A1L187	A1L187
UniRef100_Q96PA3	Q96PA3
UniRef100_A2MZT1	A2MZT1
UniRef100_D7NNR3	D7NNR3
UniRef100_L8E7U2	L8E7U2
UniRef100_M1FXF4	M1FXF4
UniRef100_Q96L61	Q96L61
UniRef100_Q9BTS9	Q9BTS9
UniRef100_Q9Y5N3	Q9Y5N3
UniRef100_F7IK82	Q59FC4
UniRef100_Q6ICM2	Q6ICM2
UniRef100_U5YJJ1	U5YJJ1
UniRef100_A9UEZ9	A9UEZ9
UniRef100_D1H0M5	D1H0M5
UniRef100_D3VVG7	D3VVG7
UniRef100_D3YPQ0	D3YPQ0
UniRef100_Q8WMB2	Q8WMB2
UniRef100_A0A078N209	A0A078N209
UniRef100_A0A0A7C5V6	A0A0A7C5V6;L0BVV2;T1R3C8
UniRef100_A0A0A7C9H6	A0A0A7C9H6
UniRef100_K7QT43	K7QT43
UniRef100_Q6ZN47	Q6ZN47
UniRef100_Q6ZP38	Q6ZP38
UniRef100_Q6ZS59	Q6ZS59
UniRef100_Q86UI3	Q86UI3
UniRef100_A0A059RKX5	A0A059RKX5
UniRef100_B7Z8J1	B7Z8J1
UniRef100_B7Z8Y5	B7Z8Y5
UniRef100_J7K731	J7K731
UniRef100_Q2HJR5	Q2HJR5
UniRef100_A0A067ZXG6	A0A067ZXG6
UniRef100_A0A068BQ23	A0A068BQ23
UniRef100_A0A120GWC0	A0A120GWC0
UniRef100_C4PGM0	C4PGM0
UniRef100_L8EAS3	L8EAS3
UniRef100_B0AZN7	B0AZN7
UniRef100_B0FJM0	B0FJM0
UniRef100_Q8N2S9	Q8N2S9
UniRef100_A0A2R8NAH0	A9X3Y2
UniRef100_A9XAD5	A9XAD5
UniRef100_D3VVP2	D3VVP2
UniRef100_Q6IAC8	Q6IAC8
UniRef100_Q6ZP88	Q6ZP88
UniRef100_Q6ZPC7	Q6ZPC7
UniRef100_A0A2K6T0J0	Q71UN9
UniRef100_A0A059RL82	A0A059RL82
UniRef100_A0A075C9B0	A0A075C9B0
UniRef100_Q6ZSN9	Q6ZSN9
UniRef100_Q6ZUE6	Q6ZUE6
UniRef100_A0A059RKM1	A0A059RKM1
UniRef100_B7Z1Y5	B7Z1Y5
UniRef100_B7Z7S7	B7Z7S7
UniRef100_B7Z9G0	B7Z9G0
UniRef100_B7ZKL4	B7ZKL4
UniRef100_D1MZU0	D1MZU0
UniRef100_L8E9R0	L8E9R0
UniRef100_L8EAP5	L8EAP5
UniRef100_L8ECM1	L8ECM1
UniRef100_Q6ZNS4	Q6ZNS4
UniRef100_Q762C6	Q762C6
UniRef100_Q8WYH5	Q8WYH5
UniRef100_R4ZGQ9	R4ZGQ9
UniRef100_A5A8M8	A5A8M8
UniRef100_Q53GZ5	Q53GZ5
UniRef100_U5XKI1	U5XKI1
UniRef100_I7D962	I7D962
UniRef100_Q8NAN9	Q8NAN9
UniRef100_B7Z7L7	B7Z7L7
UniRef100_B7Z7N2	B7Z7N2
UniRef100_D3VVS2	D3VVS2
UniRef100_L8EAV5	L8EAV5
UniRef100_L8ECN1	L8ECN1
UniRef100_U3RKH9	U3RKH9
UniRef100_A2NZM1	A2NZM1
UniRef100_A6ZH67	A6ZH67
UniRef100_D2DKH9	D2DKH9
UniRef100_L8E899	L8E899
UniRef100_Q8NH11	Q8NH11
UniRef100_Q9P084	Q9P084
UniRef100_Q6V7X8	Q6V7X8
UniRef100_L8E8R7	L8E8R7
UniRef100_A0PJI9	A0PJI9
UniRef100_A3FMQ3	A3FMQ3
UniRef100_B2R8C7	B2R8C7
UniRef100_Q8N7Y7	Q8N7Y7
UniRef100_A0A0F6MY87	A0A0F6MY87
UniRef100_A0A0G2JM57	A0A0G2JM57
UniRef100_L0R542	L0R542
UniRef100_A0A068LKQ5	A0A068LKQ5
UniRef100_O00417	O00417
UniRef100_O60697	O60697
UniRef100_Q6ZNK3	Q6ZNK3
UniRef100_Q6ZV82	Q6ZV82
UniRef100_Q96AL6	Q96AL6
UniRef100_A0A2I3SMA6	Q9HC30
UniRef100_Q9UM08	Q9UM08
UniRef100_R4SCP5	R4SCP5
UniRef100_G3M8T7	G3M8T7
UniRef100_I1U8N0	I1U8N0
UniRef100_Q562X2	Q562X2
UniRef100_U5IQD3	U5IQD3
UniRef100_L8EC62	L8EC62
UniRef100_M5AUI8	M5AUI8
UniRef100_Q6IF01	Q6IF01
UniRef100_A0A059RU34	A0A059RU34
UniRef100_Q5QCF4	Q5QCF4
UniRef100_C0LQF2	C0LQF2
UniRef100_Q5D1D5	Q5D1D5
UniRef100_Q9GIL4	Q9GIL4
UniRef100_A0A0C5PF35	A0A0C5PF35
UniRef100_V9Q8N1	V9Q8N1
UniRef100_A0A167HES1	A0A167HES1
UniRef100_O00184	O00184
UniRef100_Q16128	Q16128
UniRef100_Q6TGM3	Q6TGM3
UniRef100_Q8TBK9	Q8TBK9
UniRef100_Q9Y595	Q9Y595
UniRef100_C9WCW2	C9WCW2
UniRef100_A0A2J8MP94	Q53BH6
UniRef100_Q6VBB8	Q6VBB8
UniRef100_Q7Z6F9	Q7Z6F9
UniRef100_W5ZL11	W5ZL11
UniRef100_L8E7I7	L8E7I7
UniRef100_L8E9X0	L8E9X0
UniRef100_M4SNZ1	M4SNZ1
UniRef100_A0A0C5BZP0	A0A0C5BZP0
UniRef100_A0PJG2	A0PJG2
UniRef100_E5DCM7	E5DCM7
UniRef100_F4MH64	F4MH64
UniRef100_Q5K634	Q5K634
UniRef100_A0A5F4C461	Q9BSW5
UniRef100_A0A0B5INU1	A0A0B5INU1
UniRef100_V9PAP6	V9PAP6
UniRef100_A0A0D5ZZZ2	A0A0D5ZZZ2
UniRef100_A0A0U1RQE7	A0A0U1RQE7
UniRef100_A0A068C0I6	A0A068C0I6
UniRef100_A0A076N8A7	A0A076N8A7
UniRef100_A2NYQ9	A2NYQ9
UniRef100_Q96N63	Q96N63
UniRef100_Q9H8Q7	Q9H8Q7
UniRef100_R9S252	R9S252
UniRef100_R9Y5H2	R9Y5H2
UniRef100_U6BR74	U6BR74
UniRef100_A0A0H5CW80	A0A0H5CW80
UniRef100_A7E2U9	A7E2U9
UniRef100_Q0PQ79	Q0PQ79
UniRef100_Q52RG6	Q52RG6
UniRef100_Q96HN5	Q96HN5
UniRef100_T1R379	T1R379;A0A0G2R0T7
UniRef100_C9WES4	C9WES4
UniRef100_I2B2W4	I2B2W4
UniRef100_Q8WLT3	Q8WLT3
UniRef100_A5YAK8	A5YAK8
UniRef100_B2RBF9	B2RBF9
UniRef100_F4MH65	F4MH65
UniRef100_Q1JR85	Q1JR85
UniRef100_V9J598	V9J598
UniRef100_A0A0B7MH42	A0A0B7MH42
UniRef100_A0A0U1RQC5	A0A0U1RQC5
UniRef100_A0A4D5RBK4	A0A4D5RBK4
UniRef100_A1YZL2	A1YZL2
UniRef100_B7Z2R6	B7Z2R6
UniRef100_B7Z347	B7Z347
UniRef100_B7Z9Q3	B7Z9Q3
UniRef100_D3IP05	D3IP05
UniRef100_D3U455	D3U455
UniRef100_L8E913	L8E913
UniRef100_Q45FD6	Q45FD6
UniRef100_S4T6Q4	S4T6Q4
UniRef100_D2CPJ2	D2CPJ2
UniRef100_Q9P100	Q9P100
UniRef100_Q9UIA5	Q9UIA5
UniRef100_T1R3D0	T1R3D0
UniRef100_Q6VI95	Q6VI95
UniRef100_A0A059R6D6	A0A059R6D6
UniRef100_A0A0A1CEV8	A0A0A1CEV8
UniRef100_L8E8C2	L8E8C2
UniRef100_L0RH38	L0RH38
UniRef100_L8E9G0	L8E9G0
UniRef100_L8ECQ3	L8ECQ3
UniRef100_A0A125RA17	A0A125RA17
UniRef100_Q15HM5	Q15HM5
UniRef100_Q75QY0	Q75QY0
UniRef100_R9QG81	R9QG81
UniRef100_U5YMG9	U5YMG9
UniRef100_D9DBS9	D9DBS9
UniRef100_Q53GY5	Q53GY5
UniRef100_Q53H39	Q53H39
UniRef100_D0AB01	D0AB01
UniRef100_L8E7J3	L8E7J3
UniRef100_L8E957	L8E957
UniRef100_M4QNN1	M4QNN1
UniRef100_Q304Z4	Q304Z4
UniRef100_A0A059QST3	A0A059QST3
UniRef100_B2RDK6	B2RDK6
UniRef100_L0R4V5	L0R4V5
UniRef100_L0R6U5	L0R6U5
UniRef100_Q8NHH0	Q8NHH0
UniRef100_V9ZAQ8	V9ZAQ8
UniRef100_A0A0B7NY78	A0A0B7NY78
UniRef100_A0A0G2JNK8	A0A0G2JNK8
UniRef100_F4MHA8	F4MHA8
UniRef100_Q59FN1	Q59FN1
UniRef100_V9QC66	V9QC66
UniRef100_U5YBI4	U5YBI4
UniRef100_U5YMQ3	U5YMQ3
UniRef100_A0A0C5BZN5	A0A0C5BZN5
UniRef100_C9WEL9	C9WEL9
UniRef100_L8E7L4	L8E7L4
UniRef100_A0PJA8	A0PJA8
UniRef100_B9TX68	B9TX68
UniRef100_Q02548-3	C0KTE6
UniRef100_E5E0Y6	E5E0Y6
UniRef100_Q29945	Q29945
UniRef100_Q53ES0	Q53ES0
UniRef100_Q75ML6	Q75ML6
UniRef100_Q8N2T2	Q8N2T2
UniRef100_Q9MY99	Q9MY99;Q9GIP2
UniRef100_Q9UND0	Q9UND0
UniRef100_S6B2C3	S6B2C3
UniRef100_V5LE67	V5LE67
UniRef100_A0A0B5ISZ2	A0A0B5ISZ2
UniRef100_A0A0D4WSL8	A0A0D4WSL8
UniRef100_G3C9Y2	G3C9Y2
UniRef100_H9PPW3	H9PPW3
UniRef100_H9T686	H9T686
UniRef100_Q15917	Q15917
UniRef100_Q8WYG9	Q8WYG9
UniRef100_Q5TLF9	Q5TLF9
UniRef100_Q8TDU1	Q8TDU1
UniRef100_Q9HBV8	Q9HBV8
UniRef100_Q95NE8	Q9P1T4
UniRef100_A0A0A7C9C3	A0A0A7C9C3
UniRef100_I6L9C8	I6L9C8
UniRef100_Q6IBK5	Q6IBK5
UniRef100_Q7KZ15	Q7KZ15
UniRef100_A0A059RLH8	A0A059RLH8
UniRef100_B7Z7G3	B7Z7G3
UniRef100_B7Z1F3	B7Z1F3
UniRef100_B7Z2L6	B7Z2L6
UniRef100_L8E8P8	L8E8P8
UniRef100_L8ECE8	L8ECE8
UniRef100_A2VC06	A2VC06
UniRef100_Q9UDZ5	Q9UDZ5
UniRef100_Q58I23	Q58I23
UniRef100_A0A075X6V4	A0A075X6V4
UniRef100_A0A075X6X5	A0A075X6X5
UniRef100_A1YZJ2	A1YZJ2
UniRef100_B7Z8U8	B7Z8U8
UniRef100_L8E9E1	L8E9E1
UniRef100_A0A125QYY8	A0A125QYY8
UniRef100_A2NZL9	A2NZL9
UniRef100_A3KMG8	A3KMG8
UniRef100_B5T908	B5T908
UniRef100_D3U3T1	D3U3T1
UniRef100_Q9BZS4	Q9BZS4
UniRef100_Q9H6I6	Q9H6I6
UniRef100_Q9MYC1	Q9MYC1
UniRef100_Q9NZP3	Q9NZP3
UniRef100_A0A059QH16	A0A059QH16
UniRef100_A0A0C4ZKA8	A0A0C4ZKA8
UniRef100_A0A5F7ZN78	Q75MW9
UniRef100_U5YCL3	U5YCL3
UniRef100_U5YCQ8	U5YCQ8
UniRef100_C9WEL4	C9WEL4;B8YCR8
UniRef100_L7X760	L7X760
UniRef100_L8E844	L8E844
UniRef100_Q8N1T5	Q8N1T5
UniRef100_A0A0B7NNQ2	A0A0B7NNQ2
UniRef100_A5Z1D4	A5Z1D4
UniRef100_E4W3U7	E4W3U7
UniRef100_Q8N757	Q8N757
UniRef100_Q9NZG1	Q9NZG1
UniRef100_A6YID3	A6YID3
UniRef100_A7E1U9	A7E1U9
UniRef100_A7E2E5	A7E2E5
UniRef100_C9WEQ4	C9WEQ4
UniRef100_Q5VU43-2	I1VE15
UniRef100_L8E8K3	L8E8K3
UniRef100_L8E8X2	L8E8X2
UniRef100_L8E961	L8E961
UniRef100_Q6SYC1	Q6SYC1
