K16197	P31946;P27348;P63104;D0PNI1;V9HWD6
K16627	P08294;A0A140VJU8
K04564	P04179;A0A384NL29
K22495	Q5JUK2
K23718	P18583
K12388	Q99523
K03099	Q07889;Q07890
K16834	Q9BQB4
K09270	P56693;P35713;Q9BT81;P57073;A0A024R1N6
K09268	P35716;O15370
K09269	Q9UN79;P35711;P35712;A0A024RB06
K09267	O95416;O00570;Q9Y651;P41225
K09271	O60248;O94993
K04495	Q9H6I2
K16796	P48431;A0A0U3FYV6
K23581	Q06945
K18435	P48436
K00306	Q9P0Z9
K15413	P23497
K19192	Q9H0E3
K04684	P08047
K21245	Q8NEM7
K09192	Q02086
K09193	Q02447;Q86TP0
K09194	Q02446
K09195	Q6BEB4
K09196	Q3SY56;B3KXP2
K09197	Q8TDD2
K09198	Q8IXZ3;A8K350
K09199	P0CG40
K17595	Q8IUW3;Q9UM82;A8K0S9
K19870	Q07617
K21875	Q9NPE6
K21764	Q96R06
K19366	Q8N0X7;A0A024RDV9
K13254	Q9UBP0;E5KRP5
K23224	Q9NWH7;A0A140VJV1
K19655	Q9P0W8;V9HVY9
K13963	P48595;Q9UIV8;P29508;P48594;P35237;P50453;A0A024QZT4;A0A024QZX3;B2RC45
K13966	Q96P15;Q96P63;F5GYW9;A9UKE9
K14857	Q8IY81
K10139	P36952;A0A024R2B6
K13964	O75635
K13965	P50452;A0A024R2B1
K11549	Q8NBT2
K11550	Q9HBM1
K12946	Q9Y6A9
K12947	Q15005
K12948	P61009
K03341	Q9HD40
K08694	Q8NFV5;Q495Y8;A6NKU9;A6NLX3;A6NIY4;P0CI01;Q5MJ70;Q5MJ68;A6NHP3;A0A384MTT5;I6XC90
K09442	O95238
K23287	Q9H9C1;Q6IA61
K01480	Q9BSE5
K00797	P19623
K08809	Q15772
K19923	Q6UW49
K12861	O75934;B2R7W3
K12839	O75940
K12840	Q96I25;Q5W009
K19367	Q9NZD8;A0A024R5Y1
K09552	Q9UQ90
K04718	Q9NYA1;Q9NRA0;A0A024QZH5;Q53ZR5
K01565	P51688
K09438	P17947
K23430	O75830;B4DDY9
K09439	Q01892;A0A024R4I5
K16490	Q8N0Z3
K09440	Q8N5J4
K22806	Q14159
K02098	Q08AE8;Q8WWL2
K15619	O43278
K23421	O43291
K23422	P49223
K23423	Q6UDR6;A0A384P5R1
K13151	O95149
K23677	Q9H2V7;Q8IVW8;Q6ZMD2
K10878	Q9Y5K1
K17596	Q6ZMY3
K10523	Q6IQ16;O43791
K09596	Q8TCT8
K09597	Q8TCT7
K14212	Q8IUH8
K09598	Q8TCT6;Q9UG23
K04703	Q7Z699;Q7Z698;Q2MJR0;B9EKV1;B3KPL5
K00072	P35270
K01008	P49903;Q99611
K10343	Q96BD6;Q96A44;A0A024R4G8
K10344	Q99619
K10345	Q6PJ21
K00802	P52788
K22421	Q8NHS9;A0A140VJV9
K15193	Q68D10
K15171	P63272
K15172	O00267
K11292	Q7KZ85
K06114	P02549;Q13813
K06115	P11277;Q01082;O15020;Q9H254;Q9NRC6;B2ZZ89
K00654	O15269;O15270;Q9NUV7;A0A024R6H1;A0A024R277;Q6NUL7
K19026	Q96JI7
K03447	Q8NCC5
K04704	O43609
K17383	O43597
K17384	O43610;Q6ZUP3
K17385	Q9C004
K00830	P21549
K17482	Q9BXG8;A0A140VKA5
K22470	Q9Y6N5;A0A024R5X2
K14381	Q13501
K12842	O15042
K23504	Q96JX3
K07197	P36956
K09107	Q12772;A0A024R1Q0
K06086	Q9BX66
K23708	O94875
K11661	Q6ZRS2
K23450	P23327
K19930	Q9C0H9
K05704	P12931
K13165	Q8WXA9
K04378	P11831;A0A024RD16
K15421	Q9UGK8;A8K8C1
K06849	P10124
K07526	Q7Z6B7;O75044;O43295;B4DFE5
K08895	Q9H3Y6
K03109	P49458
K03104	P37108
K03105	P09132
K03106	P61011
K03107	Q9UHB9
K03108	O76094;V9HWK0
K15409	Q96SB4
K08831	P78362;A0A024R704
K08832	Q9UPE1
K13431	P08240
K12272	Q9Y5M8;Q549N5
K19408	O60687
K23818	P78539
K13171	Q8IYB3;A0A0S2Z4W1
K13172	Q9UQ35;A0A140VK53
K12235	Q9GZT4;Q3ZK31;Q8N3F4
K12900	O75494;A0A0S2Z504
K12899	Q05519
K12890	Q07955
K12891	Q01130;Q9BRL6;A0A024R3A8;A0A024R8U5;Q53FN0
K12892	P84103;B2R6F3
K12893	Q08170;Q13243;Q13247;A0A024R6D8
K12896	Q16629
K21123	Q13242
K12260	Q9BYN0
K09266	Q05066;A7WPU8
K03111	Q04837;A4D1U3
K00139	P51649;X5DQN2
K14859	Q9NQ55;A0A0B4J1V8
K05766	Q8WYL5;Q76I76;Q8TE77;A0A024R5J4
K16780	O43805;A0A024R8G6
K22194	Q14714
K04217	P30872;Q86SW9
K04218	P30874
K04219	P32745
K04220	P31391
K04221	P35346
K13249	P43307
K13250	P43308
K04571	P51571
K13251	Q9UNL2
K09272	Q08945;A0A024R4Z6
K15544	Q9NP77
K15624	Q16384
K15625	Q16385
K15623	Q15532;A0A024RC40
K08670	Q9Y5Y6
K08804	Q9UEE5;O94768;Q53QE7
K01014	P50225;P50226;P0DMM9;P0DMN0;Q1ET61
K01025	O43704;O00338;Q6IMI6;O75897
K01016	P49888;Q53X91
K11822	Q06520;A8K015
K01015	O00204
K08793	Q8WU08;Q9NY57;Q86UX6;A0A140VJW0;B2R9M8;B7Z7J1
K08790	Q9Y2H1;Q15208;A0A024RD18
K11823	Q9BR01
K11316	O94864
K22523	Q6IMI4;A0A0C4DG03
K11223	P42229;A0A384N5W4;A8K6I5;Q59GY7
K11224	P51692
K19020	Q9NY15
K19013	Q8WWQ8
K11866	O95630;A0A140VK54
K23712	Q6ZMT1;D0IN09
K23713	Q96MF2;A0A024RB38
K23711	Q99469;Q8WUK8
K06671	Q8WVM7;Q8N3U4;Q4LE48;Q6MZM3
K13055	Q9UJ98
K11867	Q96FJ0
K04705	Q92783;O75886
K22291	Q14849
K16491	Q9P2P6
K16931	P49675;Q6IBK0
K11220	P42224
K11221	P52630;R9QE65
K04692	P40763
K11222	Q14765
K11225	P42226
K13914	P02808
K17597	O95793;Q9NUL3;Q59F99;B3KRE0
K08518	Q9Y2K9;Q5T5C0
K22267	O95210
K14737	Q9UHE8
K14738	Q8NFT2;Q6YPB2;B3KS24
K10142	Q658P3
K19876	Q687X5
K08560	Q13285;F1D8R8
K16724	Q15468
K16059	Q13586
K18196	Q9P246;B3KUB5
K12654	Q86WV6
K09553	P31948;V9HW72
K08837	O94804
K07298	Q15831;A0A0S2Z4D1
K08856	O75716
K08880	P49842
K08838	Q9Y6E0;O00506;Q9P289;A0A024R4B2
K16316	Q9BXU1
K08813	Q9BYT3
K08859	Q8TDR2
K06228	Q9NRP7;A0A140VJW1
K04412	Q13188;A0A384MR07
K16312	Q8N2I9
K04411	Q13043
K17546	Q8NE28
K17286	Q8TAV4;P27105;A0A024R882
K04381	P16949
K23312	Q9H668
K20067	Q9Y6Q2;Q8WXE9
K19925	Q05952;Q4VB56
K18709	Q9H6E5;F5H0R1;A0A0A8K9B1
K23088	Q9BX79;B3KPB8
K08271	Q7RTN6
K17532	Q9C0K7
K13137	Q9Y3F4
K13200	Q96SI9;V9HWK4
K17608	Q13033;Q9NRL3;O43815
K01131	P08842
K07151	P46977;Q8TCJ2
K08498	O60499;O43752
K08487	O75558;Q8N4C7
K13813	Q86Y82
K08489	O14662
K08491	P56962
K08492	Q9P2W9
K04560	Q16623;Q75ME0
K08486	P61266;P32856;Q13277;Q53YE2
K13502	Q12846
K08490	Q13190
K08488	O15400
K08501	Q9UNK0
K15292	P61764
K15300	Q15833;Q53GF4
K15301	O00186
K15302	Q6ZWJ1
K08519	Q8NFX7
K17510	Q6J9G0
K18047	Q9Y6J8;A0A024R4L1
K18042	Q8WUJ0;A0A024R641
K01899	P53597
K01900	Q9P2R7;Q96I99;E5KS60;Q9Y4T0
K18703	Q9HAC7
K10042	Q9BXA5
K06229	Q9UMX1
K13096	Q8IWZ8
K13166	Q8IX01
K01203	P14410
K14607	Q8IWU6;Q8IWU5;A0A024R809
K13444	Q8NBK3
K12160	P63165;P61956;P55854;Q6EEV6;A0A024R8S3;A0A024R3Z2
K19347	O94901;Q9UH99;A0A024R1P7;B4E2A6
K21874	Q8TAQ9
K21876	Q8TC36;A0A384MDU5
K00387	P51687;A0A024RB79
K11313	O75486;A0A024RD67
K14998	Q15526;E5KRX5
K20369	O15260
K23819	Q6UWL2
K23820	Q9UGT4;A0A140VJW3
K23821	Q96L08
K23822	Q5VX71;B3KTY0
K23823	O60279
K23824	Q92537
K17675	Q8IYB8
K11419	O43463;Q9H5I1
K11463	Q15022
K06258	Q7L0J3;Q7L1I2;Q496J9;B3KT41
K23357	Q8N300
K10369	O95425;Q569J5
K14014	Q8NHG7
K15382	Q9BRV3
K01872	P49588;Q5JTZ9
K01883	P49589;Q9HA77;A0A024RCG3;B7Z7E6
K19534	Q8N0S2;A0A0B4J1R9
K19535	Q6PIF2
K19536	A1L190
K19935	Q0VAF6
K19533	Q15431;A0A024R0I2;B7ZLS9
K19529	Q9BX26
K19528	Q8IZU3;A0A024RBF8
K22503	P14868;A0A140VJW5
K20655	Q6ZW31;Q5VT97
K01876	Q6PI48;Q9H9J7
K01885	Q5JPH6
K14163	P07814
K12867	Q9HCS7
K12868	O95926
K01889	Q9Y285;O95363;Q6IBR2
K01890	Q9NSD9
K17631	Q96PV0;A0A1U9X8L0
K01870	P41252;Q9NSE4;Q6P0M4;Q7L4K8
K20057	P57105;A0A024R670
K04567	Q15046
K01869	Q9P2J5;Q15031
K01874	P56192;Q96GW9
K06100	Q92797;A0A024R0R6
K19941	P17600;Q92777;O14994;A0A024R1I8;Q86VA8;B3KRB3
K10377	Q9H7C4
K01893	O43776;Q96I59
K19326	Q8NF91
K19346	Q8WXH0
K21761	Q6ZMZ3
K23401	Q8N205
K10376	O15061
K20279	O43426;O15056;B4DG94;J3KQV8;Q05CZ1
K21112	Q8N3V7
K01881	Q7L3T8
K01886	P47897;B7Z840
K01887	P54136;Q5T160
K20318	Q8N2H4
K01875	P49591;Q9NP81;Q0VGA5
K19910	Q6XYQ8
K19911	Q9BT88
K19912	Q8IV01;B0AZL9;Q8NDM9
K19913	Q7L8C5
K19328	Q8NB59
K19914	Q9BQS2
K19915	Q9BSW7
K15290	P21579;A0A024RBE9
K19902	Q8N9I0
K19903	Q9BQG1;A0A024R4I9
K19904	Q9H2B2
K19905	O00445;A0A024R4N8
K19906	Q5T7P8;I6L9C3
K19907	O43581
K19908	Q8NBV8
K19909	Q86SS6
K01868	A2RTX5;P26639;Q9BW92
K17598	Q8IYJ3;Q9HCH5;Q4VX76;Q96C24;Q8TDW5;A0A024RCF8;Q71SF7;B4E2A9;A8K973
K04528	P37840
K01873	P26640;Q5ST30;A0A024RCN6;B4E0K6;B4DG77
K10601	Q86TM6
K01867	P23381;Q9UGM6;A0A024R6K8
K01866	P54577;Q9Y2Z4;A0A0S2Z4R1
K23298	Q5T011
K17779	Q9Y5J6;B2R4A9
K18157	Q9H061
K18165	Q8IUX1
K17599	Q24JP5;Q14DG7;Q8N3T6;Q14C87;Q6IEE7
K21846	Q86TG1;A6NC51;B9EJG8
K00453	P48775
K03123	P52657;A0A024R5Z5
K03136	P29083
K03137	P29084
K03138	P35269
K03139	P13984;A0A024RDU9
K03142	Q6P1K8;Q13888
K08474	Q9NYW0;Q9NYV9;Q9NYV8;Q9NYV7;P59542;P59543;P59541;P59538;P59533;P59534;P59535;P59536;P59537;P59540;P59544;P59551;Q9NYW7;Q9NYW6;Q9NYW5;Q9NYW4;Q9NYW3;Q9NYW2;Q9NYW1;A4D1U0;A0A0G2JPZ2;Q502V5;Q502V6;A0A0J9YXD8
K18384	Q96EM0
K15310	Q96A56;A0A024R9C8
K21247	Q8IXH6
K04264	P21731;Q05C92;Q0VAB0
K05051	Q96RJ0;Q9P1P5;O14804;Q96RI8;Q969N4;Q96RI9
K04403	Q15750;A8K6K3
K04404	Q9NYJ8
K12793	Q8N5C8
K17287	Q8N9U0
K14281	O75410
K14282	O95359
K14283	Q9Y6A5
K17288	P09758
K18189	Q9BSH4
K06517	P40200
K11314	O75478;A0A024R0Y4
K15127	Q86TJ2
K11317	Q96BN2
K11315	O75528;A8K899
K23600	Q13148;Q9H256;A0A024R4E2
K03134	Q12962
K03135	Q15544
K03126	Q16514
K03127	Q15543;A0A024R089
K15212	Q15573;A8K4K5;B4DS21
K15213	Q53T94
K15214	Q15572
K15215	Q9H5J8;A0A024R3A9
K03125	Q8IZX4;P21675
K03128	Q6P1X5;B3KMD8
K14650	Q5VWG9
K03129	Q92750;O00268
K03130	O75529;Q15542
K03131	Q9Y6J9;P49848;A0A024R5A7;A8K0D4
K03132	Q5H9L4;Q15545
K14649	Q7Z7C8
K03133	Q9HBM6
K14535	Q16594
K20654	Q8N103
K20526	P37802;Q9UI15;Q01995;Q5U0D2;A0A384MTL2
K09068	P17542;Q16559;Q16509
K22865	Q9BVV6
K00616	P37837;A0A140VK56
K17807	Q96BW9
K12650	Q92844;Q6NW12;B2R7S3
K04429	Q7L7X3;Q9UL54;Q9H2K8;A0A024QZ70
K05653	Q03518;A0A0S2Z5A6
K05654	Q03519;Q5JNW1
K23404	Q6NXT6
K23751	Q9H2D6
K15333	Q13395
K21873	Q9UK61
K08657	Q9H6P5
K03424	Q6P1N9;Q93075;Q17R31;A0A024R2F3
K04380	P10636;A0A024R9Y1
K21347	Q86VP1
K13511	Q16635;A0A0S2Z4K0
K19944	Q9BXI6;Q4KMP7;Q8IV04;A7E244;B7ZVY9
K20360	Q8WUA7;Q9NU19
K07374	Q71U36;P68363;Q9BQE3;P0DPH7;P0DPH8;Q6PEY2;P68366;Q9NY65;A6NHL2;Q1ZYQ1
K07375	Q9H4B7;Q13885;Q9BVA1;Q13509;P04350;P68371;P07437;Q9BUF5;Q3ZCM7;Q5SU16;Q53G92;A0A384MEE3
K20167	Q9P2M4
K20168	Q8TC07
K19945	Q9HA65
K20372	Q96BZ9;Q9Y2V8
K22555	Q9NUY8
K21841	Q9ULP9
K20134	Q8IZP1;A6NDS4;Q6IPX1;A0A087WVF3;A0A087X179;A6NER0;Q6DHY5;P0C7X1;A0A087WXS9;A0A087X1G2;B9A6J9
K19951	Q0IIM8;Q66K14;O95759;Q6ZT07;Q9BW24;B3KM54
K17292	O75347;Q6FGD7
K17262	Q99426
K16810	Q9NVR7
K21766	Q15814
K18341	Q86TI0;Q8NC59;B9A6J6;Q6PJJ8
K17902	O60343
K18469	Q92609;B9A6K1
K20396	Q9P0N9;A0A024QZX0
K21767	Q9BTW9
K22449	Q5QJ74
K21768	Q15813
K17544	Q8TEA7;A0A024RDH3
K20165	Q9BYX2
K20166	Q9UPU7;B2RTQ2
K10390	Q9UJT1
K10391	Q9UJT0
K10389	P23258;Q9NRH3
K05410	Q9UHD2
K12652	A7MCY6
K04508	Q9BZK7;O60907;Q9BQ87;A0A024R189;A0A024RBV9
K23325	Q9Y4P3;A0A384MDS4
K14555	Q12788
K03120	P62380;Q6SJ96;P20226;Q32MN7
K10174	Q16650
K10181	O75333
K10182	Q96SF7
K10183	O95935
K10184	O60806;B3KRD9
K10175	O43435
K10185	Q9UMR3
K10166	Q9UL17
K10186	Q9Y458;B3KUL8
K10176	Q13207;A0A024QZ86
K10177	O15119;A0A024RBL6
K10178	P57082
K10179	Q99593
K10180	O95947
K10172	O15178
K22866	Q8WW35
K23314	Q9BUR4
K05842	Q8IUC6
K05409	Q86XR7
K03145	P23193;Q15560;Q6IB64;A0A384MTX4
K09070	Q12870;A4LBB6;Q6NVX3
K02620	P36402;B3KQ75
K09092	Q9UL49;Q86TP4
K23769	Q5QJ38
K16811	Q9BT92;A0A024RBM9
K10167	P56279;A0A024R6G5
K16836	O95988;A0A024R6P4
K14619	P20062
K14562	Q13428
K09493	P17987
K09494	P78371;V9HW96
K09496	P50991
K09497	P48643;V9HW37
K09495	P49368;B3KX11;Q59H77
K09499	Q99832
K09500	P50990
K17988	Q7Z6L1
K09498	Q92526;P40227;A0A024RDL1
K12824	O14776
K20813	Q13569;B4E127
K08707	Q9H147
K18409	Q587J7
K18404	Q9H7E2;A0A024QZE0
K18407	Q8NAT2;A0A024R910
K18408	Q8NDG6;Q86WA0
K18406	Q9Y2W6
K00977	P04053
K11113	Q9NYB0
K09448	P28347;Q15562;Q99594;Q15561;Q59EF3
K15730	Q15185;A0A024RB32
K10258	Q9NZ01
K19382	Q2MV58;Q6NUS6;B4DIB9
K19361	Q96GX1
K18273	O75443
K07364	P42680
K23607	Q8IYR6
K23608	Q9UIK5
K17658	Q96QE5
K09058	Q10587
K18628	Q969V4
K18629	Q9UIF3
K18630	Q9BXF9
K18631	Q8WW24;A0A384MEB7
K18632	Q96M29
K11137	Q9Y4R8;B4DXS2
K19879	O15273;A2TDC0
K23313	Q86WV5
K06252	P24821;Q9UQP3;Q92752;P22105;B4E1W8;Q4LE33;Q9Y464;O95680;A1L306;O95681;B3KXB6
K18080	Q9HBL0;Q68CZ2;Q8IZW8;Q63HR2;Q59G71;A1L0S7;Q6PJP3;Q86VB0
K11127	Q99973
K13525	P55072;V9HW80
K11110	P54274
K11111	Q15554
K11126	O14746
K08841	Q15569;Q8NFJ4
K08842	Q96S53
K09625	Q9Y6M0
K13097	Q8NFU7
K23033	Q96IP4;Q96A09
K23034	Q5VWP2
K23035	Q8NEK8
K17520	P05452
K14827	Q9NXF1;A0A024R169
K19537	Q9BXU0;A0A024R3E7
K17540	Q8IWB6
K03122	P52655;Q9UNN4;A0A140VKA3
K03124	Q00403
K03141	P32780;A0A384MTQ8
K03143	Q13889
K03144	Q92759;A0A1U9X7S4
K10845	Q6ZYL4
K19554	Q8IUE1;Q8IUE0
K09191	Q92664
K15196	Q92994
K15199	Q12789
K15200	Q8WUA4
K15201	Q9Y5Q9
K11310	Q9UKN8;B3KNH2
K15202	Q9Y5Q8
K15203	Q969F1
K04735	Q04206
K04490	Q9HCS4
K04491	Q9NQB0
K11830	Q00059;E5KSU5
K09108	Q01664
K15266	Q8WVM0;E5KTM5
K17653	Q9H5Q4
K04683	Q14186;A0A024RDY4
K09392	Q14188
K09393	Q5H9I0
K09063	P15923
K09105	P19532;A0A024QZ23
K15590	P19484;A0A024RCY3
K15591	O14948
K22456	P04155
K22453	Q03403
K22454	Q07654
K09292	Q92734
K13103	Q9UBB9;A0A024R1I7
K03909	P10646
K23087	P48307
K11670	P0C1Z6;A0A024R4Q5
K06503	P02786;Q7Z3E0
K03901	P13726
K05843	Q03167
K01710	O95455
K20177	Q8WUH2
K08774	P01135
K13375	P01137;A0A499FJK2
K13376	P61812;Q59EG9
K13377	P10600;A5YM40
K04674	P36897;Q5T7S2;B4DXN7
K04388	P37173;A3QNQ0
K19383	Q15583
K19553	Q9GZN2
K05619	P22735
K05625	P21980;V9HWG3
K05624	O95932
K05620	Q08188
K05621	P49221
K05622	O43548;B4DPS8
K05623	Q96PF1
K23704	Q5JRA6
K14292	Q96RS0
K00773	Q9BXR0;Q71RF8
K23210	Q9P2Z0
K23211	Q96EK4
K23203	Q9NVV9;Q8WTV1
K23204	Q9H0W7
K23205	Q8WY91
K23206	Q7Z6K1;Q8NA92
K23207	Q8TBB0;A0A024RDF9
K23208	Q9BT49
K23209	Q9H5L6
K01832	P24557;Q53F23
K05547	P10827
K20734	P05543
K08362	P10828;A0A024R2I8
K16339	Q5T1C6;A8K0C9
K22554	Q8N1Q8
K10761	Q9NWX6
K00626	Q9BWD1;P24752;A0A140VJX1
K07513	P09110;A0A024R2M6
K07508	P42765;B3KNP8
K03671	Q99757;P10599;H9ZYJ2
K06037	Q86YJ6
K12878	Q96FV9
K12879	Q8NI27
K12880	Q96J01
K12881	Q86V81;E9PB61
K13174	Q13769;A0A024R1D6
K13175	Q86W42
K13176	Q6I9Y2;A0A024R332
K01392	P52888
K01313	P00734
K23377	Q6ZMP0
K01011	P25325;Q16762;A0A384NKQ2;A0A140VJX3
K05307	Q9BU02
K06963	Q9NXG2;A0A024R388;Q6MZT3
K06514	P04216;B0YJA4
K10809	P01266
K17795	Q99595;O60830
K13201	P31483;Q01085;Q49AS9
K05731	Q13009;A0A2X0TW27
K16847	Q8IVF5;B3KW11
K08136	Q08629;Q92563;Q9BQ16
K23505	Q9NPL8
K05120	P35590
K05121	Q02763;Q59HG2
K08881	O15164
K08882	Q13263
K23835	Q6ZNK6
K23826	Q96CG3
K23595	P49788
K14634	Q9NQ88
K16350	Q495A1
K19753	Q86X45
K17778	P62072
K17781	Q9Y5L4
K09539	Q96DA6;A0A0S2Z5X1
K17805	Q9Y3D7
K17796	Q9BVV7;A8K1K8
K17790	Q9Y584
K17794	O14925;B4DDK6
K17804	O43615
K17496	Q3ZCQ8;A0A024R0M6
K17780	O60220;Q9Y5J9;G3XAN8
K17777	Q9Y5J7;A0A024R648
K16451	P01033;Q6FGX5
K22583	P16035;A0A140VK57
K16866	P35625
K22584	Q99727
K03155	Q9UNS1
K11112	Q9BSI4
K23143	Q96A98
K10904	Q9BVW5
K17607	O75663
K17257	Q8TB96
K05403	P58753;A0A024R3M4
K16867	Q9BRJ7;B2RD96
K18753	Q07352;P47974;A0A024R658;B3KNA8
K12567	Q8WZ42
K06105	Q5JTD0
K00863	Q3LXA3;A0A140VJH7
K05239	P20366
K05241	Q86UU9
K05240	Q9UHF0;A0A024RB47
K00615	P51854;Q9H0I9;P29401;A0A140VKC2;V9HWD9
K08864	Q9UKI8;Q86UE8
K09608	O43897;B7ZLW3
K13047	Q9Y6L7
K06271	Q9Y490;Q9Y4G6
K10171	Q9BXR5;A0A024R9W4
K05398	Q15399
K10159	O60603;B3KWR9;A0A0S2Z4S4
K05401	O15455
K10160	O00206
K10168	O60602;A0A2R8Y7Z4
K10169	Q9Y2C9;B2R933
K05404	Q9NYK1;B2R9N9
K10170	Q9NR97
K10161	Q9NR96
K09340	P31314
K15606	O43763
K15607	O43711
K22764	Q6UX40
K15445	Q8TBZ6;Q6PF06;V9HVY8
K17654	Q7L0Y3
K09750	Q6ZMR5;A8KA85;A0A0A0MR82
K09751	Q86T26
K09641	O60235
K09642	Q9UL52
K09752	Q6ZWK6
K22380	A0AVI4
K22867	Q9NPI0
K23541	Q9HC07
K20656	A5PLL7;Q13404
K22195	Q5HYL7
K23542	Q8N511
K22196	A6NML5
K19385	Q9P0N5
K20726	Q9H0R3
K17587	Q6GV28
K19362	Q9H6L2
K22765	Q96Q45
K11518	Q969M1;O96008
K18575	Q8N661
K17085	O15321
K17086	Q99805;Q92544;A0A024QYR8;A0A024QYR3
K17087	Q9HD45;A0A024QYS2
K14860	Q96EY4
K21988	Q8TDI8;Q8TDI7;Q7Z5M5;Q7Z404;Q6UXY8;Q7Z403;Q7Z402;Q8IU68;A0A024R8V2;A0A024R8N8;A0A087WT65;B3KXZ8
K21891	Q9UM00
K20348	Q13445
K20347	Q15363;Q6FHT8
K20350	Q9Y3Q3;A0A140VKD1
K20346	Q7Z7H5;Q9BVK6;A0A024R7M0
K14825	Q9Y3A6
K20351	Q8WW62
K20349	Q9Y3B3
K20352	P49755;A0A024R6I3
K20286	P82094;Q6PII6;A0A024R370
K16668	Q96BF3
K00474	Q9NVH6
K19384	Q86X19
K22145	Q96B42
K22652	Q86YD3
K20724	P57088;A0A024R9W7
K17966	Q9BUB7
K10370	P28289;Q9NZR1;Q9NYL9;Q9NZQ9
K09633	O15393
K09634	P57727
K09635	Q9NRS4
K09636	Q9H3S3
K09637	Q8IU80
K09638	Q7RTY8
K09640	Q7Z410;Q0X0F2
K09643	Q9BYE2
K23424	Q8IUR5;Q8N394;Q6ZXV5;Q5T4D3;A8K321
K23340	Q9BVT8;Q71RG4;A0A090N8Q3
K09585	Q96JJ7
K05476	Q9Y275;A0A0U5J7Q1
K19989	Q03169
K11859	P21580
K04721	P50591;Q6IBA9
K05473	O14788;Q5T9Y4
K05474	O43508;Q4ACW9
K05475	O75888
K05477	O43557
K05478	O95150;A0A0U5JA19
K05479	Q9UNG2;A0A0U5JXL4
K05143	O95407
K03156	P01375;Q5STB3
K05468	P01374;Q5STV3
K03157	Q06643;Q5STB2
K05469	P23510;A0A024R937
K04389	P48023;Q53ZZ1
K05471	P32971;Q52M88
K05472	P41273;A0A0U5J8I0
K17535	Q59H18
K08840	Q9UKE5
K23829	Q15025;A8K4N4
K23836	Q96KP6
K08885	Q13470
K10799	O95271;Q9H2K2
K05865	P63316;Q6FH91
K12042	P02585
K10371	P19237
K12043	P48788
K12044	P19429;Q6FGX2
K10372	P13805
K12045	P45379
K12046	P45378
K18752	Q92973;A0A024RAM0
K18727	O14787;Q05D48
K15436	Q9Y5L0;A0A024R794;B3KMX1
K05147	Q9Y6Q6
K05149	Q9NP84
K05152	Q92956;A0A024R052
K02583	P08138
K05153	Q02223
K05154	Q9Y5U5
K05155	Q9NS68;A0A024RDM5
K03158	P19438
K05141	P20333
K05157	O75509;A0A024RD71
K05160	Q93038
K05163	Q9HAV5;B2RBZ9
K03159	P36941
K05142	P43489
K03160	P25942;A0A0S2Z3C7;Q6P2H9
K18412	Q8NDV7;Q9UPQ9;Q9HCJ0
K04390	P25445
K05145	P28908;A5D8T4
K05146	Q07011
K17770	Q6UXN7;Q15388;A0A024R3W2
K13202	Q96GM8
K23001	Q5JTV8;Q8NFQ8
K05402	Q9H0E2;Q6FIE9
K17769	Q9NS69;Q549C5
K17766	Q15785
K17773	Q8N4H5
K17772	Q96B49
K17768	O94826
K17771	Q9P0U1;Q75MR5
K09257	Q96HA7
K03163	Q969P6;P11387;E5KMK7;Q9BVT2
K03164	P11388;Q02880
K03165	Q13472;O95985;A0A024R1C2
K10728	Q92547;Q05BV8;A0AV47;A7E2X7
K08865	Q96KB5;V9HWH0
K10631	Q9NS56
K22990	O14656;O14657;B3KPA1
K22999	Q5JU69
K23000	Q9H497
K18041	Q93096;Q12974;O75365;A0A024R8J2
K11796	Q8TEL6
K20915	Q12888
K01343	P00750
K20307	P48553
K20308	Q7Z392
K20309	Q8WVT3
K20310	A5PLN9
K16896	Q9ULQ1;B3KSG7
K20301	P0DI81;P0DI82;Q9UL33;Q6IBE5
K14077	Q8NHX9;Q59G56
K20302	Q5T215;O43617
K20304	O75865;Q86SZ2;B7TZ90
K15108	Q9HC21;Q5JPC1
K16581	Q6ZTW0
K16605	Q68CL5
K00502	P17752;Q8IWU9
K13773	Q9HCN2
K01803	P60174
K00949	Q9H3S4;A0A090N8Y0
K10373	P09493;A0A0K0K1I0
K10374	P07951
K09290	P06753
K10375	P67936;V9HW56
K00569	P51580;A0A024QZW0
K05082	P40238
K06854	P40225
K01279	O14773
K01280	P29144
K20300	Q9Y5R8
K20303	Q9Y296
K20280	Q8IUR0
K20305	Q9Y2L5
K20306	Q96Q05
K22988	Q86W33
K15901	Q9Y3C4
K09291	P12270
K08058	O15533;A0A024RCT1
K01021	O60507;O60704;A0A024RDK9;A0A024R1G9
K18079	Q6XPS3;P56180
K16812	Q9ULW0;Q643R0
K04722	O00220;O14763;Q7Z2I8
K22701	O14798
K22702	Q9UBN6
K15448	Q9UI30;A0A024R565
K05148	O00300
K05150	O14836;Q4ACX1
K05151	Q96RJ3;Q5H8V1
K13112	Q9Y2W1
K12006	Q309B1;O95361
K05156	Q969Z4;A0A024R5N3
K14010	Q8N609;Q15629;Q6FHL3
K12019	A6NCK2;A6NDI0;P0CI26;C9J1S8;A6NI03;A6NLI5;Q96BQ3;Q8IWZ4;P0CI25;Q9BSJ1;A6NGJ6;I1YAP6;I1YAP7
K07442	Q9BVS5;Q96FX7;A0A024R6Q2
K12897	Q13595;P62995;Q549U1
K03171	Q15628
K03172	Q13077
K03173	Q12933;A0A024R8H5
K03174	Q13114
