C00001	H2O;Water
C21531	alpha-Linolenoyl-[glycerolipid];(9Z,12Z,15Z)-Octadeca-9,12,15-trienoyl-[glycerolipid]
C21532	Coniferonoyl-[glycerolipid];(5Z,9Z,12Z,15Z)-Octadeca-5,9,12,15-tetraenoyl-[glycerolipid]
C21533	Desacetylalacepril;Deacetylalacepril;Desacetyl-alacepril
C21534	L-Polyhomomethionine
C21535	omega-(Methylthio)-(E)-alkanal oxime;(E)-omega-(Methylthio)alkanal oxime;(E)-omega-(Methylsulfanyl)alkanal oxime
C21536	L-N-Hydroxypolyhomomethionine
C21537	L-N,N-Dihydroxypolyhomomethionine
C21538	1-(Methylsulfanyl)-4-aci-nitroalkane;1-aci-Nitro-omega-(methylthio)alkane
C21539	(E)-1-(Glutathione-S-yl)-omega-(methylthio)alkylhydroximate;S-[(1E)-1-(Hydroxyimino)-omega-(methylsulfanyl)alkyl]-L-glutathione
C21540	Quinaprilat
C21541	Benazeprilat
C21542	Fosinoprilat
C21543	Olmesartan
C21544	Cefotiam
C21545	Mecillinam;Amdinocillin
C21546	Cefditoren
C21547	Cefcapene;CFPN
C21548	T-2525;Cefteram;CFTM
C21549	DP-TAT-59;Miproxifene
C21550	2F-Ara-A;Fludarabine
C21551	Melagatran
C21552	Valdecoxib
C21553	Fluocortin
C21554	2'-Deoxy-beta-L-cytidine;Torcitabine;beta-L-2'-Deoxycytidine;L-dC
C21555	Aprepitant
C21556	Dabigatran
C21557	Laninamivir
C21558	Temsavir;BMS-626529
C21559	N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate
C21560	ent-Sandaracopimaradien-3beta-ol;(3R,4aR,4bR,7S,10aS)-7-Ethenyl-1,1,4a,7-tetramethyl-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydrophenanthren-2-ol
C21561	ent-Sandaracopimaradiene-3beta,9alpha-diol;(3R,4aR,4bS,7S,10aR)-7-Ethenyl-1,1,4a,7-tetramethyl-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydrophenanthren-2,4b-diol;Oryzalexin E
C21562	ent-Sandaracopimaradiene-3beta,7alpha-diol;Oryzalexin D
C21563	2-(Glutathione-S-yl)-hydroquinone
C21564	[(1->4)-N-Acetyl-beta-D-glucosaminyl]n-(1->4)-N-acetyl-2-deoxy-2-amino-D-glucono-1,5-lactone
C21565	4-Methoxy-5-((5-methyl-4-pentyl-2H-pyrrol-2-ylidene)methyl)-2,2'-bipyrrole;Prodigiosin
C21566	6-O-Methyl-N-deacetylisoipecoside;6-O-Methyldeacetylisoipecoside
C21567	Pyrrolyl-2-carboxyl-S-[acyl-carrier protein];Pyrrolyl-2-carboxyl-S-[acp]
C21568	4-Hydroxy-2,2'-bipyrrole-5-methanol
C21569	4-Hydroxy-2,2'-bipyrrole-5-carbaldehyde
C21570	4-Methoxy-2,2'-bipyrrole-5-carbaldehyde;4-Methoxy-2,2'-bipyrrole-5-carboxaldehyde
C21571	2-Methyl-3-n-amyl-dihydropyrrole
C21572	2-Methyl-3-pentylpyrrole;2-Methyl-3-amylpyrrole;2-Methyl-3-n-amyl-pyrrole
C21573	4-Keto-2-undecylpyrroline;4-Keto-2-undecyl-4,5-dihydropyrrole
C21574	2-Undecylpyrrole
C21575	Delaprilat
C21576	Zofenoprilat
C21577	LY404039;(1R,4S,5S,6S)-4-Amino-2-thiabicyclo[3.1.0]hexane-4,6-dicarboxylic acid 2,2-dioxide
C21578	Bromo-isophosphoramide mustard;Br-IPM;Bromo-IPM
C21579	12ADT;8-O-(12-Aminododecanoyl)-8-O-debutanoyl thapsigargin
C21580	12ADT-Asp
C21581	Tenivastatin;Simvastatin acid
C21582	Bacteriochlorophyllide e
C21583	6-O-Methyl-N-deacetylisoipecoside aglycon
C21584	7'-O-Dmethylcephaeline
C21585	4-Phospho-D-threonate
C21586	(S)-1-Hydroxy-N-methylcanadine
C21587	(13S,14R)-1,13-Dihydroxy-N-methylcanadine
C21588	(13S,14R)-1-Hydroxy-13-O-acetyl-N-methylcanadine
C21589	(13S,14R)-1,8-Dihydroxy-13-O-acetyl-N-methylcanadine
C21590	4'-O-Desmethyl-3-O-acetylpapaveroxine;3-O-Acetyl-4'-O-demethylpapaveroxine
C21591	3-O-Acetylpapaveroxine
C21592	Ceftizoxime alapivoxil
C21593	(2R,3R)-2,3,4-Trihydroxybutanoate;D-Erythronate
C21594	Clindamycin palmitate
C21595	Erythromycin 2'-acetate
C21596	Fosteabine;Cytarabine ocfosphate
C21598	Laninamivir octanoate
C21599	4'-O-Desmethylpapaveroxine
C21600	Narcotoline hemiacetal
C21601	(1H-Indol-3-yl)methanamine;3-(Aminomethyl)indole
C21602	(1H-Indol-3-yl)-N-methylmethanamine
C21603	Anaerobilin
C21604	(3S)-6-Acetamido-3-aminohexanoate
C21605	(R)-Baclofen;Arbaclofen
C21606	2-O-(alpha-D-Mannosyl)-1-phosphatidyl-1D-myo-inositol
C21607	2,6-Di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol
C21608	2-O-(6-O-Acyl-alpha-D-mannosyl)-6-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol
C21609	2-O-(6-O-Acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol
C21610	3-Dehydro-4-phospho-D-erythronate
C21611	3-Dehydro-4-phospho-L-erythronate
C21612	3-Dehydro-L-erythronate
C21613	(R)-2-(Phosphonomethyl)malate
C21614	Glycolaldehyde phosphate
C21615	Glycolaldehyde triphosphate
C21616	N6-(D-Psicosyl)-L-lysine;Psicoselysine
C21617	2-Dehydro-D-erythronate
C21618	2-Dehydro-L-erythronate
C21619	(2-Hydroxy-1H-indol-3-yl)acetate
C21620	S-[(E)-N-Hydroxy(indol-3-yl)acetimidoyl]-L-glutathione
C21621	Methanofuran
C21622	S-[(Z)-N-Hydroxy(phenyl)acetimidoyl]-L-glutathione
C21623	1-aci-Nitro-2-phenylethane
C21624	Mycobilin a
C21625	Mycobilin b
C21626	[(1->4)-beta-D-Glucosyl]n-(1->4)-D-glucono-1,5-lactone
C21628	4-Dehydro-beta-D-glucosyl-[(1->4)-beta-D-glucosyl]n-1
C21629	Formylmethanofuran
C21630	(S)-Norlaudanine
C21631	(S)-Tetrahydropapaverine
C21632	2-Hydroxyparaconate
C21633	Noroxopluviine
C21634	Norcraugsodine
C21635	(4aR,10bS)-Normaritidine;Macowine
C21637	Elwesine
C21639	Maritinamine
C21640	6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin;1'-Hydroxy-2'-oxopropyltetrahydropterin
C21641	Hydroperoxyl radical;Perhydroxyl radical
C21642	4-Hydroxynonenal;4-Hydroxy-2-nonenal;4-HNE
C21643	2,4-Didehydroinositol;3-Dehydro-scyllo-inosose
C21644	5-Dehydro-L-gluconate;5-Keto-L-gluconate
C21645	(2R,3S)-2-Alkyl-3-hydroxyalkanoate
C21646	8-Amino-8-demethylriboflavin
C21647	Roseoflavin;8-Demethyl-8-(dimethylamino)riboflavin
C21648	8-Demethyl-8-(methylamino)riboflavin
C21649	(2S,3R)-2,3,4-Trihydroxybutanoate;D-Threonate
C21650	7-Methylthioheptyl-desulfoglucosinolate
C21651	(R)-2-Alkyl-3-oxoalkanoate;(2R)-2-Alkyl-3-oxoalkanoate
C21652	(Ribonucleotide)n-2'-phosphate;RNA 2'-terminal-phosphate
C21653	(+)-Kolavelool
C21654	(+)-Kolavenyl diphosphate
C21655	Cyclobis-1,6-alpha-nigerosyl;Cycloalternan
C21656	ent-8alpha-Hydroxylabd-13-en-15-yl diphosphate
C21657	cis-3-Alkyl-4-alkyloxetan-2-one
C21658	Peregrinol diphosphate;(13E)-9-Hydroxy-8alpha-labda-13-en-15-yl diphosphate
C21659	alpha-Isomaltosyl-1,3-isomaltose
C21660	(1aS,4aR,5R,7aS,7bR)-3,3,5,7b-Tetramethyldecahydro-4aH-cyclopropa[e]azulen-4a-ol;(+)-Isoafricanol
C21661	(-)-Spiroviolene
C21662	(E)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-omega-(methylsulfanyl)alkane-1-imine
C21663	(E)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethane-1-imine
C21664	(Glutathione-S-yl)(1H-indol-3-yl)acetonitrile
C21665	(L-Cysteinylglycine-S-yl)(1H-indol-3-yl)acetonitrile
C21666	(3R,4R)-3-[(1S)-1-Hydroxyalkyl]-4-(hydroxymethyl)oxolan-2-one
C21667	(Z)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-phenylethane-1-imine
C21668	(3R,4R)-3-Alkanoyl-4-(hydroxymethyl)oxolan-2-one
C21669	12-Hydroxyjasmonic acid;12-Hydroxyjasmonate
C21670	(1S,3aS,5Z,7aS,10aR,11Z)-1,5,8,8,10a-Pentamethyl-2,3,3a,4,7,7a,8,9,10,10a-decahydro-1H-dicyclopenta[a,d][9]annulene;Tsukubadiene
C21671	12-Sulfooxyjasmonate;12-Hydroxyjasmonate sulfate
C21672	Ornithine lipid
C21673	N-Methylornithine lipid
C21674	N,N-Dimethylornithine lipid
C21675	N,N,N-Trimethylornithine lipid
C21676	(2aS,4aS,7aS,7bR)-3,6,6,7b-Tetramethyl-2,2a,4a,5,6,7,7a,7b-octahydro-1H-cyclobuta[e]indene;(2S,3R,6S,9S)-(-)-Protoillud-7-ene
C21677	(3S)-(+)-Asterisca-2(9),6-diene;(4S,7Z)-2,2,4,7-Tetramethyl-2,3,4,5,6,9-hexahydro-1H-cyclopenta[8]annulene
C21678	(3R)-3-Hydroxy-16-methoxy-1,2-didehydro-2,3-dihydrotabersonine
C21679	(1S,4aR,8aS)-4,7-Dimethyl-1-(propan-2-yl)-1,2,4a,5,6,8a-hexahydronaphthalene;(-)-alpha-Amorphene
C21680	Lyso-ornithine lipid
C21681	(+)-Corvol ether B;(1S,3R,5aR,6S,8aR)-3,6-Dimethyl-1-(propan-2-yl)hexahydro-1H,3H-3,8a-methanocyclopenta[c]oxepine
C21682	(3R)-3-Hydroxy-2,3-dihydrotabersonine
C21683	(3R)-3-Hydroxy-1,2-didehydro-2,3-dihydrotabersonine
C21684	(+)-Eremophilene;(3S,4aS,5R)-4a,5-Dimethyl-3-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphthalene
C21685	(1R)-7-Isopropyl-1-methyl-4-methylene-1,2,3,3a,4,5,6,8a-octahydroazulene;(1R)-1-Methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulene;(1R,4R,5S)-(-)-Guaia-6,10(14)-diene
C21686	(1S,2E,6E,10R)-3,7-Dimethyl-10-(propan-2-yl)cyclodeca-2,6-dien-1-ol;(+)-(1E,4E,6S,7R)-Germacra-1(10),4-dien-6-ol
C21687	(3E,7E)-Dolabella-3,7-dien-18-ol;2-[(1R,3aR,5E,9E,12aR)-3a,6,10-Trimethyl-1,2,3,3a,4,7,8,11,12,12a-decahydrocyclopenta[11]annulen-1-yl]propan-2-ol
C21688	(7E,11E)-3,3,7,11,13a-Pentamethy1-2,3,5,6,9,10,13,13a-octahydro-1H-benzo[11]annulene;(3E,7E)-Dolathalia-3,7,11-triene
C21689	2-[(2S,4aR,8aR)-4a,8-Dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalen-2-yl]propan-2-ol;(-)-7-epi-alpha-Eudesmol;7-epi-alpha-Eudesmol
C21690	(+)-4-epi-Cubebol;4-epi-Cubebol;(3S,3aS,3bR,4S,7S,7aS)-4-(2-Hydroxypropan-2-yl)-7-methyloctahydro-1H-cyclopenta[1,3]cyclopropa[1,2]benzen-3-ol
C21691	omega-(Methylsulfanyl)alkyl-glucosinolate;omega-(Methylthio)alkyl-glucosinolate
C21692	omega-(Methylsulfinyl)alkyl-glucosinolate
C21693	(1R,4S,4aR,7R,8aR)-4,7-Dimethyl-1-(propan-2-yl)decahydro-1,7-epoxynaphthalene;(+)-Corvol ether A
C21694	10-epi-Juneol;10alpha-Eudesm-4(14)-en-6alpha-ol
C21695	10beta-Cadin-4-en-10-ol;tau-Cadinol
C21696	12-Hydroxyjasmonoyl-L-amino acid
C21697	12-Hydroxy-12-oxojasmonoyl-L-amino acid
C21698	(2E,6E)-Hedycaryol;(1E,4E,7R)-Germacra-1(10),4-dien-11-ol
C21699	12-Oxojasmonoyl-L-amino acid
C21700	10-epi-Cubebol
C21701	Sesterfisherol
C21702	beta-Thujene
C21703	Stellata-2,6,19-triene
C21704	Stellatate;Stellatic acid
C21705	Guaia-4,6-diene
C21706	(1RS,3aSR,8aRS)-3a,6-Dimethyl-1-(6-methylhepta-2,5-dien-2-yl)-1,2,3,3a,4,7,8,8a-octahydrohydroazulene;Pseudolaratriene
C21707	Selina-4(15),7(11)-diene
C21708	(1R,6R,9aS)-1,4,8,8-Tetramethyl-2,3,5,6,7,8,9,9a-octahydro-1H-cyclopenta[8]annulen-6-ol;(+)-(2S,3R,9R)-Pristinol
C21709	Nezukol;Pimar-15-en-8-ol
C21710	5-Hydroxy-alpha-gurjunene
C21711	ent-Atiserene
C21712	2-Chloro-N-(2,6-diethylphenyl)acetamide
C21713	Butyl formate
C21714	ent-13-epi-Manoyl oxide;(13R)-ent-8,13-Epoxylabd-14-ene
C21715	(1E,4Z,7R)-Germacra-1(10),4-dien-11-ol;(2Z,6E)-Hedycaryol
C21716	beta-Geranylfarnesene;(6E,10E,14E)-7,11,15,19-Tetramethyl-3-methyleneicosa-1,6,10,14,18-pentaene
C21717	beta-Hexaprene
C21718	beta-Heptaprene
C21719	2-(L-Cystein-S-yl)-2-(1H-indol-3-yl)acetonitrile
C21720	(13R)-9,13-Epoxylabd-14-ene
C21721	Camalexin;3-(Thiazol-2-yl)indole
C21722	(4R)-2-(1H-Indol-3-yl)-4,5-dihydrothiazole-4-carboxylate;(R)-Dihydrocamalexate
C21723	Biliverdin-IX-delta
C21724	Biliverdin-IX-beta
C21725	(13R)-8,13-Epoxylabd-14-ene;Manoyl oxide;(13R)-Manoyl oxide
C21726	Cycloaraneosene;(1R,3aR,9aS,10aR)-1,9a-Dimethyl-4-methylene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8,9,9a,10,10a-dodecahydrodicyclopenta[a,d][8]annulene
C21727	(13E)-Labda-7,13-dien-15-yl diphosphate;(13E)-Labda-7,13-dienyl diphosphate
C21728	Labda-7,13(16),14-triene
C21729	(12E)-Labda-8(17),12,14-triene
C21730	epsilon-(gamma-L-Glutamyl)-L-lysine
C21731	2-(Hydroxysulfanyl)hercynine;Nalpha,Nalpha,Nalpha-Trimethyl-2-(hydroxysulfanyl)-L-histidine;2-Sulfenohercynine
C21732	(3S,22S)-2,3:22,23-Diepoxy-2,3,22,23-tetrahydrosqualene;2,3,22,23-Dioxidosqualene
C21733	Pre-alpha-onocerin;(21S)-21,22-Epoxypolypoda-8(26)-13,17-trien-3beta-ol
C21734	8,14-Secogammacera-8(26),14(27)-diene-3beta,21alpha-diol;alpha-Onocerin
C21735	(2E)-5-[(1R,2S,4aS,8aS)-1,2,4a,5-Tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]-3-methylpent-2-en-1-yl diposphate;(-)-Kolavenyl diphosphate
C21736	4-Sulfanylbutanoate
C21737	4,4'-Disulfanediyldibutanoate
C21738	(4R)-4,2'-Dihydroxyisoflavan
C21739	(3R)-2'-Hydroxyisoflavanone
C21740	[Sulfatase]-L-cysteine
C21741	[Sulfatase]-3-oxo-L-alanine
C21742	beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-R
C21743	beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-R
C21744	Mn(IV)O2;Manganese dioxide
C21746	8-Methylthiooctyl-desulfoglucosinolate
C21747	N-Acetyl-beta-D-glucosaminyl-(1->4)-D-glucosamine
C21748	5-Fluorouridine diphosphate
C21749	5-Fluorouridine triphosphate
C21750	5-Fluorodeoxyuridine diphosphate
C21751	5-Fluorodeoxyuridine triphosphate
C21752	2-Hydroxyethyl-CoM
C21753	2-Chloro-2-hydroxyethyl-CoM
C21754	Isonicotinoyl radical
C21755	Isonicotinoyl-NAD+;INH-NAD+
C21756	Isonicotinoyl-NADP+;INH-NADP+
C21757	4-INN;4-Isonicotinoylnicotinamide
C21758	Hepatotoxins
C21759	INH-NAD adduct;Isonicotinoyl-NAD adduct
C21760	INH-NADP adduct;Isonicotinoyl-NADP adduct
C21761	(3R)-3-Hydroxy-4-oxobutanoate
C21762	4-Hydroxytryptamine
C21763	Long-chain alkane
C21764	5-Hydroxybenzimidazole
C21765	Rhizathalene A
C21766	4,4'-Diapolycopen-4-al
C21767	Pyridinium-3,5-bisthiocarboxylate mononucleotide;Pyridin-1-ium-3,5-bisthiocarboxylate mononucleotide;P2TMN
C21768	4,4'-Diapolycopen-4-oate
C21769	Ni(II)-pyridinium-3,5-bisthiocarboxylate mononucleotide
C21770	4,4'-Diapolycopene-4,4'-dioate
C21771	(R)-4,5-Dihydro-2-(6-hydroxy-1,3-benzothiazol-2-yl)thiazole-4-carboxylate;L-Firefly luciferin
C21772	L-Firefly luciferyl-CoA
C21773	[(3S)-4-Alkanoyl-5-oxooxolan-3-yl]methyl phosphate
C21774	(4-Alkanoyl-5-oxo-2,5-dihydrofuran-3-yl)methyl phosphate
C21775	1-(4-Methoxyphenyl)-N-methyl-N-[(3-methyloxetan-3-yl)methyl]methanamine
C21776	2-({[(4-Methoxyphenyl)methyl](methyl)amino}methyl)-2-methylpropane-1,3-diol
C21777	4-Hydroxy-L-tryptophan
C21778	4-Hydroxytryptamine 4-phosphate;Norbaeocystin
C21779	Baeocystin;4-Hydroxy-N-methyltryptamine 4-phosphate
C21780	alpha-D-Mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol
C21781	alpha-D-Mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol
C21782	Mogrol
C21783	Mogroside IE
C21784	Nerylneryl diphosphate;all-cis-Tetraprenyl diphosphate
C21785	N5-Phospho-L-glutamine
C21786	Oleuropein aglycone
C21787	S-Sulfinatoglutathione
C21788	Tulathromycin A
C21789	Tulathromycin B
C21790	Trehalose dimycolate;Cord factor;Trehalose-6,6'-dimycolate;TDM
C21791	Aggretin;Rhodocytin
C21792	Mannose-capped lipoarabinomannan;Mannosylated lipoarabinomannan;ManLAM
C21793	4-Phenylbutyrate;4-Phenylbutanoate;4-Phenylbutyric acid
C21794	2-Hydroxyornithine lipid
C21795	(3E)-4,8-Dimethylnona-1,3,7-triene
C21796	11-Hydroxyferruginol
C21797	all-trans-3,4-Didehydroretinol;Vitamin A2
C21798	Adenine in U6 snRNA;Adenine(43) in U6 snRNA
C21799	N6-Methyladenine in U6 snRNA;N6-Methyladenine(43) in U6 snRNA
C21800	(+)-O-Methylkolavelool
C21801	(+)-Demethylpiperitol;Sesamin monocatechol
C21802	(+)-Didemethylpinoresinol;Sesamin dicatechol
C21803	8-Demethyl-8-formylriboflavin 5'-phosphate
C21804	8-Demethyl-8-carboxyriboflavin 5'-phosphate;8-Carboxy-8-demethylriboflavin 5'-phosphate
C21805	8-Amino-8-demethylriboflavin 5'-phosphate;8-Demethyl-8-aminoriboflavin 5'-phosphate
C21808	21-Phosphorifampicin
C21811	Wall teichoic acid;[(4-D-Ala)-(2-GlcNAc)-Rib-ol-P]n-[Gro-P]m-beta-ManNAc-(1->4)-alpha-GlcNAc-P-peptidoglycan
C21812	Wall teichoic acid;[(2-GlcNAc)-Rib-ol-P]n-[Gro-P]m-beta-ManNAc-(1->4)-alpha-GlcNAc-P-peptidoglycan
C21814	[SoxY protein]-S-disulfanyl-L-cysteine
C21815	[SoxY protein]-S-sulfosulfanyl-L-cysteine
C21816	alpha-D-Galacturonosyl-[(1->2)-alpha-L-rhamnosyl-(1->4)-alpha-D-galacturonosyl]n;Rhamnogalacturonan I
C21817	[(1->2)-alpha-L-Rhamnosyl-(1->4)-alpha-D-galacturonosyl]n;Rhamnogalacturonan I
C21818	11,12-Dihydroxyabieta-8,11,13-trien-20-oic acid;Carnosic acid;Salvin
C21819	Salviol;Abieta-8,11,13-triene-2alpha,12-diol
C21820	Maniladiol;16beta-Hydroxy-beta-amyrin;Olean-12-ene-3beta,16beta-diol
C21821	6beta-Hydroxy-beta-amyrin;Olean-12-ene-3beta,6beta-diol;Daturadiol
C21822	Sugiol;12-Hydroxyabieta-8,11,13-trien-7-one
C21823	11-Hydroxysugiol
C21824	11,20-Dihydroxysugiol
C21825	9beta-Pimara-7,15-diene-3beta-ol
C21826	ent-3beta-Hydroxycassa-12,15-dien-2-one
C21827	ent-Cassa-12,15-dien-2beta-ol
C21828	ent-Cassa-12,15-dien-2-one
C21829	ent-Cassa-12,15-diene-2beta,3beta-diol
C21830	11,20-Dihydroxyferruginol
C21831	ent-2alpha,3alpha-Dihydroxyisokaurene;ent-Isokaurene-2beta,3beta-diol
C21832	(4S)- 2,3-Dehydroflavan-3,4-diol
C21833	Kaempferol-3-O-rutinoside;Nictoflorin
C21834	(4Z,8Z)-4,8-Dimethyl-12-oxotrideca-4,8-dienal
C21835	12,18-Didecarboxysiroheme
C21836	(3R,3'S)-beta,beta-Carotene-3,3'-diol;meso-Zeaxanthin
C21837	3-Geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole
C21838	Hapalindole H
C21839	12-epi-Hapalindole U
C21840	(6aS,9S,10R,10aS)-9-Ethenyl-10-isocyano-6,6,9-trimethyl-5,6,6a,7,8,9,10,10a-octahydroindeno[2,1-b]indole;12-epi-Fischerindole U
C21841	11-Oxocucurbitadienol;3beta-Hydroxycucurbita-7,24-dien-11-one
C21842	11-Hydroxycucurbitadienol
C21843	Drim-7-ene-11,12-diol;Drimendiol
C21844	Adenine in mRNA
C21845	N6-Methyladenine in mRNA
C21846	Sordaricin
C21847	4'-O-Demethylsordarin
C21848	GDP-6-deoxy-alpha-D-altrose
C21849	4-O-(2-N-Acetyl-beta-D-glucosaminyl-D-ribitylphospho)n-di[(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol
C21850	3-Bromo-4-hydroxybenzoate
C21851	Pyridinium-3,5-biscarboxylate mononucleotide;Pyridinium-3,5-biscarboxylic acid mononucleotide;P2CMN;Pyridin-1-ium-3,5-dicarboxylate mononucleotide
C21852	3,5-Dibromobenzene-1,2-diol
C21853	3-Bromo-4,5-dihydroxybenzoate
C21854	Kaempferol 3-O-rhamnoside-7-O-glucoside
C21855	5-Chloro-1H-pyrrole-2-carbonyl-[peptidyl-carrier protein]
C21856	4,5-Dichloro-1H-pyrrole-2-carbonyl-[peptidyl-carrier protein]
C21858	Deaminated glutathione;N-(4-Oxoglutaryl)-L-cysteinylglycine
C21859	cis-3-[2,2-Dichloro-1-(4-chlorophenyl)vinyl]-6-chlorocyclohexa-3,5-diene-1,2-diol;cis-2,3-Dihydrodiol-DDE
C21860	3-Methoxy-6-methyl-5-(all trans-polyprenyl)benzene-1,2,4-triol;3-Demethylubiquinol
C21861	[Protein]-dehydroalanine
C21862	5-Bromo-1H-pyrrole-2-carbonyl-[peptidyl-carrier protein]
C21863	4,5-Dibromo-1H-pyrrole-2-carbonyl-[peptidyl-carrier protein]
C21864	3,4,5-Tribromo-1H-pyrrole-2-carbonyl-[peptidyl-carrier protein]
C21865	5-Chloro-L-tryptophan
C21866	6-Chloro-L-tryptophan
C21867	6-Chloro-D-tryptophan
C21868	6,7-Dichloro-L-tryptophan
C21869	4-O-[(2-beta-D-Glucosyl-1-D-ribitylphospho)n-(1-D-ribitylphospho)-(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol
C21870	4-O-(2-N-Acetyl-alpha-D-glucosaminyl-D-ribitylphospho)n-di[(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol
C21871	(E)-omega-(Methylthio)alkyl-thiohydroximate;(E)-omega-(Methylsulfanyl)alkyl-thiohydroximate
C21872	Aliphatic desulfoglucosinolate;omega-(Methylthio)alkylhydroximate S-glucoside
C21873	2-Methyl-4-hydroxyquinoline;2-Methylquinolin-4-ol
C21874	Aurachin B epoxide
C21875	Aurachin A
C21876	Methyl [5-(phenylsulfanyl)-1H-benzimidazol-2-yl]carbamate;Fenbendazole
C21877	5-Carboxy-1-(5-O-phospho-beta-D-ribofuranosyl)pyridin-1-ium-3-carbonyl adenylate
C21878	Pyridinium-3-carboxy-5-thiocarboxylic acid mononucleotide;PCTMN;Pyridin-1-ium-3-carboxylate-5-thiocarboxylate mononucleotide
C21879	1-(5-O-Phospho-beta-D-ribofuranosyl)-5-(sulfanylcarbonyl)pyridin-1-ium-3-carbonyl adenylate
C21880	[Protein]-S-[5-carboxy-1-(5-O-phosphono-beta-D-ribofuranosyl)pyridin-1-ium-3-carbonyl]-L-cysteine
C21881	[Protein]-S-[1-(5-O-phosphono-beta-D-ribofuranosyl)-5-(sulfanylcarbonyl)pyridin-1-ium-3-carbonyl]-L-cysteine
C21882	Fenbendazole S-oxide;Oxfendazole
C21883	Hydroxyalbendazole;Methyl [5-(3-hydroxypropylsulfanyl)-1H-benzimidazol-2-yl]carbamate
C21884	4'-Hydroxyfenbendazole;Methyl [5-(4-hydroxyphenylsulfanyl)-1H-benzimidazol-2-yl]carbamate
C21885	omega-Hydroxy-beta-dihydromenaquinone-9
C21886	omega-Hydroxy-long-chain fatty acid
C21887	(2S,3E)-2-Amino-4-[(2R)-2-amino-3-hydroxypropoxy]but-3-enoate;Rhizobitoxine
C21888	Dihydrorhizobitoxine;(2S)-2-Amino-4-[(2R)-2-amino-3-hydroxypropoxy]butanoate
C21889	L-Tyrosine isonitrile;(2S)-3-(4-Hydroxyphenyl)-2-isocyanopropanoate
C21890	4-[(E)-2-Isocyanoethenyl]phenol
C21891	(2E)-3-(4-Hydroxyphenyl)-2-isocyanoprop-2-enoate
C21892	L-Tryptophan isonitrile;(2S)-3-(1H-Indol-3-yl)-2-isocyanopropanoate
C21893	3-[(Z)-2-Isocyanoethenyl]-1H-indole
C21894	3-[(E)-2-Isocyanoethenyl]-1H-indole
C21895	2-Acetylphloroglucinol;Monoacetylphloroglucinol
C21896	2,4-Diacetylphloroglucinol
C21897	Dihydrochanoclavine-I aldehyde
C21898	[SoxY protein]-S-sulfanyl-L-cysteine
C21899	[SoxY protein]-S-(2-sulfodisulfanyl)-L-cysteine
C21900	[SAMP]-Gly-Gly
C21901	[SAMP]-Gly-Gly-AMP
C21902	Dolichyl beta-D-glucuronosyl-(1->3)-beta-D-glucosyl phosphate
C21903	Delta9-Tetrahydrocannabinolate
C21904	TMM;Trehalose monomycolate
C21905	3-Oxocholan-24-oyl-CoA
C21906	3-Oxochol-4-en-24-oyl-CoA
C21907	12alpha-Hydroxy-3-oxocholan-24-oyl-CoA
C21908	12alpha-Hydroxy-3-oxochol-4-en-24-oyl-CoA
C21909	7alpha-Hydroxy-3-oxochol-24-oyl-CoA;3-Oxochenodeoxycholoyl-CoA
C21910	3-Oxocholoyl-CoA;7alpha,12alpha-Dihydroxy-3-oxochol-24-oyl-CoA
C21911	7beta-Hydroxy-3-oxochol-24-oyl-CoA
C21912	7beta-Hydroxy-3-oxochol-4-en-24-oyl-CoA
