hsa:7529	P31946;V9HWD6
hsa:83860	Q5VWG9
hsa:6875	Q92750
hsa:6874	O00268
hsa:27097	O75529
hsa:6877	Q15542
hsa:10629	Q9Y6J9;A0A024R5A7;A8K0D4
hsa:6878	P49848
hsa:54457	Q5H9L4
hsa:6879	Q15545
hsa:129685	Q7Z7C8
hsa:51616	Q9HBM6
hsa:6880	Q16594
hsa:407738	Q7Z5A9
hsa:338811	Q8N3H0
hsa:284467	Q7Z5A8
hsa:151647	Q96LR4;A0A024R369
hsa:25817	Q7Z5A7
hsa:117289	Q8N103
hsa:8407	P37802;A0A384MTL2
hsa:29114	Q9UI15
hsa:6876	Q01995;Q5U0D2
hsa:6886	P17542;Q16509
hsa:6887	Q16559
hsa:9786	Q9BVV6
hsa:6888	P37837;A0A140VK56
hsa:132001	Q96BW9
hsa:85461	Q9C0D5;B9EK39
hsa:26115	Q9HCD6
hsa:10010	Q92844;Q6NW12;B2R7S3
hsa:57551	Q7L7X3;A0A024QZ70
hsa:9344	Q9UL54
hsa:51347	Q9H2K8
hsa:6890	Q03518;A0A0S2Z5A6
hsa:29080	Q9P031
hsa:6891	Q03519;Q5JNW1
hsa:202018	Q6NXT6
hsa:11078	Q9H2D6
hsa:6894	Q13395
hsa:286753	Q8IXB3
hsa:441864	B6A8C7
hsa:25890	Q7Z7G0
hsa:54906	Q5VWN6
hsa:23272	Q9UK61
hsa:55617	Q9H6P5
hsa:83940	Q6P1N9
hsa:9797	Q93075;A0A024R2F3
hsa:128387	Q17R31
hsa:4137	P10636;A0A024R9Y1
hsa:8887	Q86VP1
hsa:6901	Q16635;A0A0S2Z4K0
hsa:83874	Q9BXI6;A7E244;B7ZVY9
hsa:26000	Q4KMP7
hsa:374403	Q8IV04
hsa:11013	P0CG34;P0CG35
hsa:286527	P0CG34;P0CG35
hsa:85456	Q9C0C2;A0A024R542
hsa:25771	Q8WUA7
hsa:55633	Q9NU19
hsa:7846	Q71U36
hsa:10376	P68363
hsa:84790	Q9BQE3
hsa:113457	P0DPH7;P0DPH8;Q1ZYQ1
hsa:7278	P0DPH7;P0DPH8;Q1ZYQ1
hsa:112714	Q6PEY2
hsa:7277	P68366
hsa:51807	Q9NY65
hsa:79861	A6NHL2
hsa:219793	Q96M53
hsa:81027	Q9H4B7
hsa:7280	Q13885
hsa:347733	Q9BVA1;A0A384MEE3
hsa:10381	Q13509;Q53G92
hsa:10382	P04350
hsa:10383	P68371
hsa:203068	P07437;Q5SU16
hsa:84617	Q9BUF5
hsa:347688	Q3ZCM7
hsa:23232	O60347
hsa:54662	Q9NVG8;A0A024R8C8;B3KNG3
hsa:57533	Q9P2M4
hsa:64786	Q8TC07
hsa:125058	Q8TBP0
hsa:79735	Q9HA65
hsa:55296	Q8N5T2
hsa:128637	Q96BZ9;Q9Y2V8
hsa:161514	Q8IYX1
hsa:55773	Q9NUY8
hsa:57465	Q9ULP9
hsa:4943	Q3MII6
hsa:353149	Q86UD7
hsa:254272	Q2M2D7
hsa:23329	Q9Y2I9
hsa:93594	Q96DN5
hsa:414060	Q8IZP1;Q6IPX1
hsa:729873	Q8IZP1;Q6IPX1
hsa:414059	A6NDS4
hsa:101060321	Q6IPX1;Q6DHY5
hsa:101060389	A0A087WVF3
hsa:102723859	A0A087X179
hsa:84218	A6NER0
hsa:729877	P0C7X1
hsa:102724862	A0A087WXS9
hsa:101060351	A0A087X1G2
hsa:101060376	B9A6J9
hsa:54885	Q0IIM8
hsa:23061	Q66K14;Q9BW24;B3KM54
hsa:6902	O75347;Q6FGD7
hsa:1155	Q99426
hsa:55171	Q9NVR7
hsa:6903	Q15814
hsa:23216	Q86TI0;Q8NC59;B9A6J6;Q6PJJ8
hsa:9882	O60343
hsa:9779	Q92609;B9A6K1
hsa:107080638	Q9P0N9;A0A024QZX0
hsa:51256	Q9P0N9;A0A024QZX0
hsa:11138	O95759
hsa:23158	Q6ZT07
hsa:6904	Q9BTW9
hsa:219899	Q5QJ74
hsa:6905	Q15813
hsa:93627	Q8TEA7;A0A024RDH3
hsa:55357	Q9BYX2
hsa:23102	Q9UPU7;B2RTQ2
hsa:51174	Q9UJT1
hsa:51175	Q9UJT0
hsa:7283	P23258
hsa:27175	Q9NRH3
hsa:29110	Q9UHD2
hsa:9755	A7MCY6
hsa:79718	Q9BZK7
hsa:6907	O60907;A0A024RBV9
hsa:90665	Q9BQ87;A0A024R189
hsa:26608	Q9Y4P3;A0A384MDS4
hsa:10607	Q12788
hsa:9519	P62380
hsa:387332	Q6SJ96
hsa:6908	P20226;Q32MN7
hsa:10716	Q16650
hsa:84897	Q3YBR2
hsa:347853	O75333
hsa:6913	Q96SF7
hsa:9096	O95935
hsa:9095	O60806;B3KRD9
hsa:6899	O43435
hsa:57057	Q9UMR3
hsa:30009	Q9UL17
hsa:50945	Q9Y458;B3KUL8
hsa:6909	Q13207;A0A024QZ86
hsa:6926	O15119;A0A024RBL6
hsa:9496	P57082
hsa:6910	Q99593
hsa:6911	O95947
hsa:6862	O15178
hsa:200132	Q8N7M0
hsa:255758	Q8WW35
hsa:6991	Q8IZS6
hsa:343521	Q5JR98
hsa:55135	Q9BUR4
hsa:9747	Q9Y4C2
hsa:285966	A6NFQ2
hsa:285343	Q8N3R3
hsa:9338	Q15170
hsa:140597	Q9H3H9
hsa:85012	Q969E4
hsa:79921	Q96EI5;A0A384NKK0
hsa:340543	Q5H9L2
hsa:56849	Q9BRU2
hsa:90843	Q8IYN2
hsa:51186	Q9UHQ7
hsa:148022	Q8IUC6
hsa:100302736	Q86XR7;Q9Y3B3;A0A0A6YYA0
hsa:353376	Q86XR7
hsa:6917	P23193;A0A384MTX4
hsa:6919	Q15560;Q6IB64
hsa:6920	O75764;B4DUM4
hsa:6939	Q12870;A4LBB6;Q6NVX3
hsa:6941	Q9Y242;A0A1U9X8M7
hsa:6942	Q9UGU0;W5ZR30
hsa:6943	O43680
hsa:150921	Q7RTU1
hsa:100129654	Q7RTU0
hsa:22980	Q9BQ70
hsa:6932	P36402;B3KQ75
hsa:10732	Q9UL49;Q86TP4
hsa:126637	Q5QJ38
hsa:84260	Q9BT92;A0A024RBM9
hsa:56892	Q9NR00
hsa:8115	P56279;A0A024R6G5
hsa:9623	O95988;A0A024R6P4
hsa:6947	P20061
hsa:6948	P20062
hsa:6949	Q13428
hsa:6954	Q8WWU5;B7ZAT8
hsa:140290	Q8TDR4
hsa:401285	B9ZVM9
hsa:10923	P53999;Q6IBA2
hsa:6950	P17987
hsa:10576	P78371;V9HW96
hsa:10575	P50991
hsa:22948	P48643;V9HW37
hsa:7203	P49368;B3KX11;Q59H77
hsa:10574	Q99832
hsa:150160	Q96SF2
hsa:10694	P50990
hsa:25851	Q7Z6L1
hsa:9895	O15040
hsa:10693	Q92526
hsa:908	P40227;A0A024RDL1
hsa:10915	O14776
hsa:256536	Q5VWI1
hsa:6988	P57738
hsa:7178	P13693;A0A0P1J1R0
hsa:6997	P13385
hsa:6996	Q13569;B4E127
hsa:116092	Q9H147
hsa:30836	Q5QJE6
hsa:126668	Q5VZ19
hsa:91646	Q587J7
hsa:100129278	B5MCY1
hsa:56165	Q9BXT4;A0A140VJW6
hsa:81550	Q9H7E2;A0A024QZE0
hsa:163589	Q8NAT2;A0A024R910
hsa:221400	O60522
hsa:23424	Q8NHU6
hsa:122402	Q8NDG6;Q86WA0
hsa:11022	Q9Y2W6
hsa:157695	Q86YL5
hsa:1791	P04053
hsa:54386	Q9NYB0
hsa:7003	P28347;Q59EF3
hsa:8463	Q15562
hsa:7005	Q99594
hsa:7004	Q15561
hsa:127428	Q96MN5
hsa:170082	Q8N8B7;A8K5F6
hsa:10728	Q15185;A0A024RB32
hsa:253017	Q5HYJ1
hsa:9524	Q9NZ01
hsa:79600	Q2MV58;B4DIB9
hsa:79867	Q96GX1
hsa:26123	Q6NUS6
hsa:7007	O75443
hsa:6975	Q96PL2
hsa:7006	P42680
hsa:283643	Q86SX3
hsa:80178	Q7L2K0
hsa:127670	Q5T9Z0
hsa:100526694	Q8IYR6
hsa:8577	Q8IYR6
hsa:23671	Q9UIK5
hsa:79736	Q96QE5
hsa:7008	Q10587
hsa:83659	Q969V4
hsa:27285	Q9UIF3
hsa:64518	Q9BXF9
hsa:150483	Q8WW24;A0A384MEB7
hsa:146279	Q96M29
hsa:9894	Q9Y4R8;B4DXS2
hsa:8557	O15273;A2TDC0
hsa:100134934	Q86WV5
hsa:10178	Q9UKZ4
hsa:57451	Q9NT68;F8VNQ3
hsa:55714	Q9P273;A0A140VJW8
hsa:26011	Q6N022
hsa:3371	P24821;B4E1W8;Q4LE33
hsa:63923	Q9UQP3;B3KXB6
hsa:7143	Q92752;A1L306
hsa:7145	Q9HBL0;Q59G71;A1L0S7;Q86VB0
hsa:64759	Q68CZ2
hsa:84951	Q8IZW8;Q6PJP3
hsa:7148	P22105;Q9Y464;O95680;O95681
hsa:7011	Q99973
hsa:374739	Q6URK8
hsa:7415	P55072;V9HW80
hsa:283847	Q8NA31
hsa:145645	Q8NHR7
hsa:7013	P54274
hsa:7014	Q15554
hsa:7015	O14746
hsa:7016	Q15569;Q8NFJ4
hsa:10420	Q96S53
hsa:9840	A2RU30;A0A024RB73
hsa:10942	Q9Y6M0
hsa:26136	Q9UGI8;A4D0U5
hsa:80312	Q8NFU7
hsa:54790	Q6N021;A0A158SIU0
hsa:200424	O43151
hsa:55603	Q96IP4
hsa:115572	Q96A09
hsa:54855	Q5VWP2
hsa:169966	Q8NEK8
hsa:7123	P05452
hsa:54881	Q9NXF1;A0A024R169
hsa:56159	Q8IYF3
hsa:56158	Q9BXU0;A0A024R3E7
hsa:56155	Q8IWB6
hsa:400629	Q8NA77
hsa:647310	C9J3V5
hsa:122046	Q8N6G2
hsa:1527	O15482
hsa:121793	Q8N6K0
hsa:55852	Q8IWB9
hsa:93081	Q5JUR7;A0A024RDZ1
hsa:339669	O43247
hsa:84066	Q5T0J7
hsa:387718	Q5VZQ5
hsa:200523	Q96LM6;A0A140VK60
hsa:374973	Q6PEX7;C9W8M6
hsa:389320	Q6ZNM6
hsa:165100	Q53QW1
hsa:374877	Q8NA69
hsa:729059	H3BTG2
hsa:219557	Q8TBZ9
hsa:100505478	A0A1B0GUV7
hsa:730159	A0A1B0GTY4
hsa:101929926	A0A1B0GUA7
hsa:152405	Q96M34
hsa:374618	Q8N6V9;A0A0S2Z669
hsa:2957	P52655
hsa:11036	Q9UNN4;A0A140VKA3
hsa:2959	Q00403
hsa:2965	P32780;A0A384MTQ8
hsa:2966	Q13888
hsa:2967	Q13889
hsa:2968	Q92759;A0A1U9X7S4
hsa:404672	Q6ZYL4
hsa:29842	Q9NZI6
hsa:90316	Q8IUE1
hsa:90655	Q8IUE0
hsa:2971	Q92664
hsa:2972	Q92994
hsa:2975	Q12789
hsa:2976	Q8WUA4
hsa:9330	Q9Y5Q9
hsa:9329	Q9UKN8;B3KNH2
hsa:9328	Q9Y5Q8
hsa:112495	Q969F1
hsa:5970	Q04206
hsa:83439	Q9HCS4
hsa:6934	Q9NQB0
hsa:7019	Q00059;E5KSU5
hsa:7023	Q01664
hsa:51106	Q8WVM0;E5KTM5
hsa:64216	Q9H5Q4
hsa:7024	Q12800;A0A024R120
hsa:7027	Q14186;A0A024RDY4
hsa:7029	Q14188
hsa:51270	Q5H9I0
hsa:6929	P15923
hsa:7030	P19532;A0A024QZ23
hsa:7942	P19484;A0A024RCY3
hsa:22797	O14948
hsa:7031	P04155
hsa:7032	Q03403
hsa:7033	Q07654
hsa:10342	Q92734
hsa:25816	O95379;B3KUI2
hsa:24144	Q9UBB9;A0A024R1I7
hsa:7035	P10646
hsa:7980	P48307
hsa:29844	P0C1Z6;A0A024R4Q5
hsa:7037	P02786;Q7Z3E0
hsa:7036	Q9UP52
hsa:2152	P13726
hsa:7049	Q03167
hsa:23483	O95455
hsa:9392	Q8WUH2
hsa:7039	P01135
hsa:7040	P01137;A0A499FJK2
hsa:7042	P61812;Q59EG9
hsa:7043	P10600;A5YM40
hsa:7041	O43294
hsa:7046	P36897;Q5T7S2;B4DXN7
hsa:7048	P37173;A3QNQ0
hsa:7050	Q15583
hsa:60436	Q9GZN2
hsa:7051	P22735
hsa:7052	P21980;V9HWG3
hsa:343641	O95932
hsa:7053	Q08188
hsa:7047	P49221
hsa:9333	O43548;B4DPS8
hsa:116179	Q96PF1
hsa:375056	Q5JRA6
hsa:10618	O43493
hsa:100507588	H3BV60
hsa:23116	Q9Y4F4;B4DHM7;Q6P183
hsa:165186	Q6ZUX3
hsa:96764	Q96RS0
hsa:81890	Q9BXR0;Q71RF8
hsa:56906	Q9P2Z0
hsa:57215	Q96EK4
hsa:63892	Q6YHU6
hsa:55145	Q9NVV9
hsa:83591	Q9H0W7
hsa:90326	Q8WTV1
hsa:51078	Q8WY91
hsa:168451	Q7Z6K1
hsa:152815	Q8TBB0;A0A024RDF9
hsa:80764	Q9BT49
hsa:199745	Q8NA92
hsa:79725	Q9H5L6
hsa:6916	P24557;Q53F23
hsa:7067	P10827
hsa:6906	P05543
hsa:7068	P10828;A0A024R2I8
hsa:100506564	P0DJG4
hsa:51298	Q9P2T0
hsa:117145	Q5T1C6;A8K0C9
hsa:284486	Q8N1Q8
hsa:51337	Q8WUY1
hsa:54974	Q9NWX6
hsa:39	Q9BWD1
hsa:30	P09110;A0A024R2M6
hsa:38	P24752;A0A140VJX1
hsa:10449	P42765;B3KNP8
hsa:25828	Q99757
hsa:7295	P10599;H9ZYJ2
hsa:387357	Q8N1K5
hsa:9473	Q5TEJ8
hsa:79896	Q8IYQ7;Q9H6P9
hsa:55258	Q86YJ6
hsa:9984	Q96FV9
hsa:57187	Q8NI27
hsa:84321	Q96J01
hsa:10189	Q86V81;E9PB61
hsa:8563	Q13769;A0A024R1D6
hsa:79228	Q86W42
hsa:80145	Q6I9Y2;A0A024R332
hsa:7064	P52888
hsa:2147	P00734
hsa:7069	Q92748
hsa:221981	Q9UPZ6
hsa:80731	Q9C0I4
hsa:55901	Q9NS62;A0A024R064;B3KTY7
hsa:79875	Q6ZMP0
hsa:4357	P25325;A0A140VJX3
hsa:79178	Q9BU02
hsa:7263	Q16762;A0A384NKQ2
hsa:55623	Q9NXG2;A0A024R388;Q6MZT3
hsa:80745	Q9BTF0;Q969Z2
hsa:25917	Q9BV44
hsa:7070	P04216;B0YJA4
hsa:7038	P01266
hsa:29087	Q9P016;A0A024R3M1
hsa:10440	Q99595
hsa:10245	O60830
hsa:7072	P31483
hsa:9220	O95411
hsa:7074	Q13009;A0A2X0TW27
hsa:26230	Q8IVF5;B3KW11
hsa:7073	Q01085;Q49AS9
hsa:6695	Q08629
hsa:9806	Q92563
hsa:50859	Q9BQ16
hsa:90381	Q7Z2Z1
hsa:51300	Q9NPL8
hsa:7075	P35590
hsa:7010	Q02763;Q59HG2
hsa:8805	O15164
hsa:10155	Q13263
hsa:497189	Q6ZNK6
hsa:92610	Q96CG3
hsa:5918	P49788
hsa:57103	Q9NQ88
hsa:200765	Q96MW7
hsa:166815	Q4W5G0;V9HWD1;B3KNK0
hsa:220359	Q6B0B8
hsa:201798	Q8IY51
hsa:84948	Q53EQ6
hsa:81789	Q17RP2
hsa:91151	Q6NT04
hsa:201633	Q495A1
hsa:129293	Q86V40
hsa:388630	A6NFA1
hsa:23639	Q86X45
hsa:26519	P62072
hsa:26517	Q9Y5L4
hsa:131118	Q96DA6;A0A0S2Z5X1
hsa:51025	Q9Y3D7
hsa:29090	Q9BVV7;A8K1K8
hsa:29928	Q9Y584
hsa:100287932	O14925
hsa:90580	Q9BSF4
hsa:10469	O43615
hsa:92609	Q3ZCQ8;A0A024R0M6
hsa:1678	O60220
hsa:26521	Q9Y5J9;G3XAN8
hsa:26520	Q9Y5J7;A0A024R648
hsa:91937	Q96H15
hsa:7076	P01033;Q6FGX5
hsa:7077	P16035;A0A140VK57
hsa:7078	P35625
hsa:7079	Q99727
hsa:8914	Q9UNS1
hsa:27283	Q9UJW2;Q6NSC1
hsa:64129	Q9GZM7
hsa:26277	Q9BSI4
hsa:113091	Q96A98
hsa:54962	Q9BVW5
hsa:261726	O75663
hsa:81533	Q8TB96
hsa:114609	P58753;A0A024R3M4
hsa:84309	Q9BRJ7;B2RD96
hsa:677	Q07352;A0A024R658;B3KNA8
hsa:678	P47974
hsa:7273	Q8WZ42
hsa:93643	Q5JTD0
hsa:26007	Q3LXA3;A0A140VJH7
hsa:6863	P20366
hsa:255061	Q86UU9
hsa:6866	Q9UHF0;A0A024RB47
hsa:8277	P51854
hsa:84076	Q9H0I9;A0A140VKC2
hsa:7086	P29401;V9HWD9
hsa:79850	Q8TBR7
hsa:83723	Q71RH2;F1T0F5
hsa:116238	Q96CP7
hsa:727910	A6NGC4
hsa:148534	Q96MV1
hsa:219902	Q6ZRR5
hsa:140711	A0PJX2
hsa:7088	Q04724;Q59EF7
hsa:7089	Q04725
hsa:7090	Q04726
hsa:7091	Q04727
hsa:166	Q08117;Q8WY48
hsa:79816	Q9H808
hsa:9874	Q9UKI8
hsa:11011	Q86UE8
hsa:7092	O43897;B7ZLW3
hsa:7093	Q9Y6L7
hsa:7094	Q9Y490
hsa:83660	Q9Y4G6
hsa:81793	Q9BXR5;A0A024R9W4
hsa:7096	Q15399
hsa:7097	O60603;B3KWR9;A0A0S2Z4S4
hsa:7098	O15455
hsa:7099	O00206
hsa:7100	O60602;A0A2R8Y7Z4
hsa:10333	Q9Y2C9;B2R933
hsa:51284	Q9NYK1;B2R9N9
hsa:51311	Q9NR97
hsa:54106	Q9NR96
hsa:59274	Q9H1K6
hsa:51759	Q9NZ63
hsa:3195	P31314
hsa:3196	O43763
hsa:30012	O43711
hsa:55273	Q9NV29
hsa:84336	Q96IK0
hsa:284114	Q8N9M5
hsa:54868	Q8NE00;A0A024R8L3
hsa:84314	Q6UX40
hsa:66000	Q6UXF1
hsa:79073	Q9BVC6
hsa:93587	Q8TBZ6;V9HVY8
hsa:158234	Q6PF06
hsa:54931	Q7L0Y3
hsa:283953	B3SHH9
hsa:11070	Q12893;A0A024R2Y2
hsa:89894	Q8NCL8
hsa:84216	Q9H0C3
hsa:338773	Q4V9L6
hsa:339967	Q6ZMR5;A8KA85;A0A0A0MR82
hsa:132724	Q86T26
hsa:9407	O60235
hsa:28983	Q9UL52
hsa:389208	Q6ZWK6
hsa:80757	Q9BTD3
hsa:128218	Q96AQ2
hsa:55654	O75204
hsa:85013	Q5BJH2;B7Z3K1
hsa:92305	A0AVI4
hsa:222865	Q8N3G9
hsa:23505	Q92545
hsa:80194	Q9H6X4
hsa:65084	Q86UB9
hsa:51524	Q9NPI0
hsa:135932	Q8IV31
hsa:55281	Q9NV12
hsa:85014	Q96I45
hsa:55260	Q96AN5
hsa:55314	Q7Z5S9
hsa:284339	Q8NBT3
hsa:10430	Q9BVK8
hsa:28978	Q9Y6G1
hsa:81853	Q9NUH8;A0A024QZV7
hsa:51522	Q9P0S9;A0A024R001
hsa:201799	Q6P9G4
hsa:132332	Q4W5P6
hsa:80008	Q8N614
hsa:25907	Q8WZ71
hsa:57146	Q96B96
hsa:54958	Q9NX00
hsa:81615	Q8TC26
hsa:84187	Q5U3C3
hsa:55858	Q9HC07
hsa:64418	Q9H0V1;A0A024R716
hsa:92691	Q96HH4;A0A024R430
hsa:134285	Q8WVE6
hsa:134288	Q8WUU8;A0A024RAN0
hsa:84286	Q9BSA9
hsa:80775	Q53S58
hsa:57583	Q9P2C4
hsa:130827	Q6ZP80
hsa:25880	Q96B77
hsa:8269	Q14656
hsa:387521	A5PLL7
hsa:387522	A5PLL7;Q13404
hsa:147744	Q8WZ59
hsa:201931	Q8IY95
hsa:256130	Q5HYL7
hsa:130612	Q66K66;A0A024R483
hsa:147007	Q8N511
hsa:10040	O75674
hsa:146691	Q6ZVM7
hsa:199953	Q5SNT2
hsa:338949	A6NGA9
hsa:94107	Q969S6
hsa:79652	Q9BSN7
hsa:374882	Q6UW68;A0A024R7D3
hsa:131920	Q6UWW9
hsa:29100	Q9BTX3
hsa:84928	Q96SK2;A0A140VJX5
hsa:100505993	A6NLX4
hsa:255349	Q6ICI0;A0A0C4DG04
hsa:389177	A6NML5
hsa:155006	A2RRL7
hsa:54867	Q6NUQ4
hsa:401498	Q68D42
hsa:51259	Q9P0N5
hsa:221468	Q8N7C4
hsa:219854	A2RU14
hsa:124446	Q86XT9;A0A024R618
hsa:388335	Q6QAJ8
hsa:100130519	A6NGB7
hsa:84065	Q9H0R3
hsa:79064	A0PJW6
hsa:338661	Q6GV28
hsa:29058	Q96A57
hsa:79583	Q9H6L2
hsa:642987	C9JQI7
hsa:387890	B4DJY2
hsa:56063	Q8WY98;B4DHR3
hsa:283999	A6NFC5
hsa:653567	Q5W0B7
hsa:65062	Q96Q45
hsa:388564	C9JI98
hsa:100288797	Q8WW34
hsa:339453	Q5SV17
hsa:85019	Q24JQ0;Q7L033
hsa:729515	Q9NWH2
hsa:79161	Q9BU79
hsa:253582	Q5VVB8
hsa:23731	Q9H330
hsa:84302	Q9BRR3;A0A024R188
hsa:388946	A6NEH6
hsa:55069	Q9NWD8;A0A024RDK7
hsa:340393	Q2WGJ8
hsa:90120	H0YL14
hsa:26175	Q8N6I4
hsa:169693	Q8N6L7
hsa:643382	P0C7T8
hsa:80195	Q8TBM7
hsa:254863	Q8N2U0
hsa:746	P61165
hsa:54916	Q9NX78;B3KN73
hsa:100130348	E9PQX1
hsa:90488	Q8WUH6
hsa:100862671	A0A087WTH1
hsa:123591	Q2M3C6
hsa:64417	Q0VDI3;A0A024R0B8
hsa:203197	Q5VZI3
hsa:135886	Q6UE05
hsa:170371	Q5T292
hsa:83941	Q9BX74
hsa:83877	Q9BX73
hsa:80213	Q9BRN9
hsa:59353	Q53FP2
hsa:100506144	Q8NCS4
hsa:79041	Q9H6F2
hsa:55151	Q9NVV0
hsa:55254	Q9NV64
hsa:55116	Q9GZU3;Q9BT39
hsa:84134	Q969M1
hsa:90407	Q96HV5
hsa:440026	Q5BJD5
hsa:55076	Q9NWC5
hsa:120224	Q96B21
hsa:23585	O95807;Q7RU07
hsa:757	P56557
hsa:120939	Q4KMG9
hsa:25789	Q9UK28;A0A024R7L4
hsa:53346	Q9BZW5
hsa:53345	Q9BZW4;Q8N8A7
hsa:55321	Q9NUR3
hsa:51768	Q9NS93
hsa:144110	Q8N2M4
hsa:255043	Q8N661
hsa:25963	Q8NBN3
hsa:84910	Q96K49
hsa:643965	A6NKF7
hsa:10548	O15321
hsa:9375	Q99805;A0A024QYR8
hsa:56889	Q9HD45;A0A024QYS2
hsa:9777	Q92544;A0A024QYR3
hsa:55319	Q96EY4
hsa:51372	Q9Y2S6
hsa:117531	Q8TDI8
hsa:117532	Q8TDI7
hsa:342125	Q7Z5M5
hsa:147798	Q7Z404;A0A087WT65
hsa:145942	Q8N6Q1;A0A024R9I9
hsa:79838	Q6UXY8
hsa:11322	Q7Z403;A0A024R8V2
hsa:79905	Q7Z402
hsa:147138	Q8IU68;A0A024R8N8;B3KXZ8
hsa:23023	O94876
hsa:9911	O75069
hsa:57458	Q9ULS5
hsa:54499	Q9UM00
hsa:127391	Q7Z6W1;A0A140VKB8
hsa:55002	Q6UWJ1;A0A024RE09
hsa:255104	Q5TGY1
hsa:55374	Q96DC7
hsa:11018	Q13445
hsa:10959	Q15363;Q6FHT8
hsa:23423	Q9Y3Q3;A0A140VKD1
hsa:222068	Q7Z7H5
hsa:50999	Q9Y3A6
hsa:146456	Q8WW62
hsa:51014	Q9Y3B3
hsa:283578	Q6PL24
hsa:54732	Q9BVK6;A0A024R7M0
hsa:10972	P49755;A0A024R6I3
hsa:252839	Q9P0T7;A0A024R967
hsa:7110	P82094;Q6PII6;A0A024R370
hsa:5638	O14668;Q8NEK6
hsa:5639	O14669
hsa:79057	Q9BZD7
hsa:79056	Q9BZD6;A0A0S2Z5N9
hsa:259236	Q8NEW7
hsa:388364	Q6UXZ0
hsa:126259	Q96BF3
hsa:57413	P0DMS9
hsa:55217	Q9NVH6
hsa:8834	P17152
hsa:200728	Q86X19
hsa:129787	Q96B42
hsa:55266	Q96HH6;A0A024RBA1
hsa:84866	Q86YD3
hsa:219623	Q6ZUK4
hsa:203562	Q5JXX7;A0A140VK58
hsa:55161	P57088;A0A024R9W7
hsa:55287	Q8WWA1
hsa:131616	Q69YG0
hsa:79188	Q9BTV4;A0A024R2F9
hsa:93109	Q2T9K0
hsa:83604	Q9BQJ4;A0A024RBY7
hsa:55092	Q9NW97;A0A024QZ97
hsa:339456	Q8NDY8
hsa:79639	Q6P2H8
hsa:113452	Q969K7
hsa:9528	Q9BXS4
hsa:85025	Q9H2L4
hsa:199964	Q8N0U2
hsa:80021	Q0P6H9
hsa:169200	Q6YI46
hsa:157378	Q6PI78
hsa:137695	Q96MH6
hsa:51249	Q5SWH9
hsa:54968	Q9BUB7
hsa:137835	Q6P5X7
hsa:643236	A0PK05
hsa:157753	Q96NL1;A0A024R9D4
hsa:84283	Q9BSE2
hsa:283232	Q96HE8
hsa:388730	Q6P7N7
hsa:388595	A0PJX8
hsa:92162	Q6PEY1
hsa:440955	A2RUT3
hsa:58986	Q9HCN3
hsa:51754	A6NDV4
hsa:641649	Q6ZNR0
hsa:162461	Q6UXU6
hsa:9772	Q12767;A0A024R8S6
hsa:339168	Q3KNT9
hsa:26022	Q9Y2Y6
hsa:56674	Q9NQ34;Q543A1
hsa:7111	P28289
hsa:29767	Q9NZR1
hsa:29766	Q9NYL9
hsa:29765	Q9NZQ9
hsa:643853	Q6ZT21
hsa:7113	O15393
hsa:64699	P57727
hsa:56649	Q9NRS4
hsa:80975	Q9H3S3
hsa:164656	Q8IU80
hsa:344805	Q7RTY8
hsa:360200	Q7Z410;Q0X0F2
hsa:283471	Q86WS5;A0A140VJY1
hsa:84000	Q9BYE2
hsa:83857	Q8IUR5
hsa:160335	Q8N394
hsa:160418	Q6ZXV5;A8K321
hsa:84899	Q5T4D3
hsa:83590	Q9BVT8;A0A090N8Q3
hsa:79089	Q71RG4
hsa:81542	Q9H3N1
hsa:51075	Q9Y320
hsa:54495	Q96JJ7
hsa:56255	Q9H1E5
hsa:10673	Q9Y275;A0A0U5J7Q1
hsa:7127	Q03169
hsa:7128	P21580
hsa:84629	O15417;A3KMH2
hsa:8743	P50591;Q6IBA9
hsa:8600	O14788;Q5T9Y4
hsa:407977	O43508;A0A0A6YY99
hsa:8742	O43508;Q4ACW9
hsa:8741	O75888
hsa:8740	O43557
hsa:9966	O95150;A0A0U5JA19
hsa:8995	Q9UNG2;A0A0U5JXL4
hsa:8771	O95407
hsa:7124	P01375;Q5STB3
hsa:4049	P01374;Q5STV3
hsa:4050	Q06643;Q5STB2
hsa:7292	P23510;A0A024R937
hsa:356	P48023;Q53ZZ1
hsa:944	P32971;Q52M88
hsa:8744	P41273;A0A0U5J8I0
hsa:128989	Q6ICL3;A8K1E7
hsa:79613	Q9C0B7;B3KTB6
hsa:100526835	Q59H18
hsa:51086	Q59H18
hsa:23043	Q9UKE5
hsa:10318	Q15025;A8K4N4
hsa:79155	Q8NFZ5
hsa:79931	Q96KP6
hsa:8711	Q13470
hsa:8658	O95271
hsa:80351	Q9H2K2
hsa:64102	Q9H2S6
hsa:7134	P63316;Q6FH91
hsa:7125	P02585
hsa:7135	P19237
hsa:7136	P48788
hsa:7137	P19429;Q6FGX2
hsa:7138	P13805
hsa:7139	P45379
hsa:7140	P45378
hsa:3842	Q92973;A0A024RAM0
hsa:30000	O14787;Q05D48
hsa:23534	Q9Y5L0;A0A024R794;B3KMX1
hsa:8792	Q9Y6Q6
hsa:51330	Q9NP84
hsa:8764	Q92956;A0A024R052
hsa:4804	P08138
hsa:608	Q02223
hsa:8784	Q9Y5U5
