dr:D00001	Water (JP17/USP)
dr:D08970	Piragliatin (USAN)
dr:D08971	Plerixafor (JAN/USAN/INN)
dr:D08972	Polyisobutylene (NF)
dr:D08973	Polyoxyl oleate (NF)
dr:D08974	Polytef (USAN)
dr:D08975	Polyoxyl stearyl ether (NF)
dr:D08976	Pomalidomide (JAN/USAN/INN)
dr:D08977	Potassium alginate (NF)
dr:D08978	Pralnacasan (USAN/INN)
dr:D08979	Propylene glycol dilaurate (NF)
dr:D08980	Propylene glycol monolaurate (NF)
dr:D08981	Quarfloxin (USAN)
dr:D08982	Racephedrine Hydrochloride (USAN)
dr:D08983	Regrelor disodium (USAN)
dr:D08984	Reparixin (USAN/INN)
dr:D08985	Reslizumab (USAN)
dr:D08986	Retosiban (USAN)
dr:D08987	Rivanicline galactarate (USAN)
dr:D08988	Rolapitant hydrochloride (USAN)
dr:D08989	Rolofylline (USAN)
dr:D08990	Romiplostim (USAN/INN)
dr:D08991	Ronacaleret hydrochloride (USAN)
dr:D08992	Ropidoxuridine (INN/USAN)
dr:D08993	Rovelizumab (USAN/INN)
dr:D08994	Salclobuzate sodium (USAN)
dr:D08995	Salirasib (INN/USAN)
dr:D08996	Saxagliptin (USAN/INN)
dr:D08997	Sinecatechins (USAN)
dr:D08998	Sodium butyrate (USP)
dr:D08999	Sodium caprylate (NF)
dr:D09000	Sodium phosphate, tribasic (NF)
dr:D09001	Sodium sulfide (USP)
dr:D09002	Dried sodium sulfite (JP17)
dr:D09003	Sonedenoson (USAN)
dr:D09004	Soybean oil, hydrogenated (NF)
dr:D09005	Storax (USP)
dr:D09006	Sunflower oil (NF)
dr:D09007	Tagatose (NF)
dr:D09008	Talaglumetad hydrochloride (USAN)
dr:D09009	Taranabant (USAN/INN)
dr:D09010	Tarenflurbil (USAN/INN)
dr:D09011	Technetium Tc 99m nofetumomab merpentan (USP/INN)
dr:D09012	Telaprevir (JAN/USAN/INN)
dr:D09013	Teplizumab (USAN/INN)
dr:D09014	Terameprocol (INN/USAN)
dr:D09015	Tesamorelin acetate (USAN)
dr:D09016	Thrombin alfa (USAN/INN)
dr:D09017	Ticagrelor (JAN/USAN/INN)
dr:D09018	Tilarginine acetate (USAN)
dr:D09019	Tisocalcitate (INN/USAN)
dr:D09020	Tofimilast (INN/USAN)
dr:D09021	Tolu balsam tincture
dr:D09022	Tomopenem (USAN/INN)
dr:D09024	Totrombopag choline (USAN)
dr:D09025	Triglycerides, medium-chain (NF)
dr:D09026	Tropantiol (INN/USAN)
dr:D09027	Tucotuzumab celmoleukin (USAN/INN)
dr:D09028	Valopicitabine dihydrochloride (USAN)
dr:D09029	Velaglucerase alfa (USAN)
dr:D09030	Velimogene aliplasmid (INN/USAN)
dr:D09031	Veltuzumab (USAN)
dr:D09032	Vinflunine ditartrate (USAN)
dr:D09033	Voclosporin (USAN/INN)
dr:D09034	Zinc sulfide (USP)
dr:D09035	Zonampanel (INN/USAN)
dr:D09036	Zoniporide mesylate (INN/USAN)
dr:D09037	Zuclomiphene (USAN)
dr:D09038	Remikiren (INN)
dr:D09039	Ifuto
dr:D09040	Ryokeikansoto
dr:D09042	Untanto
dr:D09043	Yohakusan
dr:D09044	Hohaito
dr:D09046	Hokikenchuto
dr:D09047	En'nenhangeto
dr:D09048	Boibukuryoto
dr:D09049	Bunshoto
dr:D09050	Oshosan
dr:D09051	Oren'akyoto
dr:D09052	Kashokuyohito
dr:D09053	Bukuryotakushato
dr:D09054	Kakkoshokisan
dr:D09055	Kakkon'oren'ogonto
dr:D09056	Kakkonkokato
dr:D09057	Kamiuntanto
dr:D09058	Kamigedokuto
dr:D09059	Kamishoyosangoshimotsuto
dr:D09060	Kamiheiisan
dr:D09061	Kankyoninjinhangegan
dr:D09062	Kanzoshashinto
dr:D09063	Kigikenchuto
dr:D09064	Kyukichoketsuindaiichikagen
dr:D09065	Kyoseihatekigan
dr:D09066	Kyososan
dr:D09067	Kujinto
dr:D09068	Kufugedokusan
dr:D09069	Keikangan
dr:D09070	Keishikashakuyakushokyoninjinto
dr:D09071	Bukuryoinkahange
dr:D09072	Fukankinshokisan
dr:D09073	Byakkoto
dr:D09074	Byakkokakeishito
dr:D09075	Hachimishoyosan
dr:D09076	Hainoto
dr:D09077	Hainosan
dr:D09078	Dokkatsuto
dr:D09079	Dokkatsukakkonto
dr:D09080	Tokibaimokujinganryo
dr:D09081	Tokishigyakuto
dr:D09082	Tokisan
dr:D09083	Chokoshiteito
dr:D09084	Chuoko
dr:D09085	Daihangeto
dr:D09087	Soshikokito
dr:D09088	Senshibyakujutsusan
dr:D09089	Senkinkeimeisan
dr:D09090	Sesshoin
dr:D09091	Seijokentsuto
dr:D09092	Seishitsukatanto
dr:D09093	Seikiankaito
dr:D09094	Jinreibyakujutsusan
dr:D09095	Keibohaidokusan
dr:D09096	Keimeisankabukuryo
dr:D09097	Kenchuto
dr:D09098	Kojito
dr:D09099	Koshaheiisan
dr:D09100	Koshayoito
dr:D09101	Kosharikkunshito
dr:D09102	Kobokushokyohangeninjinkanzoto
dr:D09103	Goshitsusan
dr:D09104	Gomotsugedokusan
dr:D09105	Saishakurikkunshito
dr:D09106	Satotsuko
dr:D09107	Jiketsujunchoto
dr:D09109	Shiteito
dr:D09110	Shakosaito
dr:D09111	Jashoshito
dr:D09112	Jogan'ippo
dr:D09113	Shokyoshashinto
dr:D09114	Jingyobofuto
dr:D09115	Jingyokyokatsuto
dr:D09116	Bukuryukanto
dr:D09117	Shoyosan
dr:D09118	Shobaito
dr:D09119	Shojokito
dr:D09120	Shoseiryutokasekko
dr:D09121	Shoseiryutogomakyokansekito
dr:D09125	Pogostemon herb (JP17)
dr:D09127	Scrophularia root (non-JP)
dr:D09138	Aster root (non-JP)
dr:D09139	Myrobalan fruit (non-JP)
dr:D09140	Lonicera flower (non-JP)
dr:D09144	Adenophora root (non-JP)
dr:D09145	Earthworm (non-JP)
dr:D09146	Medicated leaven
dr:D09151	Acorus gramineus rhizome (non-JP)
dr:D09158	Salvia miltiorrhiza root (JP17)
dr:D09166	Codonopsis root (JP17)
dr:D09176	Stiff silkworm (non-JP)
dr:D09184	Areca pericarp (non-JP)
dr:D09185	Myrica rubra bark (non-JP)
dr:D09186	Neostigmine methylsulfate and atropine sulfate
dr:D09187	Estradiol and levonorgestrel
dr:D09188	Estradiol and norethindrone
dr:D09189	Haemophilus influenzae type b conjugate vaccine
dr:D09190	Anti-human thymocyte immunoglobulin, rabbit (JAN)
dr:D09191	Shrub chaste tree fruit (non-JP)
dr:D09192	Chaenomeles fruit (non-JP)
dr:D09196	Candesartan cilexetil and hydrochlorothiazide (JP17)
dr:D09197	Valsartan and hydrochlorothiazide (JP17)
dr:D09198	Minodronic acid hydrate (JAN)
dr:D09199	Shigyakuto
dr:D09200	Bentiamine (INN)
dr:D09201	Calcium sulfate (NF)
dr:D09202	Etofenprox (INN)
dr:D09205	Prucalopride (USAN/INN)
dr:D09206	Saruplase (INN)
dr:D09207	Catumaxomab (INN)
dr:D09208	Cetilistat (JAN/USAN/INN)
dr:D09209	Magnolignan
dr:D09212	German chamomile flower (non-JP)
dr:D09213	Methiodal sodium (INN)
dr:D09214	Ustekinumab (USAN/INN)
dr:D09215	Eslicarbazepine (USAN/INN)
dr:D09216	Thiopropazate (INN)
dr:D09217	Sitimagene ceradenovec (INN)
dr:D09218	Liquid paraffin and polyethylene resin
dr:D09219	Telmisartan and hydrochlorothiazide (JP17)
dr:D09220	Isodon herb (non-JP)
dr:D09221	Lycium leaf (non-JP)
dr:D09226	Aralia elata root bark (non-JP)
dr:D09228	Nandina fruit (non-JP)
dr:D09233	Processed mume (non-JP)
dr:D09244	Nutmeg (JP17)
dr:D09246	Water chestnut (non-JP)
dr:D09249	Taraxacum root
dr:D09255	Sophora japoinca flower (non-JP)
dr:D09296	Sophora subprostrata root (non-JP)
dr:D09297	Ligusticum sinese rhizome (non-JP)
dr:D09314	Ofatumumab (USAN/INN)
dr:D09315	Canakinumab (USAN/INN)
dr:D09316	Pegloticase (USAN/INN)
dr:D09317	Nabiximols (USAN)
dr:D09318	Indacaterol (USAN/INN)
dr:D09319	Indacaterol maleate (JAN/USAN)
dr:D09320	Aderbasib (USAN/INN)
dr:D09321	Obinutuzumab (USAN)
dr:D09322	Carzenide (INN)
dr:D09323	Ataluren (USAN/INN)
dr:D09324	Bederocin (USAN/INN)
dr:D09325	Blinatumomab (USAN/INN)
dr:D09326	Carmegliptin dihydrochloride (USAN)
dr:D09327	Cositecan (USAN)
dr:D09328	Cixutumumab (USAN)
dr:D09329	Conatumumab (USAN/INN)
dr:D09330	Delafloxacin (USAN)
dr:D09331	Delafloxacin meglumine (USAN)
dr:D09332	Denenicokin (USAN/INN)
dr:D09333	Dutogliptin (USAN)
dr:D09334	Dutogliptin tartrate (USAN)
dr:D09335	Elagolix (USAN/INN)
dr:D09336	Elagolix sodium (USAN)
dr:D09337	Elotuzumab (USAN)
dr:D09338	Entinostat (JAN/USAN/INN)
dr:D09339	Esomeprazole potassium (USAN)
dr:D09340	Esreboxetine (USAN/INN)
dr:D09341	Esreboxetine succinate (USAN)
dr:D09342	Etaracizumab (USAN/INN)
dr:D09343	Farletuzumab (USAN)
dr:D09344	Fasobegron (INN)
dr:D09345	Figitumumab (USAN)
dr:D09346	Fosbretabulin disodium (USAN)
dr:D09347	Fostamatinib (USAN)
dr:D09348	Fostamatinib disodium (USAN)
dr:D09349	Ibipinabant (USAN/INN)
dr:D09350	Indeglitazar (USAN)
dr:D09351	Larazotide (USAN/INN)
dr:D09352	Larazotide acetate (USAN)
dr:D09353	Levomefolic acid (USAN/INN)
dr:D09354	Levomefolate calcium (USAN)
dr:D09355	Linaclotide (JAN/USAN)
dr:D09356	Liprotamase (USAN)
dr:D09357	Mocetinostat dihydrobromide (USAN)
dr:D09358	Naluzotan (USAN/INN)
dr:D09359	Naluzotan hydrochloride (USAN)
dr:D09360	Obeticholic acid (JAN/USAN/INN)
dr:D09361	Oleyl oleate (NF)
dr:D09362	Otenabant (USAN/INN)
dr:D09363	Otenabant hydrochloride (USAN)
dr:D09364	Palifosfamide (USAN/INN)
dr:D09365	Palovarotene (USAN/INN)
dr:D09366	Pardoprunox hydrochloride (USAN)
dr:D09367	Pozanicline (USAN)
dr:D09368	Pozanicline tartrate (USAN)
dr:D09369	Radezolid (USAN/INN)
dr:D09370	Radezolid hydrochloride (USAN)
dr:D09371	Ramucirumab (USAN)
dr:D09372	Ranagengliotucel-T (USAN)
dr:D09373	Rapeseed oil, fully hydrogenated (NF)
dr:D09374	Rapeseed oil, fully hydrogenated superglycerinated (NF)
dr:D09375	Retaspimycin (USAN/INN)
dr:D09376	Retaspimycin hydrochloride (USAN)
dr:D09377	Semagacestat (USAN/INN)
dr:D09378	Serlopitant (USAN)
dr:D09380	Sivifene (USAN/INN)
dr:D09381	Sobetirome (USAN)
dr:D09382	Sofinicline (USAN)
dr:D09383	Sofinicline benzenesulfonate (USAN)
dr:D09384	Spinosad (USAN)
dr:D09385	Talarozole (USAN/INN)
dr:D09386	Talmapimod (USAN/INN)
dr:D09387	Tanezumab (USAN/INN)
dr:D09388	Tasimelteon (USAN/INN)
dr:D09389	Tasisulam sodium (USAN)
dr:D09390	Tecovirimat (USAN/INN)
dr:D09391	Telcagepant (USAN)
dr:D09392	Telcagepant potassium (USAN)
dr:D09393	Ingenol mebutate (USAN)
dr:D09394	Fidaxomicin (JAN/USAN)
dr:D09395	Dulanermin (USAN/INN)
dr:D09396	Dirucotide (USAN)
dr:D09397	Pardoprunox (USAN/INN)
dr:D09398	Dirucotide acetate (USAN)
dr:D09399	Derquantel (USAN/INN)
dr:D09400	Degarelix acetate (JAN)
dr:D09401	Davunetide (USAN)
dr:D09402	Darotropium bromide (USAN/INN)
dr:D09403	Custirsen sodium (USAN)
dr:D09404	Coleneuramide (USAN)
dr:D09405	Carlecortemcel-L (USAN)
dr:D09410	Laninamivir (INN)
dr:D09447	Perilla fruit (non-JP)
dr:D09520	Soft shell turtle carapace (non-JP)
dr:D09533	Midismase (genetical recombination) (JAN)
dr:D09535	Mirabegron (USAN/JAN)
dr:D09537	Favipiravir (JAN/USAN/INN)
dr:D09539	Gabapentin enacarbil (JAN/USAN/INN)
dr:D09544	Ozenoxacin (JAN/INN)
dr:D09546	Edoxaban tosilate hydrate (JAN)
dr:D09547	Laninamivir octanoate hydrate (JAN)
dr:D09548	Osmorhiza rhizome (non-JP)
dr:D09549	Senna pods (non-JP)
dr:D09550	Angelica pubescens root (non-JP)
dr:D09566	Linagliptin (JAN/USAN/INN)
dr:D09567	Ulipristal (USAN/INN)
dr:D09568	Naproxcinod (USAN/INN)
dr:D09569	Ezogabine (USAN)
dr:D09570	Bilastine (JAN/INN)
dr:D09571	Onapristone (INN)
dr:D09572	Riociguat (JAN/USAN/INN)
dr:D09573	Eritoran sodium (JAN)
dr:D09574	Aflibercept (USAN/INN)
dr:D09575	Ibalizumab (USAN/INN)
dr:D09576	Afegostat (USAN/INN)
dr:D09577	Afegostat tartrate (USAN)
dr:D09578	Albumin human, recombinant (NF)
dr:D09579	Arhalofenate (USAN/INN)
dr:D09580	Astuprotimut-R (USAN)
dr:D09581	Atagabalin (USAN/INN)
dr:D09582	Balapiravir (USAN/INN)
dr:D09583	Balapiravir hydrochloride (USAN)
dr:D09584	Bardoxolone (USAN/INN)
dr:D09585	Bardoxolone methyl (JAN/USAN)
dr:D09586	Bixalomer (JAN/USAN/INN)
dr:D09587	Brentuximab vedotin (USAN)
dr:D09588	Briakinumab (USAN/INN)
dr:D09589	Brivanib (USAN)
dr:D09590	Budiodarone (USAN/INN)
dr:D09591	Budiodarone tartrate (USAN)
dr:D09592	Canagliflozin (USAN/INN)
dr:D09593	Girentuximab (USAN/INN)
dr:D09594	Olmesartan medoxomil and azelnidipine
dr:D09595	Budesonide and formoterol fumarate dihydrate
dr:D09596	Collagenase clostridium histolyticum (USAN)
dr:D09598	Tebipenem pivoxil (JAN/USAN/INN)
dr:D09599	Danegaptide (USAN/INN)
dr:D09600	Davalintide (USAN/INN)
dr:D09601	Davalintide acetate (USAN)
dr:D09602	Dilmapimod (USAN/INN)
dr:D09603	Dilmapimod tosylate (USAN)
dr:D09604	Dinaciclib (USAN/INN)
dr:D09605	Duvoglustat (USAN/INN)
dr:D09606	Duvoglustat hydrochloride (USAN)
dr:D09607	Elinogrel (USAN/INN)
dr:D09608	Elinogrel potassium (USAN)
dr:D09609	Elpetrigine (USAN/INN)
dr:D09610	Emicerfont (USAN/INN)
dr:D09612	Eslicarbazepine acetate (USAN)
dr:D09613	Evatanepag (USAN/INN)
dr:D09614	Evatanepag sodium (USAN)
dr:D09615	Fezakinumab (USAN/INN)
dr:D09616	Filibuvir (USAN/INN)
dr:D09617	Florbetapir F-18 (USAN)
dr:D09618	Foretinib (USAN/INN)
dr:D09619	Fosbretabulin tromethamine (USAN)
dr:D09620	Fresolimumab (USAN/INN)
dr:D09621	Gisadenafil (USAN/INN)
dr:D09622	Gisadenafil besylate (USAN)
dr:D09623	Glembatumumab (USAN/INN)
dr:D09624	Golnerminogene pradenovec (USAN/INN)
dr:D09625	Gosogliptin (USAN/INN)
dr:D09627	Imagabalin (USAN/INN)
dr:D09628	Imagabalin hydrochloride (USAN)
dr:D09629	Imetelstat (USAN/INN)
dr:D09630	Imetelstat sodium (USAN)
dr:D09631	Intetumumab (USAN/INN)
dr:D09632	Iodine I 124 girentuximab (USAN/INN)
dr:D09633	Lebrikizumab (USAN/INN)
dr:D09634	Lersivirine (USAN/INN)
dr:D09635	Linifanib (USAN/INN)
dr:D09636	Litronesib (USAN/INN)
dr:D09637	Lomitapide (USAN/INN)
dr:D09638	Lomitapide mesylate (USAN)
dr:D09639	Losmapimod (USAN/INN)
dr:D09640	Marizomib (USAN/INN)
dr:D09641	Mocetinostat (USAN/INN)
dr:D09642	Modithromycin (USAN/INN)
dr:D09643	Myeloperoxidase (USAN)
dr:D09644	Narlaprevir (USAN/INN)
dr:D09645	Nelotanserin (USAN/INN)
dr:D09646	Ocriplasmin (USAN/INN)
dr:D09647	Omadacycline (USAN)
dr:D09648	Omecamtiv mecarbil (USAN/INN)
dr:D09650	Orvepitant (USAN/INN)
dr:D09651	Orvepitant maleate (USAN)
dr:D09653	Piperazine dihydrochloride (USP)
dr:D09654	Pixantrone dimaleate (USAN)
dr:D09655	Plinabulin (USAN/INN)
dr:D09656	Plovamer (USAN)
dr:D09657	Plovamer acetate (USAN)
dr:D09658	Razupenem (USAN/INN)
dr:D09659	Rilotumumab (USAN/INN)
dr:D09660	Rindopepimut (USAN)
dr:D09661	Rintatolimod (USAN/INN)
dr:D09662	Rontalizumab (USAN/INN)
dr:D09663	Rozrolimupab (USAN)
dr:D09664	Saracatinib (USAN/INN)
dr:D09665	Saracatinib difumarate (USAN)
dr:D09666	Selumetinib (USAN/INN)
dr:D09667	Setileuton (USAN/INN)
dr:D09668	Sifalimumab (USAN/INN)
dr:D09669	Siltuximab (USAN/INN)
dr:D09670	Sotatercept (USAN/INN)
dr:D09671	Sotrastaurin (USAN/INN)
dr:D09672	Sulopenem etzadroxil (USAN)
dr:D09673	Tafamidis (JAN/USAN/INN)
dr:D09674	Tafamidis meglumine (JAN/USAN)
dr:D09675	Taliglucerase alfa (USAN/INN)
dr:D09676	Tecarfarin (USAN/INN)
dr:D09677	Tecarfarin sodium (USAN)
dr:D09678	Teglarinad chloride (USAN/INN)
dr:D09679	Tenifatecan (USAN/INN)
dr:D09680	Teprotumumab (USAN/INN)
dr:D09681	Tiomolibdate diammonium (USAN)
dr:D09682	Tipapkinogene sovacivec (USAN/INN)
dr:D09683	Tivozanib (USAN/INN)
dr:D09684	Tonapofylline (USAN/INN)
dr:D09685	Tedizolid (USAN/INN)
dr:D09686	Tedizolid phosphate (JAN/USAN)
dr:D09687	Ulipristal acetate (JAN/USAN)
dr:D09688	Vanutide cridificar (USAN/INN)
dr:D09689	Varlitinib (USAN/INN)
dr:D09690	Varlitinib tosylate (USAN)
dr:D09691	Vedotin (USAN)
dr:D09692	Veliparib (JAN/USAN/INN)
dr:D09693	Velusetrag (USAN/INN)
dr:D09694	Velusetrag hydrochloride (USAN)
dr:D09695	Verucerfont (USAN/INN)
dr:D09696	Vilanterol (USAN)
dr:D09697	Vilanterol trifenatate (JAN/USAN)
dr:D09698	Vilazodone (USAN/INN)
dr:D09699	Vilazodone hydrochloride (USAN)
dr:D09700	Yttrium Y 90 clivatuzumab tetraxetan (USAN)
dr:D09701	Abiraterone acetate (JAN/USP)
dr:D09702	Albaconazole (USAN/INN)
dr:D09703	Aminopentamide sulfate (USP)
dr:D09704	Atacicept (USAN/INN)
dr:D09705	Bepotastine (USAN/INN)
dr:D09706	Carbon monoxide (USAN)
dr:D09707	Dabigatran (USAN/INN)
dr:D09708	Dalcetrapib (USAN/INN)
dr:D09709	Demiditraz (USAN/INN)
dr:D09710	Edoxaban (USAN/INN)
dr:D09711	Efungumab (USAN/INN)
dr:D09712	Elacytarabine (USAN/INN)
dr:D09713	Gantenerumab (USAN/INN)
dr:D09714	Iscotrizinol (USAN)
dr:D09715	Lexgenleucel-T (USAN)
dr:D09716	Mitumprotimut-T (USAN)
dr:D09717	Preladenant (USAN/INN)
dr:D09718	Sotrastaurin acetate (USAN)
dr:D09719	Remestemcel-L (USAN)
dr:D09720	Rilpivirine (JAN/USAN/INN)
dr:D09721	Sagopilone (USAN/INN)
dr:D09722	Sapacitabine (USAN/INN)
dr:D09723	Taspoglutide (USAN/INN)
dr:D09724	Afatinib (USAN/INN)
dr:D09725	Emulsified influenza HA vaccine (A/H1N1)
dr:D09726	Riferminogene pecaplasmid (JAN/INN)
dr:D09727	Insulin degludec (USAN/INN)
dr:D09728	Bosutinib hydrate (JAN)
dr:D09729	Lixisenatide (JAN/USAN/INN)
dr:D09730	Olaparib (JAN/USAN/INN)
dr:D09731	Crizotinib (JAN/USAN/INN)
dr:D09732	Ritobegron ethyl hydrochloride (JAN)
dr:D09733	Afatinib dimaleate (USAN)
dr:D09735	Sodium hyaluronate crosslinked polymer crosslinked with vinylsulfone (JAN)
dr:D09736	Iron (III) hexacyanoferrate (II)
dr:D09738	Asparagine (NF)
dr:D09739	Bismuth subcitrate potassium (USAN)
dr:D09740	Bornyl acetate (USAN)
dr:D09741	Drospirenone and ethinylestradiol
dr:D09742	Lansoprazole, amoxicillin hydrate and metronidazole
dr:D09743	Telmisartan and amlodipine besilate
dr:D09744	Pioglitazone hydrochloride and metformin hydrochloride (JP17)
dr:D09745	Valsartan and amlodipine besilate
dr:D09746	Dalotuzumab (USAN)
dr:D09747	Difeterol phosphate (JAN)
dr:D09748	Difeterol (JAN/INN)
dr:D09749	Itasetron hydrochloride hydrate (JAN)
dr:D09750	Ipidacrine hydrochloride hydrate (JAN)
dr:D09751	Selandopam hydrochloride hydrate (JAN)
dr:D09752	Carpronium chloride hydrate (JAN)
dr:D09753	Saxagliptin hydrate (JAN)
dr:D09754	Royal jelly (JP17)
dr:D09755	Cabazitaxel (USAN/INN)
dr:D09756	Teneligliptin hydrobromide hydrate (JAN)
dr:D09757	Terikalant (INN)
dr:D09758	Ambasilide (INN)
dr:D09759	Trecetilide (INN)
dr:D09760	Ibuprofen sodium (USAN)
dr:D09761	Mogamulizumab (USAN)
dr:D09762	Pentetate zinc trisodium (JAN)
dr:D09763	Dapagliflozin propanediol (USAN)
dr:D09764	Abobotulinumtoxin A (USAN)
dr:D09765	Vorapaxar (USAN/INN)
dr:D09766	Vorapaxar sulfate (JAN/USAN)
dr:D09767	Amatuximab (USAN)
dr:D09768	Azulene (JAN)
dr:D09769	Acetylsulfaphenazole (JAN)
dr:D09770	Adeozast (JAN)
dr:D09771	Avicatonin (JAN/INN)
dr:D09772	Alilusem potassium (JAN)
dr:D09773	Isoniazid glucuronate sodium (JAN)
dr:D09774	Imitrodast sodium (JAN)
dr:D09775	Intacellin (JAN)
dr:D09776	Uracil (2-13C) (JAN)
dr:D09777	Urogastrone (JAN)
dr:D09778	Ledismase (INN)
dr:D09779	Emiglitate (JAN/INN)
dr:D09780	Anagliptin (JAN/INN)
dr:D09781	Ipenoxazone hydrochloride (JAN)
dr:D09782	Cadrofloxacin hydrochloride (JAN)
dr:D09783	Tofacitinib citrate (JAN/USAN)
dr:D09784	Garomefrine hydrochloride (JAN)
dr:D09785	Delamanid (JAN/USAN)
dr:D09786	Topiroxostat (JAN/INN)
dr:D09787	Ombrabulin hydrochloride (JAN)
dr:D09788	Enramycin hydrochloride (JAN)
dr:D09789	Kirenidipine hydrochloride (JAN)
dr:D09790	Cromoglicate lisetil hydrochloride (JAN)
dr:D09791	Arbaclofen (USAN)
dr:D09792	Diphenylpiperidinobutanol hydrochloride (JAN)
dr:D09793	Ceftizoxime alapivoxil hydrochloride (JAN)
dr:D09794	Norepinephrine hydrochloride (JAN)
dr:D09795	Meglumine gadopentetate (JAN)
dr:D09796	Hydrocortisone caproate (JAN)
dr:D09797	Cargutocin (INN/JAN)
dr:D09799	Carotegrast methyl (JAN)
dr:D09800	Condoliase (JAN/USAN/INN)
dr:D09801	Giractide acetate (JAN)
dr:D09802	Dequalinium salicylate (JAN)
dr:D09803	Propylene oxide (JAN)
dr:D09804	Sodium santoninate (JAN)
dr:D09805	Cycotiamine (JAN/INN)
dr:D09806	Diisobutylaminobenzoyloxypropyl theophylline (JAN)
dr:D09807	Difethiarol (JAN)
dr:D09808	Carbinoxamine diphenyldisulfonate (JAN)
dr:D09809	Tylosin acetate isovalerte (JAN)
dr:D09811	Gelathrombin (JAN)
dr:D09812	Bismuth magnesium aluminosilicate (JAN)
dr:D09813	Lenalidomide hydrate (JAN)
dr:D09814	Silteplase (INN)
dr:D09815	Travoprost and timolol maleate
dr:D09816	Sevriplatin (JAN)
dr:D09817	Darexaban maleate (JAN)
dr:D09818	Oxeladin tannate (JAN)
dr:D09819	Chlorpromazine tannate (JAN)
dr:D09820	Vasopressin tannate (JAN)
dr:D09821	L-Tyrosine ethylester monohydrochloride (JAN)
dr:D09822	Theosalicin (JAN)
dr:D09823	Duteplase (INN)
dr:D09824	Domitroban calcium hydrate (JAN)
dr:D09825	Trostin (JAN)
dr:D09826	Neo proserine (JAN)
dr:D09828	Bisbutytiamine (JAN)
dr:D09829	Pifonakin (INN)
dr:D09830	Fasoracetam hydrate (JAN)
dr:D09831	Phenovalin (JAN)
dr:D09832	Monosodium fumarate (JAN)
dr:D09833	Levosemotiadil fumarate (JAN)
dr:D09834	Levormeloxifene fumarate (JAN)
dr:D09835	Zanapezil fumarate (JAN)
dr:D09836	Plusonermin (JAN)
dr:D09837	Penaprazole sodium hydrate (JAN)
dr:D09838	Broizine (JAN)
dr:D09839	Beperminogene perplasmid (JAN/INN)
dr:D09840	Olamufloxacin mesilate (JAN)
dr:D09841	Patomostat mesilate (JAN)
dr:D09842	dl-Methylephedrine saccharinate (JAN)
dr:D09843	Beradilol monoethyl maleate (JAN)
dr:D09844	Mobenakin (genetical recombination) (JAN)
dr:D09845	Montirelin hydrate (JAN)
dr:D09846	Montease (JAN)
dr:D09847	Metildigoxin (INN)
dr:D09848	Pioglitazone hydrochloride and glimepiride tablets (JP17)
dr:D09849	Ritipenem acoxil hydrate (JAN)
dr:D09850	Linazolast (JAN)
dr:D09851	Rimoprogin (JAN/INN)
dr:D09852	Regavirumab (JAN/INN)
dr:D09852	
dr:D09854	Pocepullan (JAN)
dr:D09855	Sodium aceneuramate (JAN)
dr:D09856	Asthremedin (JAN)
dr:D09857	Asunaron (JAN)
dr:D09858	Ferrous orotate (JAN)
dr:D09859	Iron polymalether (JAN)
dr:D09861	Aganepag (USAN)
dr:D09862	Aganepag ethanediol (USAN)
dr:D09863	Aganepag isopropyl (USAN)
dr:D09864	Amuvatinib (USAN/INN)
dr:D09865	Amuvatinib hydrochloride (USAN)
dr:D09866	Atopaxar (USAN)
dr:D09867	Atopaxar hydrobromide (USAN)
dr:D09868	Alvocidib (USAN/INN)
dr:D09869	Avagacestat (USAN)
dr:D09870	Bavisant (USAN/INN)
dr:D09871	Bavisant dihydrochloride (USAN)
dr:D09872	Bedaquiline (USAN/INN)
dr:D09873	Bedaquiline fumarate (JAN/USAN)
dr:D09874	Benralizumab (USAN/INN)
dr:D09875	Calcium propionate (NF)
dr:D09876	Cariprazine hydrochloride (JAN/USAN)
dr:D09877	Carlumab (USAN)
dr:D09878	Cenicriviroc (USAN/INN)
dr:D09879	Cenicriviroc mesylate (USAN)
dr:D09880	Cenplacel-L (USAN)
dr:D09881	Cobicistat (JAN/USAN/INN)
dr:D09882	Crolibulin (USAN)
dr:D09883	Dacomitinib (INN)
dr:D09884	Danoprevir (USAN/INN)
dr:D09885	Danoprevir sodium (USAN)
dr:D09886	Dexpramipexole (USAN/INN)
dr:D09887	Dexpramipexole dihydrochloride (USAN)
dr:D09888	Drozitumab (USAN/INN)
dr:D09889	Dulaglutide (USAN/INN)
dr:D09890	Edivoxetine (USAN/INN)
dr:D09891	Edivoxetine hydrochloride (USAN)
dr:D09892	Egaptivon pegol (USAN)
dr:D09893	Eliglustat (USAN/INN)
